Date,Kampala,Kasese
2016-01-01,6.549089386259069,6.465979102746381
2016-01-15,6.57731738494635,6.364481043498774
2016-02-01,6.508516266089075,6.455550730509163
2016-02-15,6.5350117303239434,6.491592672816966
2016-03-01,6.671906240070198,6.500814650959307
2016-03-15,6.609243981810443,6.5661715702829815
2016-04-01,6.518885743973179,6.56363709979081
2016-04-15,6.551381020928636,6.628025456078266
2016-05-01,6.590888743798449,6.737551926612268
2016-05-15,6.615933575438553,6.493901525492754
2016-06-01,6.429005350510378,6.536175751715301
2016-06-15,6.477066337580395,6.5393086464576164
2016-07-01,6.415933580826795,6.5230073591106885
2016-07-15,6.41956825017436,6.525625387246635
2016-08-01,6.413894752112181,6.5629303312726694
2016-08-15,6.5409626921290025,6.561512514144189
2016-09-01,6.556107830249778,6.555773996162218
2016-09-15,6.608326833396764,6.549849635989781
2016-10-01,6.577396609166684,6.542930340016441
2016-10-15,6.398114045424532,6.5236865490992715
2016-11-01,6.381882860752918,6.533567448084982
2016-11-15,6.434986174328529,6.468579891616678
2016-12-01,6.500073397992073,6.462571193596491
2016-12-15,6.509105407369265,6.462358144829634
2017-01-01,6.612564378292032,6.462145141442885
2017-01-15,6.61245173027075,6.494460786202137
2017-02-01,6.607299149439882,
2017-02-15,6.745817624305464,
2017-03-01,6.774305041813348,6.58557784270099
2017-03-15,6.8258503343514345,6.598182718342347
2017-04-01,6.821446658547321,6.4811770265378295
2017-04-15,6.829929019268972,6.438389706434408
2017-05-01,6.822144105081133,6.431272514122744
2017-05-15,6.487855737885357,6.515723917055652
2017-06-01,6.424615244241879,6.52673237592274
2017-06-15,6.357738960360644,6.48892797440099
2017-07-01,6.4321771310093,6.491349319745419
2017-07-15,6.471522643595779,6.493243890620956
2017-08-01,6.467893350509074,6.486934950587513
2017-08-15,6.474676016540806,6.483668770360596
2017-09-01,6.498616292278132,
2017-09-15,6.618651356660965,6.477104230830453
2017-10-01,6.606987185198222,6.580822017459036
2017-10-15,6.390068687798257,6.552848923455012
2017-11-01,6.372593103411213,6.465480717573219
2017-11-15,6.297843655052759,6.3859779967870125
2017-12-01,6.337612621164375,6.37978061623217
2017-12-15,6.404257397307855,6.2735519001219
2018-01-01,6.393921507173515,6.373673346343568
2018-01-15,6.420267192626407,6.381191082177448
2018-02-01,6.440989810081778,6.3819132104237015
2018-02-15,6.563914749160479,6.3827299692105095
2018-03-01,6.597736688584924,
2018-03-15,6.604789438391978,
2018-04-01,6.719797648914258,
2018-04-15,6.724293251975721,
2018-05-01,6.70807347665705,6.3868037865875475
2018-05-15,6.376134705826333,6.366752013611734
2018-06-01,6.141810678834342,6.24072322980427
2018-06-15,6.154170225733569,6.128219253039601
2018-07-01,6.134606957780981,5.964532374597
2018-07-15,6.128450955290582,5.935244157816957
2018-08-01,6.131779170741259,5.9935241037689595
2018-08-15,6.115762704359025,5.825055874367457
2018-09-01,6.22424496797063,5.965538258722532
2018-09-15,6.2386891236697295,6.041704423282574
2018-10-01,6.288082666972602,6.048560223574353
2018-10-15,6.223781017326023,6.2689769936693915
2018-11-01,6.138293314353324,6.272174622418519
2018-11-15,6.146186949806263,6.120845377845783
2018-12-01,6.148032634165344,6.147106279305214
2018-12-15,6.154407268815136,6.0478205114340655
2019-01-01,6.309652122611329,6.040662183171701
2019-01-15,6.373813365371398,6.047597628917374
2019-02-01,6.418604935085321,5.996118139407725
2019-02-15,6.446507810833791,5.993888865368435
2019-03-01,6.445987944428703,5.981960969757094
2019-03-15,6.546800532856457,6.187492853741926
2019-04-01,6.596983860325174,6.183641249773915
2019-04-15,6.611633926220768,6.387632373995921
2019-05-01,6.664647080013183,6.341989667879001
2019-05-15,6.64740628814655,6.343990434392556
2019-06-01,6.466583346997119,6.3825697538940895
2019-06-15,6.547946551878453,6.408733574108865
2019-07-01,6.569583061182738,
2019-07-15,,
2019-08-01,6.611500364290326,
2019-08-15,6.621799854164206,
2019-09-01,6.712568781274962,
2019-09-15,6.737947543206125,
2019-10-01,6.716804066874644,
2019-10-15,6.7156937211808065,
2019-11-01,6.596293146573491,
2019-11-15,6.658683967355289,
2019-12-01,6.71414069027346,
2019-12-15,6.704143954047514,
2020-01-01,6.689903082685284,
2020-01-15,6.714505194170786,
2020-02-01,6.768159739774541,
2020-02-15,6.769293127329221,
