Date,Ruhengeri,Ngozi
2016-01-01,,6.408598092521518
2016-01-15,6.1496858585690015,6.17296067908498
2016-02-01,6.056300376498575,6.319639708521345
2016-02-15,6.036932924988593,6.5390410163793495
2016-03-01,6.011591005672084,6.428206556310445
2016-03-15,6.208951377524065,6.525570279259593
2016-04-01,6.37370726342418,6.32987460492005
2016-04-15,6.421562369717449,6.338539633279884
2016-05-01,6.444616316274036,6.3075833984752
2016-05-15,6.298083052558324,6.146254130990976
2016-06-01,6.294294068623483,5.992716020139272
2016-06-15,6.162304880034476,5.997327721868091
2016-07-01,6.236038042291054,6.056654870952463
2016-07-15,6.233566104976668,6.295020733579091
2016-08-01,6.291961155137457,6.288037203515295
2016-08-15,6.383578118429606,6.286532413014185
2016-09-01,6.360800369586706,6.28546680291197
2016-09-15,6.373399263296248,6.291204488129656
2016-10-01,6.426962654406053,6.342498594337777
2016-10-15,6.447141375171047,6.334582976338297
2016-11-01,6.509501834581397,6.413760208119562
2016-11-15,6.522731611974701,6.486386360958224
2016-12-01,6.551947251484816,6.553580195906542
2016-12-15,6.553847944347396,6.6150971596926045
2017-01-01,6.292634162938155,6.566956417117085
2017-01-15,6.374879493180546,6.4155079536871895
2017-02-01,6.45087157378025,6.458610785564427
2017-02-15,6.443191151810789,6.451861115047146
2017-03-01,6.442376201211883,6.384879124484967
2017-03-15,6.443768788494894,6.278673953042564
2017-04-01,6.515515485816363,6.404985027843036
2017-04-15,6.518057033817434,6.277424726981507
2017-05-01,6.521250074688369,6.071988659195245
2017-05-15,6.526788713120543,6.081335537032618
2017-06-01,6.528241392978615,5.824231758316204
2017-06-15,6.527121795876571,5.959354995424768
2017-07-01,6.270001764617799,6.081842310265665
2017-07-15,6.309820053884018,6.074938260020598
2017-08-01,6.3051048091378945,6.06897448271076
2017-08-15,6.438948204351826,6.059859588631684
2017-09-01,6.430693375926778,6.149972230191106
2017-09-15,6.423847100351146,6.1448220034675645
2017-10-01,6.4156784521236645,6.230014936380357
2017-10-15,6.416990956715614,6.228869104423331
2017-11-01,6.428153102377929,6.313681937899138
2017-11-15,6.442110231792247,6.23501626285908
2017-12-01,6.447115653821153,6.141727443695866
2017-12-15,6.446658961568394,6.095905008643141
2018-01-01,6.44550278363884,5.9316332312891165
2018-01-15,6.311640488449736,5.800053222391385
2018-02-01,6.097670731682509,5.86990366183599
2018-02-15,6.024075835939438,5.8744416833772455
2018-03-01,6.0187983293283125,5.876653583237159
2018-03-15,6.007248030703994,5.9367134348092065
2018-04-01,6.11356454848365,5.869307728576876
2018-04-15,6.110992729647756,5.858775215490107
2018-05-01,6.166741428388842,5.9870418642376055
2018-05-15,6.109684664591467,6.049819425140857
2018-06-01,6.17168423152698,5.936272031350254
2018-06-15,6.0002506791802075,6.114310584957968
2018-07-01,5.932379497724375,6.008515448312788
2018-07-15,5.859899487798347,6.124114584542641
2018-08-01,6.111270160065494,6.016312240858618
2018-08-15,6.10991513552814,6.082340825038057
2018-09-01,6.210093202472783,6.14537874047434
2018-09-15,6.21703425775667,6.197289005113433
2018-10-01,6.222280034362545,6.20511498084665
2018-10-15,6.223243426641129,6.196450250776229
2018-11-01,6.220750869475664,6.192225701277987
2018-11-15,6.265752704328562,6.289454653656934
2018-12-01,6.32505006800594,6.289454653656934
2018-12-15,6.317147341881834,6.282474754276641
2019-01-01,6.115596876549018,6.273903548211585
2019-01-15,6.083595967874424,6.13197866186557
2019-02-01,6.050499211585045,6.056590331400893
2019-02-15,6.103828296092471,6.131487411580053
2019-03-01,6.0929968355847555,6.165364111776201
2019-03-15,6.088751108629726,6.157192475207375
2019-04-01,6.135719345079384,6.239378814185892
2019-04-15,6.150760019857685,6.403427824330405
2019-05-01,6.159208329963582,6.403968822122032
2019-05-15,6.186976217466884,6.2471359750348245
2019-06-01,6.197768188976779,5.876888951456165
2019-06-15,6.049909399349216,5.806235923633672
2019-07-01,6.1288587287986385,5.931384492792854
2019-07-15,6.202028567173874,5.95849633237177
2019-08-01,6.19919209345925,5.98489248111995
2019-08-15,6.201098536878158,6.0364631851751085
2019-09-01,6.205457075521442,6.133682274353707
2019-09-15,6.195407616420538,6.129166412533912
2019-10-01,6.180379604385593,6.178143106869191
2019-10-15,6.167363575228331,6.120173182809735
2019-11-01,6.143005672196157,6.1365851441931785
2019-11-15,6.3131874149719565,6.101710326020077
2019-12-01,6.402695676499886,6.094202385145508
2019-12-15,6.4962618639119585,6.087606205828446
2020-01-01,6.5818175869250295,6.0267679500726565
2020-01-15,6.447831521623699,6.020301015618259
2020-02-01,6.443843261296628,6.203185112129038
2020-02-15,6.435106453758529,6.202714364976352
