Date,Kisumu,Busia
2016-01-01,5.663050592336632,5.36207779532648
2016-01-15,5.658422997047921,5.28363414666162
2016-02-01,5.603264899627125,5.405565575822368
2016-02-15,5.658435682791919,5.385648973011552
2016-03-01,5.649614801044308,5.463674226384866
2016-03-15,5.6453157285155475,5.477292535162619
2016-04-01,5.644411917069104,5.460621755745066
2016-04-15,5.661726557228723,5.532574725528885
2016-05-01,5.662286980255242,5.50402977358301
2016-05-15,5.656204742720281,5.534768200374164
2016-06-01,5.802409186260294,5.637730380161156
2016-06-15,5.798528843119516,5.616097471738887
2016-07-01,5.795368494635372,5.6194157628448895
2016-07-15,5.792136561535243,5.634434821290053
2016-08-01,5.791749730263689,5.469654946532747
2016-08-15,5.790034499001399,5.456208999440352
2016-09-01,5.79116715685274,5.4980504777480865
2016-09-15,5.788058315131654,5.6144753223593185
2016-10-01,5.784959108361613,5.574993019280119
2016-10-15,5.779982896630039,5.571987744855858
2016-11-01,5.77430474846033,5.665746161968274
2016-11-15,5.768359647969329,5.61794312996396
2016-12-01,5.763139938819203,5.6592902186260625
2016-12-15,5.756721464185711,5.657481000326382
2017-01-01,5.747452117001923,5.732630316712065
2017-01-15,5.852975591899102,5.756137415357606
2017-02-01,5.852145456585041,5.714467684831294
2017-02-15,5.964318411082766,5.727483129399476
2017-03-01,6.070165435692222,5.869151850657754
2017-03-15,6.057741573514864,5.998561595793225
2017-04-01,6.045890772185865,5.959988615736292
2017-04-15,6.1341510512095425,6.002421144032829
2017-05-01,6.2214516905106825,6.0187784503382575
2017-05-15,6.219830190693429,6.03479995022846
2017-06-01,6.230121695754557,6.074183924777686
2017-06-15,6.234106630229812,5.659705617436055
2017-07-01,6.236415078500186,5.528147641817006
2017-07-15,6.0489982865163086,5.460618596056998
2017-08-01,5.938092164952554,5.439461623410591
2017-08-15,5.832822456095262,5.525192317310887
2017-09-01,5.838244418011139,5.5759271550088
2017-09-15,5.838868489147492,5.540051507507869
2017-10-01,5.789942314452403,5.377670905866268
2017-10-15,5.838103387324477,5.3681477670877875
2017-11-01,5.7086395710418545,5.2868257212315735
2017-11-15,5.705968095397696,5.198209393888956
2017-12-01,5.700392527317466,5.28116832756406
2017-12-15,5.690898990958889,5.241253311880692
2018-01-01,5.68728780791741,5.240375499687569
2018-01-15,5.595333601459176,5.223738293486406
2018-02-01,5.691082366106241,5.209250741378117
2018-02-15,5.6812723892289725,5.3214082808323
2018-03-01,5.7570714098044515,5.237904403694265
2018-03-15,5.67054198068604,5.161002682641719
2018-04-01,5.748978841888254,5.157121502388198
2018-04-15,5.670452751457429,5.17731166271308
2018-05-01,5.741984323720734,5.136990672738601
2018-05-15,5.575087141284258,5.163281848150364
2018-06-01,5.54308517019238,5.123095675022673
2018-06-15,5.516384814767096,5.136495948038006
2018-07-01,5.51754129358232,5.123953464458541
2018-07-15,5.521002374922609,4.710315988315033
2018-08-01,5.339466838321893,4.709989476606838
2018-08-15,5.330396879833921,4.674075600182032
2018-09-01,5.507666154635059,4.677959870541799
2018-09-15,5.44265043059901,4.630512510540956
2018-10-01,5.512297429154828,4.653049207349539
2018-10-15,5.513197636284299,4.897305151417043
2018-11-01,5.5107485676315795,4.981561429792054
2018-11-15,5.527413550334973,5.031693897681903
2018-12-01,5.4941026261324355,5.035434103522495
2018-12-15,5.5611286309050945,5.042843827799949
2019-01-01,5.65008736520297,5.111948931298989
2019-01-15,5.493305968234323,5.131306897043219
2019-02-01,5.437422675972245,5.145237330006572
2019-02-15,5.427966688336249,5.326166783174299
2019-03-01,5.422118501286266,5.281200919368427
2019-03-15,5.476715704823058,5.315883093287069
2019-04-01,5.476130764378098,5.49049406921397
2019-04-15,5.620836033319873,5.6431166006786
2019-05-01,5.878614745410771,5.591947821337684
2019-05-15,5.874398484848228,5.533806208512949
2019-06-01,5.872401062298474,5.562437848935936
2019-06-15,5.743380796726998,5.638344808155095
2019-07-01,5.841434452492073,
2019-07-15,5.930726323901292,
2019-08-01,5.864716772249512,
2019-08-15,,
2019-09-01,5.717985684444245,
2019-09-15,5.718253174917198,
2019-10-01,5.714671083395043,
2019-10-15,5.740418591141374,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,5.904179009916696,
2020-02-15,5.896530832160317,
