Date,Bujumbura,Kamembe
2016-01-01,,
2016-01-15,6.831711555865291,
2016-02-01,6.829314736948645,
2016-02-15,6.789606543342268,
2016-03-01,6.804777198418894,
2016-03-15,6.6416082522061375,
2016-04-01,6.659550398944849,
2016-04-15,6.626008735866095,
2016-05-01,6.6419894539775415,
2016-05-15,6.649500081062035,
2016-06-01,6.648599273855131,
2016-06-15,6.612940262058149,
2016-07-01,6.568359229397142,
2016-07-15,6.5908872152743605,
2016-08-01,6.58308978407871,
2016-08-15,6.562845757859206,
2016-09-01,6.598021512628579,
2016-09-15,6.565814479014084,
2016-10-01,6.6072390975471516,
2016-10-15,6.57633323386622,
2016-11-01,6.56434928469996,
2016-11-15,6.567516385585666,
2016-12-01,6.553897505127037,
2016-12-15,6.54101188514996,
2017-01-01,6.567262555187745,
2017-01-15,6.563238541335895,
2017-02-01,6.532216417257762,
2017-02-15,6.560165067690595,
2017-03-01,6.519092645376048,
2017-03-15,6.551059360118871,6.253961657448276
2017-04-01,6.588755294981189,6.256260569164049
2017-04-15,6.605776806720178,6.028757744299471
2017-05-01,6.583560273297957,6.035900224312573
2017-05-15,6.594301393318915,6.042149124237378
2017-06-01,6.58685742406695,5.912548332844893
2017-06-15,6.588814356727455,5.910030184163604
2017-07-01,6.589359020589508,5.8567096340591664
2017-07-15,6.586142958847989,5.8265208821570385
2017-08-01,6.579514759064343,5.850416372191885
2017-08-15,6.569733284672292,6.213751966719874
2017-09-01,6.556586103503144,6.343557628562012
2017-09-15,6.549713223468156,6.421793008564208
2017-10-01,6.604119515454373,6.332892258504377
2017-10-15,6.601299775586061,6.342027918242158
2017-11-01,6.602266781920763,6.02894453188407
2017-11-15,6.611578779786718,6.036645123684083
2017-12-01,6.609550046995242,6.157803968623679
2017-12-15,6.617689646198851,6.101489798198932
2018-01-01,6.625869143584258,6.040736731833174
2018-01-15,6.626653862364576,6.15669204232568
2018-02-01,6.6318103144186455,6.15137491065437
2018-02-15,6.632927414209401,6.07547460999588
2018-03-01,6.634048206486979,6.0187983293283125
2018-03-15,6.630406914208195,6.030237548928692
2018-04-01,6.626774874924381,5.958000440859244
2018-04-15,6.624352233894867,5.9913282258916665
2018-05-01,6.620303604451678,5.8557816710677155
2018-05-15,6.680884611753697,5.991665752061717
2018-06-01,6.689850951095116,5.985784853385141
2018-06-15,6.694717142562465,5.8673270045932275
2018-07-01,6.701662628872733,5.80584398493009
2018-07-15,6.705549419872702,5.741656787688915
2018-08-01,6.515340149394893,5.6895133643591445
2018-08-15,6.371479561986303,6.040922264041188
2018-09-01,6.407176191833273,6.01458158982066
2018-09-15,6.382394242556285,5.994320906492115
2018-10-01,6.42737863769142,5.715462431994093
2018-10-15,6.419946473580604,5.818640016130446
2018-11-01,6.509398202240473,6.316533601860256
2018-11-15,6.529703468401219,6.31920672423058
2018-12-01,6.530331411906939,6.32505006800594
2018-12-15,6.521976964677472,6.3234764769334815
2019-01-01,6.518046916719541,6.331334430262817
2019-01-15,6.521803788991553,6.167258379912178
2019-02-01,6.526846199265699,6.071033814026753
2019-02-15,6.520651218276904,5.98847421475149
2019-03-01,6.536400838625864,5.9215112981320805
2019-03-15,6.527266458375356,5.827942054429041
2019-04-01,6.515064879288084,5.955982246065133
2019-04-15,6.51281920235054,6.209730028395985
2019-05-01,6.518874025193815,6.158312673835638
2019-05-15,6.524892407686636,5.983882922825795
2019-06-01,6.517067355550041,5.98320838135396
2019-06-15,,5.853894515423259
2019-07-01,,
2019-07-15,,
2019-08-01,,
2019-08-15,6.476996392112063,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
