Date,Nakuru,Nairobi
2016-01-01,5.817918889704553,6.253532300921933
2016-01-15,5.952827783894579,6.253304538611959
2016-02-01,5.8149140715156005,6.260044436016196
2016-02-15,5.81330760318416,6.246970290885226
2016-03-01,5.804490381229515,6.237589453539799
2016-03-15,5.808257938442922,6.23413676277972
2016-04-01,5.809124384947471,6.09877443370307
2016-04-15,5.8149307154519505,6.131316193506427
2016-05-01,5.664759169400631,6.134762798646367
2016-05-15,5.655378637757975,6.127446251224562
2016-06-01,5.648495052856374,6.120152942198136
2016-06-15,5.740032636437907,6.113878588300459
2016-07-01,5.736872287953763,6.109681433087875
2016-07-15,5.792136561535243,6.107217608175139
2016-08-01,5.791749730263689,6.107350392399816
2016-08-15,5.790034499001399,6.28882214420791
2016-09-01,5.79116715685274,6.295723167605135
2016-09-15,5.733320098592375,6.292614325884049
2016-10-01,5.631754950138386,6.289515119114008
2016-10-15,5.624883450128195,6.266912176759117
2016-11-01,5.713323683938286,6.26162023913377
2016-11-15,5.743774172496715,6.273454597026335
2016-12-01,5.714778867125782,6.2679388547183335
2016-12-15,5.706784510899772,6.261223410655661
2017-01-01,5.695780106457602,6.251057492794427
2017-01-15,5.681887239771205,6.230233145309451
2017-02-01,5.718796031024982,6.224367702249815
2017-02-15,6.018177580755495,6.28477209158718
2017-03-01,6.070669087176049,6.317891007993051
2017-03-15,6.05672993964002,6.2991202759365
2017-04-01,5.991710855812071,6.308411055063845
2017-04-15,6.135999480571325,6.375445252063623
2017-05-01,6.1332110570663225,6.376084879394346
2017-05-15,6.139219946114761,6.532308658621877
2017-06-01,6.0484778753471,6.591699853506847
2017-06-15,6.051276038046907,6.582862258287834
2017-07-01,5.948733006048405,6.549287399780526
2017-07-15,6.050020259012001,6.568680282110603
2017-08-01,5.938092164952554,6.541947465824144
2017-08-15,5.952296109229553,6.575182723224684
2017-09-01,5.954056454859652,6.60223928890192
2017-09-15,5.838868489147492,6.452818628046244
2017-10-01,5.9547313924847165,6.457360249046529
2017-10-15,5.95588642298086,6.4264567850272565
2017-11-01,5.957042789115302,6.507873747494992
2017-11-15,6.063805154516606,6.455627486220984
2017-12-01,5.836471692020788,6.477722744858338
2017-12-15,6.048450743371156,6.44157001565702
2018-01-01,5.936332087663777,6.458906603918851
2018-01-15,5.9363307326786785,6.391696141330559
2018-02-01,5.879830221345724,6.314520086112383
2018-02-15,5.929388861474562,6.402750076415144
2018-03-01,5.926970446599849,6.337001217492534
2018-03-15,5.894831007497779,
2018-04-01,5.8002721362758045,
2018-04-15,5.80167979138275,
2018-05-01,5.7981215105407165,6.019775118693772
2018-05-15,5.800098106773262,6.020252119239107
2018-06-01,5.915149965809983,5.99124450939855
2018-06-15,5.921849922875261,6.1207007816204255
2018-07-01,5.9263453029559985,5.968766018839951
2018-07-15,5.923690474859021,5.821907780549079
2018-08-01,5.863944341745999,5.826505813490167
2018-08-15,5.800400509079656,5.853941276007686
2018-09-01,5.787819960666048,5.847703457420768
2018-09-15,5.65718560737662,5.824017987128114
2018-10-01,5.661178635711002,5.84972477568628
2018-10-15,5.66782598509604,5.853008774171027
2018-11-01,5.796331122201078,5.795069292380656
2018-11-15,5.648116296094692,5.79683785421319
2018-12-01,5.647768927166013,5.856860725024573
2018-12-15,5.6489308343495415,5.857475586242599
2019-01-01,5.648914721993819,5.839130022670002
2019-01-15,5.648898609378483,5.8445791434676355
2019-02-01,5.654876311508777,5.8616236951378795
2019-02-15,5.6514654163546005,5.890392835370073
2019-03-01,5.645262052600476,5.8703894503921665
2019-03-15,5.632775693106237,5.869841901477508
2019-04-01,5.630281444205356,5.887136052861878
2019-04-15,5.753828487639785,5.90094640924076
2019-05-01,6.076667374731454,5.876399905081218
2019-05-15,6.072849423572065,5.884326862045562
2019-06-01,6.1586963643158334,5.85675828522802
2019-06-15,6.101213747012686,5.743380796726998
2019-07-01,6.04022427061924,6.138752389225789
2019-07-15,6.065038661508886,6.421349240349763
2019-08-01,6.192074318500116,6.351704464092
2019-08-15,6.190513622706112,6.411891381764412
2019-09-01,5.882366632522318,6.306914227860388
2019-09-15,5.814204585907329,6.306206124427684
2019-10-01,5.810214935358393,6.3021720748200005
2019-10-15,5.809553913892397,6.3020303989901905
2019-11-01,5.669366989291664,6.308966718409259
2019-11-15,5.67381500905141,6.30824225140664
2019-12-01,5.672935144008969,6.224201737333471
2019-12-15,5.6727702922670815,6.103421273535147
2020-01-01,5.669971287485432,6.094600745182812
2020-01-15,5.723291611159681,6.094080940705022
2020-02-01,5.720196323172665,6.092705343597534
2020-02-15,5.428612709405602,6.089580991601313
