Date,Gulu,Masindi
2016-01-01,,6.465225239159982
2016-01-15,,6.455271570344619
2016-02-01,,6.458589092132568
2016-02-15,,6.492322866350689
2016-03-01,,6.679165800083002
2016-03-15,,6.679861549024396
2016-04-01,,6.676941645377108
2016-04-15,,6.702156046269875
2016-05-01,,6.7014573486616476
2016-05-15,,6.696148575961132
2016-06-01,,6.689633670863659
2016-06-15,,6.497408484717015
2016-07-01,,6.482272895773473
2016-07-15,,6.506644149537146
2016-08-01,,6.523361731526907
2016-08-15,,6.523105074728996
2016-09-01,,6.593452490785948
2016-09-15,,6.588568383098891
2016-10-01,,6.501129119006803
2016-10-15,,6.47904873424721
2016-11-01,,6.279218116108922
2016-11-15,,6.300161239991715
2016-12-01,,6.420259995524769
2016-12-15,,6.429318290751434
2017-01-01,,6.422438596006496
2017-01-15,,6.502437728059688
2017-02-01,,6.576508348170308
2017-02-15,6.63742557096418,6.569405482771316
2017-03-01,6.6359067418606585,6.5664279873774465
2017-03-15,6.633104990735414,6.597569785439308
2017-04-01,6.7202750991338664,6.590755438475138
2017-04-15,6.777820977917114,6.586698709388025
2017-05-01,6.849112839658562,6.578006596294953
2017-05-15,6.856444448949938,6.5860404154731125
2017-06-01,6.628769372175225,6.591907192610265
2017-06-15,6.530132932517029,6.451292870809253
2017-07-01,6.430361259800325,6.41053682201548
2017-07-15,6.278759872152746,6.527440987522891
2017-08-01,6.444196397275872,6.525614734516767
2017-08-15,6.445048115349538,6.592977142183737
2017-09-01,6.7012076907590705,6.586298810232551
2017-09-15,6.771612268352634,6.5810939443545005
2017-10-01,6.429339374104147,6.259280911242251
2017-10-15,6.601155528620824,6.247240634735078
2017-11-01,6.605574040149937,6.100754440444159
2017-11-15,6.425587134882059,6.096423615231827
2017-12-01,6.42168310788618,6.0930990441139725
2017-12-15,6.425310806505688,6.201628316886867
2018-01-01,6.413767803545446,6.191351789549613
2018-01-15,6.498138346786436,6.534912024138188
2018-02-01,6.498108877853377,6.534237601941882
2018-02-15,6.495055755443325,6.530562443900234
2018-03-01,6.488653272817931,6.487981003885049
2018-03-15,6.588220298977612,6.519704661279193
2018-04-01,6.5795568685102115,6.511175804934666
2018-04-15,6.577161376186345,6.510090070492864
2018-05-01,6.569248427879165,6.536089306104479
2018-05-15,6.568245077541285,5.804871219045459
2018-06-01,6.369104396452477,5.787024309583478
2018-06-15,6.118613031234162,6.012823423100325
2018-07-01,6.137446524289059,6.010643726556405
2018-07-15,6.151915194625549,5.866086690823091
2018-08-01,6.156908459543163,6.050321702162092
2018-08-15,6.14165259473878,6.0338106882295675
2018-09-01,6.347928282715931,6.022390027562991
2018-09-15,6.348919599603384,6.014703821464067
2018-10-01,6.349909934754797,6.020651435457276
2018-10-15,6.13052352383944,6.023490766989252
2018-11-01,6.135021518959832,6.27462060814678
2018-11-15,6.145259736017071,6.094844876120637
2018-12-01,6.148032634165344,6.042672118507518
2018-12-15,6.154407268815136,6.049863413063866
2019-01-01,6.152356520387329,6.194812862998959
2019-01-15,6.150301557746637,6.373813365371398
2019-02-01,6.382081004284449,6.382810133007966
2019-02-15,6.379122069505014,6.456353417441004
2019-03-01,6.368100043372883,6.368100043372883
2019-03-15,6.363496898890518,6.364233547174291
2019-04-01,6.533084483917533,6.469124069085033
2019-04-15,6.53006537426874,6.530685529327375
2019-05-01,6.6778210842283645,6.558233536804122
2019-05-15,6.681528201215808,6.790396932878082
2019-06-01,6.526819362738636,6.5634534959184165
2019-06-15,6.514317118592487,6.511285099155636
2019-07-01,,6.5223567013969665
2019-07-15,,
2019-08-01,6.475844267099233,6.544138814535459
2019-08-15,6.436542764043963,6.473830705681163
2019-09-01,6.624110394907356,6.624670775981141
2019-09-15,6.639283419377243,6.639834839297474
2019-10-01,6.635017531270527,6.6941109837239425
2019-10-15,6.597910685524423,6.536425601873741
2019-11-01,6.596293146573491,6.532366059267259
2019-11-15,6.624782415679608,6.531583465061057
2019-12-01,6.627221602518357,6.626113569163994
2019-12-15,6.537183057344531,6.690208244650055
2020-01-01,6.5939690076751125,6.685214353074378
2020-01-15,6.628322432060773,6.686768439199186
2020-02-01,6.686757195071878,6.714465483849453
2020-02-15,6.700915829884485,6.715172690509349
