Date,Kasese,Busia
2016-01-01,6.465979102746381,6.318462984402514
2016-01-15,6.3640641162465394,6.337440950762077
2016-02-01,6.455550730509163,6.316188099802063
2016-02-15,6.491592672816966,6.312043019468261
2016-03-01,6.512276094478314,6.3872553915217
2016-03-15,6.562793188691354,6.358921285335857
2016-04-01,6.56363709979081,6.336599528487916
2016-04-15,6.630871307801319,6.403138777787544
2016-05-01,6.664316212353267,6.135943578426915
2016-05-15,6.494985536439013,6.318066477928407
2016-06-01,6.4973427750168735,6.292744691025658
2016-06-15,6.4774332427395285,6.364133904030523
2016-07-01,6.483002024496989,6.233923744733619
2016-07-15,6.505223694752854,6.283766709015299
2016-08-01,6.5629303312726694,6.2642628327982495
2016-08-15,6.561512514144189,6.279482992071245
2016-09-01,6.555773996162218,6.318338482369976
2016-09-15,6.549849635989781,6.419610623769823
2016-10-01,6.542930340016441,6.4160879355427145
2016-10-15,6.5236865490992715,6.319295131018286
2016-11-01,6.533567448084982,6.168196797178696
2016-11-15,6.507800604769959,6.188487988431572
2016-12-01,6.462571193596491,6.261066817385763
2016-12-15,6.462358144829634,6.318982538170334
2017-01-01,6.462145141442885,6.34400489913866
2017-01-15,6.470067619684719,6.426697114685671
2017-02-01,,6.4436084680391446
2017-02-15,,6.5005031950970995
2017-03-01,6.493465281379583,6.536507788619762
2017-03-15,6.517169360001271,6.542105035181455
2017-04-01,6.441928821597718,6.573984859087074
2017-04-15,6.43695806696297,6.566451950177369
2017-05-01,6.431272514122744,6.626442213394548
2017-05-15,6.515723917055652,6.320739745217466
2017-06-01,6.52673237592274,6.2572799749626205
2017-06-15,6.48892797440099,6.1697472348898375
2017-07-01,6.491349319745419,6.304228302247334
2017-07-15,6.493243890620956,6.324607257103773
2017-08-01,6.488305752721292,6.366576585153397
2017-08-15,6.483447248284074,6.384156553993323
2017-09-01,6.478612234827176,6.391725383085202
2017-09-15,6.475733428696675,6.376299531708487
2017-10-01,6.510595339523157,6.340108240376205
2017-10-15,6.458426674196753,6.173066404506129
2017-11-01,6.404032818634217,6.055848936770209
2017-11-15,6.343174366847618,6.0010634591662155
2017-12-01,6.337221001813375,5.998788364642731
2017-12-15,6.249862128999495,6.138586130010234
2018-01-01,6.373673346343568,6.13140875358258
2018-01-15,6.3796861909980285,6.139071629404233
2018-02-01,6.199441379378957,5.902397921938062
2018-02-15,6.201716136854186,5.972560340355643
2018-03-01,,5.971310039734474
2018-03-15,,5.929703444569913
2018-04-01,,5.982053627561884
2018-04-15,,5.944566815426748
2018-05-01,6.213012947801603,6.015461771344169
2018-05-15,6.2602176904912215,5.970295975445936
2018-06-01,6.244142036553056,5.730182953450687
2018-06-15,6.216026998630689,5.732268964572776
2018-07-01,5.909090926113141,5.701268829493364
2018-07-15,5.866086690823091,5.735724872959848
2018-08-01,5.933305243775905,5.732889943539251
2018-08-15,5.78338317796689,5.756427367978361
2018-09-01,5.963328313071728,5.752279466640863
2018-09-15,5.986953908511165,5.835325298116617
2018-10-01,5.965710317425975,5.843348709775264
2018-10-15,6.023490766989252,5.717511210095894
2018-11-01,5.7762040996434525,5.6865081572831535
2018-11-15,5.980227556002278,5.760906013162644
2018-12-01,5.98551370466757,5.856639982317028
2018-12-15,5.8667251963633555,5.844419438849057
2019-01-01,5.858340626377746,5.912407847648022
2019-01-15,5.988757128894441,5.9005644168589795
2019-02-01,5.934151415658526,5.95560904299699
2019-02-15,5.934202644317961,6.019313963734245
2019-03-01,5.713946972747484,6.039841405289059
2019-03-15,5.8524256050581895,6.08777932027933
2019-04-01,5.846113975249317,6.103159078239208
2019-04-15,6.020066538478743,6.345259344147123
2019-05-01,5.956503026701722,6.316250169677425
2019-05-15,5.898169640935562,6.258334989814062
2019-06-01,6.220726728443676,6.12786287825786
2019-06-15,6.241169350421754,6.065788822982034
2019-07-01,,
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
