Date,Kigali,Mulindi
2016-01-01,6.60766588664732,6.569617819009791
2016-01-15,6.610654572924529,6.50562523792878
2016-02-01,6.527022138629751,6.4648259307598455
2016-02-15,6.442398033096756,6.366738470251616
2016-03-01,6.452704987440505,6.357318672267458
2016-03-15,6.4211218419049745,6.300594244635564
2016-04-01,6.3818572677861045,6.278478913332269
2016-04-15,6.41215791168947,6.453798468733787
2016-05-01,6.417968668847862,6.524424474867103
2016-05-15,6.395864436139286,6.5129395071643295
2016-06-01,6.4089058284778835,6.4077323489769
2016-06-15,6.4016191643122715,6.31503449951175
2016-07-01,6.378190424051511,6.3491209569008795
2016-07-15,6.356308915970608,6.300669826323784
2016-08-01,6.342013303231424,6.3525354561588125
2016-08-15,6.3408838873316,6.345718707386183
2016-09-01,6.330911713184831,6.417653366639447
2016-09-15,6.3556792310702805,6.4276473327449715
2016-10-01,6.439363167604508,6.43371343506239
2016-10-15,6.480043589115258,6.440849847951568
2016-11-01,6.474282247601098,6.4506712277613385
2016-11-15,6.47109870135023,6.327422859653935
2016-12-01,6.524600555311195,6.318002160215768
2016-12-15,6.5255426678105755,6.3223598590589045
2017-01-01,6.475499345730819,6.282798018061442
2017-01-15,6.4639965817871365,6.323144869517995
2017-02-01,6.451213162169567,6.2995639049086956
2017-02-15,6.443533324611391,6.292002087088234
2017-03-01,6.442376201211883,6.304604106173052
2017-03-15,6.436966041172141,6.3105279105676155
2017-04-01,6.440075778214787,6.314460248915133
2017-04-15,6.463288771472494,6.305578577319647
2017-05-01,6.442049560979761,6.289778099267678
2017-05-15,6.462544947443345,6.270815856207698
2017-06-01,6.403458646909942,6.274841269087849
2017-06-15,6.41471937139723,6.084477684526653
2017-07-01,6.475176050086961,6.070379167864003
2017-07-15,6.446638099291727,6.003089786461543
2017-08-01,6.459817760557138,5.982706299728344
2017-08-15,6.438948204351826,5.996583678595751
2017-09-01,6.430693375926778,6.003796407065341
2017-09-15,6.422478174743804,6.033991403170058
2017-10-01,6.414993285944068,6.047192347256588
2017-10-15,6.445740370001599,6.055343352107502
2017-11-01,6.451586290392824,6.066684859866918
2017-11-15,6.469509205980361,6.07396097887505
2017-12-01,6.474646642455611,6.081830324287008
2017-12-15,6.478276715555951,6.065341284082621
2018-01-01,6.478518161893035,5.854634452199313
2018-01-15,6.478694573112903,5.906175380341573
2018-02-01,6.457100498300085,5.862135448073135
2018-02-15,6.395930343785088,5.863045001954365
2018-03-01,6.335332305585795,5.894267897562766
2018-03-15,6.306490925556851,5.932652055287233
2018-04-01,6.18968824395645,5.9480501100060765
2018-04-15,6.2245899073714615,6.107226246852279
2018-05-01,6.211731714648499,6.106559186584045
2018-05-15,6.241209328100147,5.965857868105844
2018-06-01,6.117567405851823,6.003899360423918
2018-06-15,6.188758733831661,6.095560858984532
2018-07-01,6.066910390681981,5.86745995162506
2018-07-15,6.053190075962875,5.8249832226921185
2018-08-01,5.988006352915141,5.859684103370586
2018-08-15,5.990702507062162,5.8392306394449305
2018-09-01,6.048587957805855,5.828479310186799
2018-09-15,6.111864964969682,5.865998656947561
2018-10-01,6.117110741575557,6.022947131742054
2018-10-15,6.117882910983303,6.117882910983303
2018-11-01,6.114812486133453,6.104158632336177
2018-11-15,6.117133012052837,6.075747795889982
2018-12-01,6.10092178002919,6.078000995838175
2018-12-15,6.153694269392262,6.098951846184994
2019-01-01,6.190398089631717,6.094006243956651
2019-01-15,6.058201002373025,6.069454318059752
2019-02-01,6.124458980700333,6.0951313656058135
2019-02-15,6.17333983979022,6.137308228419308
2019-03-01,6.17692304328469,6.085184295847962
2019-03-15,6.1851219213777435,6.0809385688929325
2019-04-01,6.272019544272039,6.0951668767721845
2019-04-15,6.1696200310578195,6.107214464870389
2019-05-01,6.196981814994793,6.119951805963192
2019-05-15,6.199957793106037,6.197374924687783
2019-06-01,6.157305325363597,6.199490842288225
2019-06-15,6.156069595177607,6.2137274845786115
2019-07-01,6.198301556359853,6.205382227431731
2019-07-15,6.238822015055675,
2019-08-01,6.246327730506429,
2019-08-15,6.24697062490582,6.179920278168415
2019-09-01,6.205457075521442,6.202140322895448
2019-09-15,6.233701501018683,6.172727097812049
2019-10-01,6.214141559495124,6.193690949023833
2019-10-15,6.2057513020777195,6.159841600773642
2019-11-01,6.161263440769722,
2019-11-15,6.283678256888192,
2019-12-01,6.402695676499886,
2019-12-15,6.515501844392555,
2020-01-01,6.492717592138983,
2020-01-15,6.50794577195153,
2020-02-01,6.370257147920791,
2020-02-15,6.327826025278375,
