Date,Machakos,Nairobi
2016-01-01,7.203495633283781,6.976395953810355
2016-01-15,7.051440072562689,6.9644286955730585
2016-02-01,7.015992517815172,6.969037625026219
2016-02-15,6.9586365192124084,6.872958698013008
2016-03-01,6.949589746913631,6.891196321007663
2016-03-15,6.944983520439066,6.850134914610164
2016-04-01,6.847708817347679,6.849735160492912
2016-04-15,6.865036890513538,6.8645397490665605
2016-05-01,6.867249393766345,6.915992455889184
2016-05-15,6.860012380640688,6.955187404001223
2016-06-01,6.85577364531681,6.948831064537871
2016-06-15,6.943402849603698,6.944306600230055
2016-07-01,6.942049186344503,6.942049186344503
2016-07-15,6.938045564906418,6.946164689344923
2016-08-01,6.936089831272608,6.9462269934952445
2016-08-15,6.934130265248393,6.943163750346061
2016-09-01,6.9351365952064965,6.9450421241959
2016-09-15,6.932488370885018,6.941933282474813
2016-10-01,6.929833114845796,6.9386100362728955
2016-10-15,7.012008031304075,6.934382869273539
2016-11-01,7.005973144572913,6.927921658868566
2016-11-15,7.000503329261961,6.92254178779225
2016-12-01,6.906970837420569,6.916948244452567
2016-12-15,6.900615701018805,6.909702542280784
2017-01-01,6.891995627987074,6.912848604823
2017-01-15,6.86165474610844,6.879978348189089
2017-02-01,6.866175378769005,6.813519155821566
2017-02-15,6.8576485135248175,6.742404429030368
2017-03-01,6.857018578914012,6.7434696858768275
2017-03-15,6.846520602884505,6.7309748971348045
2017-04-01,6.834947252322877,6.937123713238327
2017-04-15,6.917465278108666,6.723580933077895
2017-05-01,6.913753919605064,6.862594086080313
2017-05-15,6.918917142641159,6.918917142641159
2017-06-01,6.988866158800316,6.734997450714313
2017-06-15,6.840473727891594,6.764585191897196
2017-07-01,6.842550882070501,6.839996602265405
2017-07-15,6.838570474197825,6.847582666910338
2017-08-01,6.737567502194116,6.7840875178290085
2017-08-15,6.88777101187092,6.826732031130862
2017-09-01,6.851544882626548,6.8919829141380236
2017-09-15,,6.754143476901811
2017-10-01,,6.737814618376857
2017-10-15,,6.736894959332139
2017-11-01,,6.736492478697291
2017-11-15,,6.7518580805548085
2017-12-01,,6.731676530817233
2017-12-15,,6.73286872857899
2018-01-01,,6.713360752204424
2018-01-15,6.448058883581744,6.716442261281928
2018-02-01,6.454081647763497,6.820726764022079
2018-02-15,6.44111094428759,6.8266658924364245
2018-03-01,6.438242399317682,6.795454701147532
2018-03-15,6.672984121029003,
2018-04-01,6.664216387777751,
2018-04-15,6.668310415578933,
2018-05-01,6.6603725917598355,6.65984862004232
2018-05-15,6.585838074161033,6.659054816764169
2018-06-01,6.2835597947718185,6.360634965102319
2018-06-15,6.248752708480322,6.365110227145485
2018-07-01,6.210688474142265,6.499832687846701
2018-07-15,6.139913583328657,6.438290944897186
2018-08-01,6.152607977393292,6.436750223139949
2018-08-15,6.199176629037024,6.429675613045191
2018-09-01,6.280856042868541,6.4219548838385405
2018-09-15,6.28329354413385,6.477993233832854
2018-10-01,6.360072958526515,6.493962453213951
2018-10-15,6.359539473654137,6.430157040868091
2018-11-01,6.35612704163298,6.423004324293556
2018-11-15,6.411615967657628,6.389637060938853
2018-12-01,6.339461562014965,6.448309439533206
2018-12-15,6.342078014909487,6.476152738164056
2019-01-01,6.474780445172006,6.4769465579129
2019-01-15,6.591918256902433,6.41964703596198
2019-02-01,6.59902086264247,6.4209079730420875
2019-02-15,6.649545581237234,6.508657350387003
2019-03-01,6.644014821801107,6.592006318184378
2019-03-15,6.634837166223737,6.553918725067488
2019-04-01,6.573631324193517,6.456960017389824
2019-04-15,6.718010507218355,6.460717296052026
2019-05-01,6.769814555291399,6.6746858472233495
2019-05-15,6.76508709974917,6.863783054289599
2019-06-01,6.809320131517678,6.8543383486645615
2019-06-15,6.921842013395526,6.921842013395526
2019-07-01,6.911256544077335,6.923450998784079
2019-07-15,6.900557822703477,6.918950045320755
2019-08-01,6.905179650127709,6.9755659902614235
2019-08-15,6.909780214499683,6.974806897716756
2019-09-01,6.8191653686176,6.921444217738019
2019-09-15,6.857713115249154,6.917661375862936
2019-10-01,6.987016774735873,6.779293171834601
2019-10-15,7.101499171687513,6.779838253727508
2019-11-01,7.046933534015064,6.845138358506392
2019-11-15,,6.8481759593307014
2019-12-01,,6.847103084076553
2019-12-15,,6.850003535551118
2020-01-01,,6.846391191969041
2020-01-15,,6.842472292560199
2020-02-01,,6.844251100331429
2020-02-15,,6.841224378842866
