Date,Ngozi,Ruhengeri
2016-01-01,6.102116937636919,
2016-01-15,6.028834720029062,5.813213621947789
2016-02-01,5.92122619419895,5.809899963020098
2016-02-15,5.930182834374392,5.565998630249903
2016-03-01,5.997301919080965,5.540403243665132
2016-03-15,6.080085279967258,5.612059180749546
2016-04-01,6.005313902082904,5.678922080859996
2016-04-15,5.933500328882645,5.685380660383976
2016-05-01,5.928901748804555,5.827045976287395
2016-05-15,5.832381726287005,5.605813449939738
2016-06-01,5.826894749932891,5.601585196201171
2016-06-15,5.993810719415189,5.494674294856354
2016-07-01,5.913976592287441,5.804549160761585
2016-07-15,5.749577396731779,5.896911203271378
2016-08-01,5.835119156857294,5.886068239536137
2016-08-15,5.908513281514768,5.969562627875629
2016-09-01,5.906778490054323,5.725988766039725
2016-09-15,5.91138181063483,5.793144301235133
2016-10-01,5.914724628175666,5.885365371973309
2016-10-15,6.0463516042297485,6.023036726185589
2016-11-01,6.1562859289462635,6.019248857314792
2016-11-15,6.143269121689526,6.017624374055705
2016-12-01,6.239638643431095,6.067536700489121
2016-12-15,6.275433053710585,6.068104917462647
2017-01-01,6.26880949077588,6.068674618106615
2017-01-15,6.233048551417795,5.993772259893822
2017-02-01,6.291324244122646,5.9128019702039545
2017-02-15,6.190009375416296,5.903901266889406
2017-03-01,6.080106540280961,5.959418756616188
2017-03-15,6.083595854626638,5.956394825763953
2017-04-01,6.278549747862325,5.952275649165432
2017-04-15,6.277044715576593,6.0308132434815676
2017-05-01,6.265595796077003,6.035900224312573
2017-05-15,6.281201403477482,6.044198305282314
2017-06-01,6.075748554299914,6.160727962320427
2017-06-15,6.077610732578963,6.1591854203209255
2017-07-01,5.89961513316127,5.76177159343919
2017-07-15,6.018392984072269,5.912575778920711
2017-08-01,5.95475143657423,5.909434098622017
2017-08-15,6.059859588631684,5.905307902819664
2017-09-01,6.149972230191106,5.89071926244637
2017-09-15,6.143099350156119,5.885046007533101
2017-10-01,6.229229698805655,6.059003508184932
2017-10-15,6.228869104423331,6.0613075844991755
2017-11-01,6.229294545621591,6.071677381470038
2017-11-15,6.319924866041962,6.085435287853515
2017-12-01,6.237235662910681,6.159666166554744
2017-12-15,6.243342928811339,6.158045356678502
2018-01-01,6.24830284061415,5.750956022724472
2018-01-15,6.254981189231674,5.903780169615617
2018-02-01,5.93648210791234,5.902458565057477
2018-02-15,5.93868912606712,5.891147034475059
2018-03-01,5.871986130189663,5.8858695278639335
2018-03-15,5.872393469021647,5.754875960864952
2018-04-01,5.801812236955429,5.862250120202743
2018-04-15,5.865792788148753,5.857796833267144
2018-05-01,5.719727094610259,5.850939046591927
2018-05-15,5.643382971643061,5.857831007394825
2018-06-01,5.5646538286159455,5.993283549476262
2018-06-15,5.567933976927659,5.937696004520118
2018-07-01,5.739145179503344,5.633588328070851
2018-07-15,5.883119626063513,5.528804922411252
2018-08-01,5.8892268125399205,5.709600122925881
2018-08-15,5.676875716929893,5.991774893223915
2018-09-01,5.767163274813551,5.878150919984036
2018-09-15,5.768670592030551,5.861096686347354
2018-10-01,5.917726034587793,5.866342462953229
2018-10-15,5.908180115972893,5.866568482702396
2018-11-01,5.968201480598183,5.864323480928714
2018-11-15,5.9068882957854605,5.868572647754504
2018-12-01,5.9068882957854605,5.900907683408751
2018-12-15,6.024504345490048,5.894875115457288
2019-01-01,6.018907569523006,5.62558865786655
2019-01-15,5.898069736281122,5.570762311305188
2019-02-01,5.901934983382253,5.716099514565805
2019-02-15,5.894725429555528,5.6993354778032455
2019-03-01,6.111845806410822,5.750670923712082
2019-03-15,6.105520464663055,5.705888549649206
2019-04-01,6.092602194811349,5.731178024565783
2019-04-15,6.090356517873804,5.726996139497009
2019-05-01,6.090018822849641,5.758209508868859
2019-05-15,6.15223723321203,5.801774790427058
2019-06-01,6.081504425209332,5.800886824560006
2019-06-15,5.994140488272787,5.828561575156329
2019-07-01,5.993078061798194,
2019-07-15,5.9889936469020695,
2019-08-01,5.98489248111995,5.907267333268679
2019-08-15,6.188880762315532,5.763262629627971
2019-09-01,6.229324184132877,5.80823603718836
2019-09-15,6.224975055420751,5.799037238218257
2019-10-01,6.222292891482121,5.757170050978357
2019-10-15,6.296980019745178,5.771015811669442
2019-11-01,6.372406304816314,5.732502770058035
2019-11-15,6.363647938984261,5.785674872420951
2019-12-01,6.357064639876909,5.818029138934011
2019-12-15,6.389081600412562,5.786700268917316
2020-01-01,6.340049102102762,5.75435806875749
2020-01-15,6.333582167648364,5.763321038796345
2020-02-01,6.278795714167296,5.675781063510792
2020-02-15,6.2274859072798545,5.614574181422755
