Date,Ruhengeri,Kabale
2016-01-01,,6.245093738315764
2016-01-15,6.059614035426265,6.244611863435965
2016-02-01,5.992221519814052,6.244129756240817
2016-02-15,5.972084278247667,6.290840811817658
2016-03-01,5.946184257635977,6.335510487932264
2016-03-15,6.16865479115421,
2016-04-01,6.3505274176451865,
2016-04-15,6.356295554316818,6.458665762001333
2016-05-01,6.380077795136465,6.4598407767644135
2016-05-15,6.249512355085702,6.492454347237289
2016-06-01,6.245788826595525,6.425919167733366
2016-06-15,6.107132564166157,6.354639508664222
2016-07-01,6.157332360888703,6.3423650638364535
2016-07-15,6.133770997056055,6.34441741631386
2016-08-01,6.173268809691479,6.291832386836424
2016-08-15,6.210808321208268,6.339535338035108
2016-09-01,6.257052652046707,6.382294700216961
2016-09-15,6.268420499885853,6.467965152994443
2016-10-01,6.331652474601729,6.414181357272133
2016-10-15,6.3194663693278175,6.302417093230934
2016-11-01,6.435318518671753,6.251481361137323
2016-11-15,6.439817401969142,6.207215127482271
2016-12-01,6.472322691423477,6.238087458923326
2016-12-15,6.472550137670066,6.300679198581584
2017-01-01,6.187817273279038,6.336743874901613
2017-01-15,6.208711954105321,6.381474639167245
2017-02-01,6.2291789679687435,6.422831340097386
2017-02-15,6.260458833047617,6.46664849389813
2017-03-01,6.259850333455934,6.455947855982674
2017-03-15,6.258051642699801,6.5211481450910345
2017-04-01,6.253402841152678,6.519273661151749
2017-04-15,6.384660785459621,6.533179527179248
2017-05-01,6.390108061736788,6.561115359539761
2017-05-15,6.395330794306281,6.439371961912164
2017-06-01,6.3969721376803355,6.316562773470521
2017-06-15,6.395356988088534,6.228681848131042
2017-07-01,6.047576051615705,6.2275476341741385
2017-07-15,6.164539768770413,6.2522058494301955
2017-08-01,6.160488584088879,6.296348883943665
2017-08-15,6.256489932812973,6.316891171599328
2017-09-01,6.248098183886897,6.333665642475285
2017-09-15,6.2412519083112645,6.353310013483789
2017-10-01,6.23363083040881,6.472511545969356
2017-10-15,6.2355023862255505,6.336188120751575
2017-11-01,6.244994375170911,6.198601772751202
2017-11-15,6.259788674998292,6.038294627353539
2017-12-01,6.158269843311817,6.035469931277337
2017-12-15,6.158045356678502,6.151894311212729
2018-01-01,6.040736731833174,6.191351789549613
2018-01-15,6.040304680308272,6.246154798373506
2018-02-01,6.011286117483688,5.97381503703652
2018-02-15,5.891147034475059,6.060041885203856
2018-03-01,5.8858695278639335,6.027215006431119
2018-03-15,5.829566853466542,6.0788112493633095
2018-04-01,5.997897915733644,6.223056765030007
2018-04-15,6.040925167031038,5.8852374373691445
2018-05-01,6.034473459811091,5.939870241677762
2018-05-15,6.039343175233221,5.938402611669982
2018-06-01,6.103328911862708,5.776184095030613
2018-06-15,5.8673270045932275,5.764174699686736
2018-07-01,5.753936125328072,
2018-07-15,5.7065654678776445,
2018-08-01,5.916706675330274,5.727256125820995
2018-08-15,5.992846130605414,5.71029759625086
2018-09-01,6.035329222014908,5.841110680347479
2018-09-15,6.021894233396215,5.834065058504329
2018-10-01,5.99956668309799,5.839586949853373
2018-10-15,6.000099875326919,5.84284145138766
2018-11-01,5.997390656910471,5.846090227107619
2018-11-15,6.050275201124174,5.63319648833073
2018-12-01,6.123328952279136,5.454885453605399
2018-12-15,6.123331405662144,5.928502556059598
2019-01-01,6.000480185945827,5.791989764353634
2019-01-15,5.868444467091552,5.8993816846099305
2019-02-01,5.952488292630035,5.870525719778315
2019-02-15,5.98628842153151,6.050212405285479
2019-03-01,5.975456961023795,6.091645816477923
2019-03-15,5.962419968657595,6.1388784210552405
2019-04-01,6.015043960556395,6.181882234368736
2019-04-15,6.064654850451594,6.345259344147123
2019-05-01,6.0535493513875585,6.346463948273922
2019-05-15,6.053942461080548,6.261581745912932
2019-06-01,6.0750159306070834,6.262089117465058
2019-06-15,5.933375583093265,6.276203483260201
2019-07-01,6.043318161974349,6.276877114966187
2019-07-15,6.142361748868113,
2019-08-01,6.005459359447893,6.278223018565633
2019-08-15,5.901329177417885,6.277290899884929
2019-09-01,5.886382290661799,6.320608783510682
2019-09-15,5.97516682476429,6.360570016908222
2019-10-01,5.883160292742626,6.357430065966747
2019-10-15,5.851819844084738,6.352150919458905
2019-11-01,5.8423984408812535,6.349066028814024
2019-11-15,6.146068853697659,6.351457298830538
2019-12-01,6.173184236902974,6.265630305801811
2019-12-15,6.404687478052265,6.294802905370001
2020-01-01,6.361402550264024,
2020-01-15,6.374581059884107,6.35071278246319
2020-02-01,6.1339126362517336,6.34966041382747
2020-02-15,6.078959818364267,6.350812651108987
