Date,Mulindi,Kabale
2016-01-01,6.150907484151605,6.245093738315764
2016-01-15,6.121995058423815,6.244611863435965
2016-02-01,6.1170602156771245,6.244129756240817
2016-02-15,6.067845518050618,6.290840811817658
2016-03-01,6.047620469251302,6.335510487932264
2016-03-15,6.044219076808827,
2016-04-01,6.037398679532242,
2016-04-15,6.086493204493299,6.458665762001333
2016-05-01,6.098340079556203,6.4598407767644135
2016-05-15,6.053082526414337,6.492454347237289
2016-06-01,6.0619013872912175,6.425919167733366
2016-06-15,6.038102176969498,6.354639508664222
2016-07-01,6.050592344391332,6.3423650638364535
2016-07-15,6.071315740003134,6.34441741631386
2016-08-01,6.066462394512732,6.291832386836424
2016-08-15,6.05481602023436,6.339535338035108
2016-09-01,6.063518644219073,6.382294700216961
2016-09-15,6.2852417543759955,6.467965152994443
2016-10-01,6.30139538940169,6.414181357272133
2016-10-15,6.297856884994962,6.302417093230934
2016-11-01,6.263490237593637,6.251481361137323
2016-11-15,6.267631224141392,6.207215127482271
2016-12-01,6.261333239759951,6.238087458923326
2016-12-15,6.256186273341235,6.300679198581584
2017-01-01,6.235571704574938,6.336743874901613
2017-01-15,6.22783468971367,6.381474639167245
2017-02-01,6.208062044527821,6.422831340097386
2017-02-15,6.1410310601783555,6.46664849389813
2017-03-01,6.154353587295888,6.455947855982674
2017-03-15,6.152237509433833,6.5211481450910345
2017-04-01,6.148768871707904,6.519273661151749
2017-04-15,6.1506475619085075,6.533179527179248
2017-05-01,6.163897853378675,6.561115359539761
2017-05-15,6.179008306954575,6.439371961912164
2017-06-01,6.168481706982094,6.316562773470521
2017-06-15,5.992423069182094,6.228681848131042
2017-07-01,5.9911711151091325,6.2275476341741385
2017-07-15,5.972718688585244,6.2522058494301955
2017-08-01,5.914101551669513,6.296348883943665
2017-08-15,5.902974179473444,6.316891171599328
2017-09-01,5.917356621974669,6.333665642475285
2017-09-15,6.017697763683958,6.353310013483789
2017-10-01,6.018059196986646,6.472511545969356
2017-10-15,6.023433832963062,6.336188120751575
2017-11-01,6.022687994269765,6.198601772751202
2017-11-15,6.018778121855658,6.038294627353539
2017-12-01,6.006677601907663,6.035469931277337
2017-12-15,5.988870920090783,6.151894311212729
2018-01-01,5.816019616071534,6.191351789549613
2018-01-15,5.829118640846597,6.246154798373506
2018-02-01,6.031488824801207,5.97381503703652
2018-02-15,6.061347230736669,6.060041885203856
2018-03-01,6.073198606388511,6.027215006431119
2018-03-15,6.054728568936988,6.0788112493633095
2018-04-01,6.1257312872435286,6.223056765030007
2018-04-15,6.110992729647756,5.8852374373691445
2018-05-01,6.177304906898411,5.939870241677762
2018-05-15,6.107796089903599,5.938402611669982
2018-06-01,5.907532656485393,5.776184095030613
2018-06-15,5.8414794117826725,5.764174699686736
2018-07-01,5.767504854534141,
2018-07-15,5.766181177551998,
2018-08-01,5.8121156864514765,5.727256125820995
2018-08-15,5.8010580659399,5.71029759625086
2018-09-01,5.768643518576133,5.841110680347479
2018-09-15,5.787177696524346,5.834065058504329
2018-10-01,5.80556426669128,5.839586949853373
2018-10-15,5.836566232398598,5.84284145138766
2018-11-01,5.899585492897094,5.846090227107619
2018-11-15,6.0198904644974585,5.63319648833073
2018-12-01,6.053509975829879,5.454885453605399
2018-12-15,6.03999168241704,5.928502556059598
2019-01-01,6.054547407216103,5.791989764353634
2019-01-15,5.926431724741902,5.8993816846099305
2019-02-01,6.04425569494536,5.870525719778315
2019-02-15,6.018584016222861,6.050212405285479
2019-03-01,6.022474167540506,6.091645816477923
2019-03-15,6.009842647209202,6.1388784210552405
2019-04-01,6.0488759929578295,6.181882234368736
2019-04-15,6.015024412402308,6.345259344147123
2019-05-01,6.030397839248848,6.346463948273922
2019-05-15,6.010214091253079,6.261581745912932
2019-06-01,6.018888976373797,6.262089117465058
2019-06-15,5.9794869350526705,6.276203483260201
2019-07-01,5.959979437109077,6.276877114966187
2019-07-15,,
2019-08-01,,6.278223018565633
2019-08-15,5.8990641707870335,6.277290899884929
2019-09-01,5.935280920583276,6.320608783510682
2019-09-15,5.914348084729251,6.360570016908222
2019-10-01,5.945441476578547,6.357430065966747
2019-10-15,5.935018787939712,6.352150919458905
2019-11-01,,6.349066028814024
2019-11-15,,6.351457298830538
2019-12-01,,6.265630305801811
2019-12-15,,6.294802905370001
2020-01-01,,
2020-01-15,,6.35071278246319
2020-02-01,,6.34966041382747
2020-02-15,,6.350812651108987
