Date,Busia,Eldoret
2016-01-01,6.318462984402514,6.538658906772202
2016-01-15,6.337440950762077,6.529172917320767
2016-02-01,6.316188099802063,6.51955563150128
2016-02-15,6.312043019468261,6.53488598090611
2016-03-01,6.3872553915217,6.53182892653774
2016-03-15,6.358921285335857,6.519937367131795
2016-04-01,6.336599528487916,6.530522031793268
2016-04-15,6.403138777787544,6.53609093223957
2016-05-01,6.135943578426915,6.493903835080293
2016-05-15,6.318066477928407,6.5050349898044715
2016-06-01,6.292744691025658,6.444225717881967
2016-06-15,6.364133904030523,6.461392527092208
2016-07-01,6.233923744733619,6.430019468513708
2016-07-15,6.283766709015299,6.395938641759339
2016-08-01,6.2642628327982495,6.331220952106643
2016-08-15,6.279482992071245,6.242796321812628
2016-09-01,6.318338482369976,6.146136100946372
2016-09-15,6.419610623769823,6.144022779466788
2016-10-01,6.4160879355427145,6.289086210679383
2016-10-15,6.319295131018286,6.285960371729812
2016-11-01,6.168196797178696,6.346366940428526
2016-11-15,6.188487988431572,6.3718946698395875
2016-12-01,6.261066817385763,6.424307650057613
2016-12-15,6.318982538170334,6.446280553346781
2017-01-01,6.34400489913866,6.583172424046684
2017-01-15,6.426697114685671,6.534502241436029
2017-02-01,6.4436084680391446,6.545929377058253
2017-02-15,6.5005031950970995,6.599941747504524
2017-03-01,6.536507788619762,6.571169687543891
2017-03-15,6.542105035181455,6.6261299782917
2017-04-01,6.573984859087074,6.632098548748255
2017-04-15,6.566451950177369,6.676841000277581
2017-05-01,6.626442213394548,6.681428444588674
2017-05-15,6.320739745217466,6.630670895280196
2017-06-01,6.2572799749626205,6.46740213682927
2017-06-15,6.1697472348898375,6.455382450293878
2017-07-01,6.304228302247334,6.447926613611896
2017-07-15,6.324607257103773,6.520406858837512
2017-08-01,6.366576585153397,6.514167901717069
2017-08-15,6.384156553993323,6.569427747474398
2017-09-01,6.391725383085202,6.577767760361235
2017-09-15,6.376299531708487,6.605398215641461
2017-10-01,6.340108240376205,6.53518460689575
2017-10-15,6.173066404506129,6.596665618023489
2017-11-01,6.055848936770209,6.532406934018864
2017-11-15,6.0010634591662155,6.601106452266625
2017-12-01,5.998788364642731,6.643719706087706
2017-12-15,6.138586130010234,6.66402319759621
2018-01-01,6.13140875358258,6.629479268223722
2018-01-15,6.139071629404233,6.730823608269944
2018-02-01,5.902397921938062,6.599317818520078
2018-02-15,5.972560340355643,6.558296429881377
2018-03-01,5.971310039734474,6.504285811634673
2018-03-15,5.929703444569913,6.444833311921062
2018-04-01,5.982053627561884,6.440809366563453
2018-04-15,5.944566815426748,6.388776086909848
2018-05-01,6.015461771344169,6.40041506732291
2018-05-15,5.970295975445936,6.415687052987334
2018-06-01,5.730182953450687,6.328011557342653
2018-06-15,5.732268964572776,6.2880350568149845
2018-07-01,5.701268829493364,6.290988416543908
2018-07-15,5.735724872959848,6.238801584480866
2018-08-01,5.732889943539251,6.20509314072808
2018-08-15,5.756427367978361,6.120670771124589
2018-09-01,5.752279466640863,6.122851793725292
2018-09-15,5.835325298116617,6.125927634220183
2018-10-01,5.843348709775264,6.1380033289192415
2018-10-15,5.717511210095894,6.138903536048712
2018-11-01,5.6865081572831535,6.09405092008637
2018-11-15,5.760906013162644,6.08326285547492
2018-12-01,5.856639982317028,6.115225711302146
2018-12-15,5.844419438849057,6.152775626974193
2019-01-01,5.912407847648022,6.173549572973473
2019-01-15,5.9005644168589795,6.235724197801051
2019-02-01,5.95560904299699,6.197432801761317
2019-02-15,6.019313963734245,6.20701450490747
2019-03-01,6.039841405289059,6.1679321464789885
2019-03-15,6.08777932027933,6.220403388132812
2019-04-01,6.103159078239208,6.2477810064259875
2019-04-15,6.345259344147123,6.299511181271283
2019-05-01,6.316250169677425,6.31744045261313
2019-05-15,6.258334989814062,6.34218235735565
2019-06-01,6.12786287825786,6.424066418786598
2019-06-15,6.065788822982034,6.412952498656401
2019-07-01,,6.478031235502504
2019-07-15,,6.539132276006147
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
