Date,Mbale,Busia
2016-01-01,5.380096300829159,5.36207779532648
2016-01-15,5.315108037028888,5.28363414666162
2016-02-01,5.24560092612969,5.405565575822368
2016-02-15,5.28347200357132,5.385648973011552
2016-03-01,5.291061483717872,5.463674226384866
2016-03-15,5.334696527843346,5.477292535162619
2016-04-01,,5.460621755745066
2016-04-15,,5.532574725528885
2016-05-01,,5.50402977358301
2016-05-15,5.492372641406479,5.534768200374164
2016-06-01,5.5871529054176285,5.637730380161156
2016-06-15,5.55801951760426,5.616097471738887
2016-07-01,5.518558680276081,5.6194157628448895
2016-07-15,5.458544154826388,5.634434821290053
2016-08-01,5.426834949349819,5.469654946532747
2016-08-15,5.404544618028637,5.456208999440352
2016-09-01,5.454821743197266,5.4980504777480865
2016-09-15,5.529090150862232,5.6144753223593185
2016-10-01,5.532587026491551,5.574993019280119
2016-10-15,5.554161960903257,5.571987744855858
2016-11-01,5.6617284787816615,5.665746161968274
2016-11-15,5.73312151298501,5.61794312996396
2016-12-01,5.757206829097955,5.6592902186260625
2016-12-15,5.732843320098814,5.657481000326382
2017-01-01,5.704078414783624,5.732630316712065
2017-01-15,5.685238653062714,5.756137415357606
2017-02-01,5.687940930497865,5.714467684831294
2017-02-15,5.722318971851242,5.727483129399476
2017-03-01,5.874231226657774,5.869151850657754
2017-03-15,5.999119475863482,5.998561595793225
2017-04-01,5.996356259907167,5.959988615736292
2017-04-15,5.991297558814167,6.002421144032829
2017-05-01,5.983435180334269,6.0187784503382575
2017-05-15,6.022404210803276,6.03479995022846
2017-06-01,5.938288464858283,6.074183924777686
2017-06-15,5.629472606775861,5.659705617436055
2017-07-01,5.373399411927151,5.528147641817006
2017-07-15,5.372561740665815,5.460618596056998
2017-08-01,5.368581761113166,5.439461623410591
2017-08-15,5.526976439104388,5.525192317310887
2017-09-01,5.567445339952891,5.5759271550088
2017-09-15,5.467556005469715,5.540051507507869
2017-10-01,5.294200015198664,5.377670905866268
2017-10-15,5.399799209635835,5.3681477670877875
2017-11-01,5.221686419060612,5.2868257212315735
2017-11-15,5.151747804826485,5.198209393888956
2017-12-01,5.147636934939538,5.28116832756406
2017-12-15,5.1529607047350146,5.241253311880692
2018-01-01,5.138928883350879,5.240375499687569
2018-01-15,5.149262200584922,5.223738293486406
2018-02-01,5.149232731651864,5.209250741378117
2018-02-15,5.144268082780344,5.3214082808323
2018-03-01,5.139302426889725,5.237904403694265
2018-03-15,5.132759470328324,5.161002682641719
2018-04-01,5.126191201696839,5.157121502388198
2018-04-15,5.123795709372973,5.17731166271308
2018-05-01,5.039616508713424,5.136990672738601
2018-05-15,5.106418986255821,5.163281848150364
2018-06-01,5.088471710456624,5.123095675022673
2018-06-15,5.072644476051474,5.136495948038006
2018-07-01,5.067713746135665,5.123953464458541
2018-07-15,4.852632210495289,4.710315988315033
2018-08-01,4.576458083982315,4.709989476606838
2018-08-15,4.603064564538843,4.674075600182032
2018-09-01,4.637137876021543,4.677959870541799
2018-09-15,4.630512510540956,4.630512510540956
2018-10-01,4.562665145881269,4.653049207349539
2018-10-15,4.74422916271955,4.897305151417043
2018-11-01,4.752465479950549,4.981561429792054
2018-11-15,4.943140500340458,5.031693897681903
2018-12-01,4.944059829839408,5.035434103522495
2018-12-15,4.949208222765956,5.042843827799949
2019-01-01,5.127453117834954,5.111948931298989
2019-01-15,5.131306897043219,5.131306897043219
2019-02-01,5.135136234020068,5.145237330006572
2019-02-15,5.279048860197229,5.326166783174299
2019-03-01,5.289896626335981,5.281200919368427
2019-03-15,5.286030130137388,5.315883093287069
2019-04-01,5.27784012457078,5.49049406921397
2019-04-15,5.61253317730652,5.6431166006786
2019-05-01,5.609203151428446,5.591947821337684
2019-05-15,5.6081538451375605,5.533806208512949
2019-06-01,,5.562437848935936
2019-06-15,,5.638344808155095
2019-07-01,,
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
