Date,Kasese,Busia
2016-01-01,6.508758487035613,5.442819559302515
2016-01-15,6.539900972981392,5.368390731264161
2016-02-01,6.41637566104603,5.367908856384362
2016-02-15,6.270091307803748,5.351975757904964
2016-03-01,6.2438751272113935,5.328980718580166
2016-03-15,6.24103450985885,5.402413493497336
2016-04-01,6.23443811228408,5.499568265555266
2016-04-15,6.259702368792369,5.533521247132916
2016-05-01,6.259461232390936,5.554348883772717
2016-05-15,6.19336299942745,5.624919297368462
2016-06-01,6.198802832593043,5.654594186213162
2016-06-15,6.196332546877046,5.655251409158446
2016-07-01,6.1826058443495855,5.74055434548759
2016-07-15,6.182094873305326,5.7112072009785875
2016-08-01,6.17864404255835,5.7638030947339844
2016-08-15,6.1752025491778495,5.612515317093071
2016-09-01,6.169816863283081,5.566786906099898
2016-09-15,6.163931282404215,5.697072309837952
2016-10-01,6.158550100342805,5.700987244766897
2016-10-15,6.137140924237273,5.688592229992797
2016-11-01,6.1164181836843134,5.697319423884363
2016-11-15,6.194143045914918,5.636170643723225
2016-12-01,6.1881343478947315,5.6194313433579515
2016-12-15,6.187921299127874,5.629948896936181
2017-01-01,6.187708295741125,5.714692616025398
2017-01-15,6.19883111392946,5.80807891460058
2017-02-01,,5.76549916484374
2017-02-15,,5.752193689028138
2017-03-01,6.2314759892196685,5.76315459508666
2017-03-15,6.200955643093525,5.861196332657981
2017-04-01,6.09914651097741,5.928837110631458
2017-04-15,6.13484572968216,6.079054370053745
2017-05-01,6.103526461190315,6.083893311057493
2017-05-15,6.215155640961727,5.980881500846523
2017-06-01,6.225378646200745,6.01459182757544
2017-06-15,6.226016364544902,5.688290027834117
2017-07-01,6.228437709889332,5.474777111293995
2017-07-15,6.229377816873995,5.462532472239282
2017-08-01,6.22409046109107,5.416722136441101
2017-08-15,6.22066563825476,5.477651372541887
2017-09-01,,5.480279080286579
2017-09-15,6.213780602210712,5.433135781583236
2017-10-01,6.280316604863661,5.450898467104721
2017-10-15,6.246378937137598,5.44403246461266
2017-11-01,6.199506340881629,5.411591328899088
2017-11-15,6.151358447078277,5.281738231253175
2017-12-01,6.0930990441139725,5.235077220363793
2017-12-15,6.039056534663201,5.241253311880692
2018-01-01,5.763362171362772,5.357897063254608
2018-01-15,5.842409381144868,5.3907923781495715
2018-02-01,5.8423799122118085,5.347322780520523
2018-02-15,5.807282233814959,5.258887923850967
2018-03-01,,5.254202785427384
2018-03-15,,5.186003984847137
2018-04-01,,5.136607962555095
2018-04-15,,5.285397988508652
2018-05-01,5.61053185190278,5.2114667656400835
2018-05-15,5.563709162228571,5.197853192215453
2018-06-01,5.636013349760887,4.985817556396541
2018-06-15,5.524629599794531,5.09438446268788
2018-07-01,5.383910988895467,5.025513391645289
2018-07-15,5.453186604227408,5.041170232632022
2018-08-01,5.176079206531437,4.888397134079656
2018-08-15,5.628345580121404,4.916389067603962
2018-09-01,5.693190550270857,4.9122411662664645
2018-09-15,5.7981176706960165,4.785862950560118
2018-10-01,5.902868399800893,4.85034721833305
2018-10-15,5.77411707231741,4.9101258398461045
2018-11-01,5.491199404962388,5.09637269505928
2018-11-15,5.8569590430692235,5.065030317949494
2018-12-01,5.860350561713563,4.9922619316572865
2018-12-15,5.724754935092968,5.020243995882708
2019-01-01,5.858340626377746,5.177463538409615
2019-01-15,5.957985470227687,5.228470645496867
2019-02-01,5.978801689396265,5.28346871561634
2019-02-15,5.96338541107502,5.367156127707497
2019-03-01,5.920523449914592,5.281200919368427
2019-03-15,6.033927825468742,5.315883093287069
2019-04-01,6.028024938730174,5.353189561812566
2019-04-15,6.074351221965816,5.587374617670365
2019-05-01,6.014149721801372,5.789448942038557
2019-05-15,6.071123447725916,5.629726330391688
2019-06-01,6.215646277211257,5.520799860898352
2019-06-15,6.096919741577207,5.546362418443445
2019-07-01,,
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
