Date,Kasese,Masindi
2016-01-01,6.508758487035613,
2016-01-15,6.539900972981392,
2016-02-01,6.41637566104603,
2016-02-15,6.270091307803748,
2016-03-01,6.2438751272113935,
2016-03-15,6.24103450985885,5.749321675046353
2016-04-01,6.23443811228408,5.744222189877199
2016-04-15,6.259702368792369,5.768514838364622
2016-05-01,6.259461232390936,5.767067917751043
2016-05-15,6.19336299942745,5.7556450336796825
2016-06-01,6.198802832593043,5.76003831041583
2016-06-15,6.196332546877046,5.75827196051943
2016-07-01,6.1826058443495855,5.745138005155248
2016-07-15,6.182094873305326,5.746732172140972
2016-08-01,6.17864404255835,5.742253776773199
2016-08-15,6.1752025491778495,5.742379355806811
2016-09-01,6.169816863283081,6.0443917344748135
2016-09-15,6.163931282404215,6.0388009473109765
2016-10-01,6.158550100342805,6.03042545473073
2016-10-15,6.137140924237273,6.012178564337852
2016-11-01,6.1164181836843134,5.9908120879316105
2016-11-15,6.194143045914918,5.957754267850688
2016-12-01,6.1881343478947315,5.9505543844603475
2016-12-15,6.187921299127874,5.959831323878339
2017-01-01,6.187708295741125,5.953697640081862
2017-01-15,6.19883111392946,6.048198643118658
2017-02-01,,6.134535205606046
2017-02-15,,6.127784079959406
2017-03-01,6.2314759892196685,6.124489577113207
2017-03-15,6.200955643093525,6.121292687066978
2017-04-01,6.09914651097741,6.1151308672858455
2017-04-15,6.13484572968216,6.354883688438217
2017-05-01,6.103526461190315,6.3454359953062385
2017-05-15,6.215155640961727,6.354372984576003
2017-06-01,6.225378646200745,6.226266351540886
2017-06-15,6.226016364544902,6.124503715111705
2017-07-01,6.228437709889332,6.122483898456167
2017-07-15,6.229377816873995,6.322586646191995
2017-08-01,6.22409046109107,6.3185081821123745
2017-08-15,6.22066563825476,6.317699905974179
2017-09-01,,6.310436724590128
2017-09-15,6.213780602210712,6.3089287205934035
2017-10-01,6.280316604863661,6.159197452685268
2017-10-15,6.246378937137598,6.09294639019578
2017-11-01,6.199506340881629,6.096754435110813
2017-11-15,6.151358447078277,6.096423615231827
2017-12-01,6.0930990441139725,6.0930990441139725
2017-12-15,6.039056534663201,5.694091677996334
2018-01-01,5.763362171362772,5.680526165783623
2018-01-15,5.842409381144868,5.842409381144868
2018-02-01,5.8423799122118085,5.839799265618317
2018-02-15,5.807282233814959,5.839995909933781
2018-03-01,,5.900059830945873
2018-03-15,,5.896287447650069
2018-04-01,,5.57770024830641
2018-04-15,,5.575304755982544
2018-05-01,5.61053185190278,5.566226000180676
2018-05-15,5.563709162228571,5.563709162228571
2018-06-01,5.636013349760887,5.5458622527665895
2018-06-15,5.524629599794531,5.524629599794531
2018-07-01,5.383910988895467,5.6625158431961315
2018-07-15,5.453186604227408,5.5559317625192515
2018-08-01,5.176079206531437,5.558402786077907
2018-08-15,5.628345580121404,5.5407693909168145
2018-09-01,5.693190550270857,5.533225900578179
2018-09-15,5.7981176706960165,5.832803228683907
2018-10-01,5.902868399800893,5.839586949853373
2018-10-15,5.77411707231741,5.84284145138766
2018-11-01,5.491199404962388,5.848587107306206
2018-11-15,5.8569590430692235,5.8569590430692235
2018-12-01,5.860350561713563,5.349524937947573
2018-12-15,5.724754935092968,5.356716232503921
2019-01-01,5.858340626377746,5.347515002611756
2019-01-15,5.957985470227687,5.3544504483574284
2019-02-01,5.978801689396265,5.361320841910057
2019-02-15,5.96338541107502,5.560130248617659
2019-03-01,5.920523449914592,5.547922489204874
2019-03-15,6.033927825468742,5.544055993006281
2019-04-01,6.028024938730174,5.533492954450284
2019-04-15,6.074351221965816,5.528341086086172
2019-05-01,6.014149721801372,5.519785375089453
2019-05-15,6.071123447725916,5.688915201782019
2019-06-01,6.215646277211257,5.6922920157620975
2019-06-15,6.096919741577207,5.705720210627866
2019-07-01,,5.658828887316167
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,,5.445595523276932
2019-09-15,,5.446463486848908
2019-10-01,,5.441869527626314
2019-10-15,,5.436593056800403
2019-11-01,,5.434975517849471
2019-11-15,,5.436627487596057
2019-12-01,,5.480981264860992
2019-12-15,,5.48762048209678
2020-01-01,,5.613902240403721
2020-01-15,,5.615892905502677
2020-02-01,,5.435553883768156
2020-02-15,,5.435249456553208
