Date,Kabale,Mulindi
2016-01-01,,
2016-01-15,,6.623816987368594
2016-02-01,6.072279499314158,6.375380870407919
2016-02-15,6.067697260503449,6.395582661925492
2016-03-01,6.052711818346197,6.312790768530866
2016-03-15,,6.3395770931327124
2016-04-01,,6.393959069372675
2016-04-15,6.006359077614527,6.496672736564449
2016-05-01,6.024352513018453,6.515943858668682
2016-05-15,6.064285957152308,6.532575481681189
2016-06-01,6.066660349312275,6.412807511148947
2016-06-15,6.069029117085975,6.358038412257518
2016-07-01,6.054682991384673,6.376198788260731
2016-07-15,6.057291672110086,6.335908371670117
2016-08-01,6.177661241496442,6.339569310161545
2016-08-15,6.177163334119791,6.324596882356901
2016-09-01,5.9015906574466666,6.351332843248307
2016-09-15,5.897671645539842,6.327297349666155
2016-10-01,6.023680066591198,6.379134594111146
2016-10-15,6.075009143130266,6.4331060570546645
2016-11-01,6.174484605077709,6.4506712277613385
2016-11-15,6.243649029728372,6.4351335526567155
2016-12-01,6.286515678381184,6.428935702688823
2016-12-15,6.340593980701529,6.440055055987136
2017-01-01,6.337553263857171,6.3477740464441625
2017-01-15,6.46359099156879,6.332505312277558
2017-02-01,6.441080021685786,6.329323344560529
2017-02-15,6.456051432526265,6.308583596092629
2017-03-01,6.4534669048607585,6.319344481676011
2017-03-15,6.485442095386898,6.319012342489488
2017-04-01,6.481520610117915,6.312535320505549
2017-04-15,6.496402150654273,6.313735546221616
2017-05-01,6.507661339637742,6.318435605012585
2017-05-15,6.439371961912164,6.313545454818374
2017-06-01,6.446388484045408,6.308974275457308
2017-06-15,6.452357644645433,6.160559990984092
2017-07-01,6.450869264021452,6.1998944908336355
2017-07-15,6.367671386946217,6.264796372510063
2017-08-01,6.270711842117877,6.30036920439206
2017-08-15,6.221904564035328,6.285594654897586
2017-09-01,6.310436724590128,6.2879344710823935
2017-09-15,6.262485880339603,6.290901816955086
2017-10-01,6.422139918961293,6.177003958778578
2017-10-15,6.418592104610791,6.181180714970672
2017-11-01,6.201764187855715,6.191671339981492
2017-11-15,6.249502828118477,6.189008492937245
2017-12-01,6.247535397418392,6.202458312075622
2017-12-15,6.249862128999495,6.190143481355032
2018-01-01,6.085991273891787,6.119327006426396
2018-01-15,6.094010137273113,6.200414853339512
2018-02-01,6.094982170677143,6.197894926289263
2018-02-15,6.116338155702188,6.209381683546492
2018-03-01,6.09620787791807,6.261165205568051
2018-03-15,6.0788112493633095,6.251726840146876
2018-04-01,6.174703568313453,6.276554176978112
2018-04-15,6.172308075989587,6.262454512990708
2018-05-01,6.164398515114918,6.266066065611828
2018-05-15,6.161546162984192,6.292006221385421
2018-06-01,5.980069829740408,6.278293966585238
2018-06-15,5.884794948673032,6.267512912623245
2018-07-01,5.774541030599691,6.269667727862918
2018-07-15,5.649097005083259,6.30853676777172
2018-08-01,5.647919383584474,6.2740742200123805
2018-08-15,5.628345580121404,6.293822735477729
2018-09-01,5.435020376845396,6.2703120624658375
2018-09-15,5.521269940409946,6.2558576988395735
2018-10-01,5.529888746837217,6.242723676508359
2018-10-15,5.530633836766078,6.2352401429287605
2018-11-01,5.665766672976337,6.262335138382298
2018-11-15,5.754070716556787,6.2640874250095
2018-12-01,5.7913576902266115,6.279953860172746
2018-12-15,5.8667251963633555,6.27830750856557
2019-01-01,5.859574432826674,6.2675259503528515
2019-01-15,5.864459412216863,6.2254924757613415
2019-02-01,5.870525719778315,6.25267763443421
2019-02-15,5.934202644317961,6.256031555635333
2019-03-01,5.921674860519634,6.234280205013596
2019-03-15,5.8524256050581895,6.223254791073187
2019-04-01,5.841175693608735,6.235890820183534
2019-04-15,5.933806194194336,6.230872464969794
2019-05-01,6.012072877856533,6.237527909389142
2019-05-15,6.014656836058145,6.239575279178159
2019-06-01,6.017236747212243,6.26284535812091
2019-06-15,6.027516276777158,6.268241393666204
2019-07-01,6.029588666448613,6.251275849633234
2019-07-15,,
2019-08-01,6.033720605727233,
2019-08-15,6.031416811441848,6.198580700885817
2019-09-01,6.033179779515269,6.1887621969492725
2019-09-15,6.0322279063702595,6.1820294904743625
2019-10-01,6.029250595280933,6.192036688927806
2019-10-15,5.840836417658244,6.183059890875649
2019-11-01,5.839218878707314,
2019-11-15,5.839656540906341,
2019-12-01,5.837656208799724,
2019-12-15,5.842217143333874,
2020-01-01,5.869442146111687,
2020-01-15,5.871924323661721,
2020-02-01,5.696518567881224,
2020-02-15,5.696214140666276,
