Date,Kabale,Ruhengeri
2016-01-01,6.245093738315764,
2016-01-15,6.244611863435965,6.059614035426265
2016-02-01,6.244129756240817,5.992221519814052
2016-02-15,6.290840811817658,5.972084278247667
2016-03-01,6.335510487932264,5.946184257635977
2016-03-15,,6.16865479115421
2016-04-01,,6.3505274176451865
2016-04-15,6.458665762001333,6.356295554316818
2016-05-01,6.4598407767644135,6.380077795136465
2016-05-15,6.492454347237289,6.249512355085702
2016-06-01,6.425919167733366,6.245788826595525
2016-06-15,6.354639508664222,6.107132564166157
2016-07-01,6.3423650638364535,6.157332360888703
2016-07-15,6.34441741631386,6.133770997056055
2016-08-01,6.291832386836424,6.173268809691479
2016-08-15,6.339535338035108,6.210808321208268
2016-09-01,6.382294700216961,6.257052652046707
2016-09-15,6.467965152994443,6.268420499885853
2016-10-01,6.414181357272133,6.331652474601729
2016-10-15,6.302417093230934,6.3194663693278175
2016-11-01,6.251481361137323,6.435318518671753
2016-11-15,6.207215127482271,6.439817401969142
2016-12-01,6.238087458923326,6.472322691423477
2016-12-15,6.300679198581584,6.472550137670066
2017-01-01,6.336743874901613,6.187817273279038
2017-01-15,6.381474639167245,6.208711954105321
2017-02-01,6.422831340097386,6.2291789679687435
2017-02-15,6.46664849389813,6.260458833047617
2017-03-01,6.455947855982674,6.259850333455934
2017-03-15,6.5211481450910345,6.258051642699801
2017-04-01,6.519273661151749,6.253402841152678
2017-04-15,6.533179527179248,6.384660785459621
2017-05-01,6.561115359539761,6.390108061736788
2017-05-15,6.439371961912164,6.395330794306281
2017-06-01,6.316562773470521,6.3969721376803355
2017-06-15,6.228681848131042,6.395356988088534
2017-07-01,6.2275476341741385,6.047576051615705
2017-07-15,6.2522058494301955,6.164539768770413
2017-08-01,6.296348883943665,6.160488584088879
2017-08-15,6.316891171599328,6.256489932812973
2017-09-01,6.333665642475285,6.248098183886897
2017-09-15,6.353310013483789,6.2412519083112645
2017-10-01,6.472511545969356,6.23363083040881
2017-10-15,6.336188120751575,6.2355023862255505
2017-11-01,6.198601772751202,6.244994375170911
2017-11-15,6.038294627353539,6.259788674998292
2017-12-01,6.035469931277337,6.158269843311817
2017-12-15,6.151894311212729,6.158045356678502
2018-01-01,6.191351789549613,6.040736731833174
2018-01-15,6.246154798373506,6.040304680308272
2018-02-01,5.97381503703652,6.011286117483688
2018-02-15,6.060041885203856,5.891147034475059
2018-03-01,6.027215006431119,5.8858695278639335
2018-03-15,6.0788112493633095,5.829566853466542
2018-04-01,6.223056765030007,5.997897915733644
2018-04-15,5.8852374373691445,6.040925167031038
2018-05-01,5.939870241677762,6.034473459811091
2018-05-15,5.938402611669982,6.039343175233221
2018-06-01,5.776184095030613,6.103328911862708
2018-06-15,5.764174699686736,5.8673270045932275
2018-07-01,,5.753936125328072
2018-07-15,,5.7065654678776445
2018-08-01,5.727256125820995,5.916706675330274
2018-08-15,5.71029759625086,5.992846130605414
2018-09-01,5.841110680347479,6.035329222014908
2018-09-15,5.834065058504329,6.021894233396215
2018-10-01,5.839586949853373,5.99956668309799
2018-10-15,5.84284145138766,6.000099875326919
2018-11-01,5.846090227107619,5.997390656910471
2018-11-15,5.63319648833073,6.050275201124174
2018-12-01,5.454885453605399,6.123328952279136
2018-12-15,5.928502556059598,6.123331405662144
2019-01-01,5.791989764353634,6.000480185945827
2019-01-15,5.8993816846099305,5.868444467091552
2019-02-01,5.870525719778315,5.952488292630035
2019-02-15,6.050212405285479,5.98628842153151
2019-03-01,6.091645816477923,5.975456961023795
2019-03-15,6.1388784210552405,5.962419968657595
2019-04-01,6.181882234368736,6.015043960556395
2019-04-15,6.345259344147123,6.064654850451594
2019-05-01,6.346463948273922,6.0535493513875585
2019-05-15,6.261581745912932,6.053942461080548
2019-06-01,6.262089117465058,6.0750159306070834
2019-06-15,6.276203483260201,5.933375583093265
2019-07-01,6.276877114966187,6.043318161974349
2019-07-15,,6.142361748868113
2019-08-01,6.278223018565633,6.005459359447893
2019-08-15,6.277290899884929,5.901329177417885
2019-09-01,6.320608783510682,5.886382290661799
2019-09-15,6.360570016908222,5.97516682476429
2019-10-01,6.357430065966747,5.883160292742626
2019-10-15,6.352150919458905,5.851819844084738
2019-11-01,6.349066028814024,5.8423984408812535
2019-11-15,6.351457298830538,6.146068853697659
2019-12-01,6.265630305801811,6.173184236902974
2019-12-15,6.294802905370001,6.404687478052265
2020-01-01,,6.361402550264024
2020-01-15,6.35071278246319,6.374581059884107
2020-02-01,6.34966041382747,6.1339126362517336
2020-02-15,6.350812651108987,6.078959818364267
