Date,Bujumbura,Ngozi
2016-01-01,,6.796363623530281
2016-01-15,6.724345967883887,6.642580013187319
2016-02-01,6.72111633361112,6.676314652460078
2016-02-15,6.713649690084677,6.705876855733924
2016-03-01,6.778373024222383,6.684344074574107
2016-03-15,6.8223937510694235,6.698696094415852
2016-04-01,6.840010335592104,6.686463338246203
2016-04-15,6.8505570508363824,6.780250694046756
2016-05-01,6.84800182999163,6.775560018507979
2016-05-15,6.827597222733355,6.527621687520081
2016-06-01,6.726614396253107,6.423233414258223
2016-06-15,6.629557669051358,6.449844647367992
2016-07-01,6.681005393113499,6.526658500198199
2016-07-15,6.717638920913505,6.610008256721139
2016-08-01,6.677712509890824,6.6040351960843635
2016-08-15,6.675043008008737,6.521088849750354
2016-09-01,6.675617676047092,6.519407263256823
2016-09-15,6.71241795320596,6.642409956263854
2016-10-01,6.714559716263698,6.646642364630414
2016-10-15,6.739498784789694,6.670113371590146
2016-11-01,6.7443435598438075,6.655729954181555
2016-11-15,6.776824205047225,6.710702043271596
2016-12-01,6.822683899286118,6.820013022379691
2016-12-15,6.947218165402806,6.890383452714823
2017-01-01,6.960718281084678,6.856779490539636
2017-01-15,6.971474282524568,6.87464120456885
2017-02-01,6.937483564363597,6.838285416478271
2017-02-15,6.976496739689599,6.829713619400052
2017-03-01,6.874603427454372,6.743905447107665
2017-03-15,6.87339414713954,6.595159213579168
2017-04-01,6.714180423789458,6.682495098839073
2017-04-15,6.875166738423355,6.650454559336517
2017-05-01,6.868722394815225,6.574571448729524
2017-05-15,6.718693266840134,6.522935379097491
2017-06-01,6.58685742406695,6.3630764563920525
2017-06-15,6.55420882754998,6.445844326089781
2017-07-01,6.521785595756783,6.369406395577907
2017-07-15,6.488271229329376,6.442079567005593
2017-08-01,6.440095223814597,6.436808990163779
2017-08-15,6.4275111757103085,6.501454443918998
2017-09-01,6.448159276512173,6.486444466812319
2017-09-15,6.441925987160964,6.479571586777331
2017-10-01,6.471513334923606,6.538860792629208
2017-10-15,6.468851220100371,6.538709517863751
2017-11-01,6.468658040802564,6.60172521678432
2017-11-15,6.460127156928624,6.60778781938417
2017-12-01,6.476642290187626,6.5467567269987015
2017-12-15,6.4825220383197335,6.409421284649685
2018-01-01,6.472715427631664,6.33491731345092
2018-01-15,6.4563708436722385,6.251811614470395
2018-02-01,6.341947216020505,6.253744180498596
2018-02-15,6.344154234175285,6.4231887078531456
2018-03-01,6.346366134035198,6.42607287664594
2018-03-15,6.342542775301656,6.422977584926722
2018-04-01,6.380133352342867,6.419891844481952
2018-04-15,6.336670161443085,6.416376904053828
2018-05-01,6.331710868062998,6.4866941874054715
2018-05-15,6.626759996733585,6.49151347154548
2018-06-01,6.278193872739031,6.341372774360563
2018-06-15,6.257901504570224,6.463049711665355
2018-07-01,6.219677860644931,6.47053037381762
2018-07-15,6.176051054401437,6.474797346458598
2018-08-01,6.434047441558596,6.528371671073536
2018-08-15,6.370751494971978,6.52375699743188
2018-09-01,6.378417919542773,6.5328811482083315
2018-09-15,6.379463837528869,6.6027541132215966
2018-10-01,6.504600469023315,6.611459209890555
2018-10-15,6.530652338862903,6.601327296532839
2018-11-01,6.564274812466308,6.597690809386151
2018-11-15,6.633429483160795,6.599449824791331
2018-12-01,6.631161908493015,6.600620785112481
2018-12-15,6.623170018346125,6.640669759310491
2019-01-01,6.7685213617507225,6.647792815864582
2019-01-15,6.743180332399326,6.365127855297101
2019-02-01,6.685131716444689,6.489590766797371
2019-02-15,6.604285639756804,6.481986608370936
2019-03-01,6.5699303434193475,6.535780683567229
2019-03-15,6.561457823123636,6.527266458375356
2019-04-01,6.582641850817505,6.582058249983899
2019-04-15,6.609717044089632,6.641501152542139
2019-05-01,6.568203858743479,6.6727228846882936
2019-05-15,6.524892407686636,6.622240862457765
2019-06-01,6.5304575421327336,6.384811815564194
2019-06-15,,6.338534765106397
2019-07-01,,6.362476731353213
2019-07-15,,
2019-08-01,6.552413448562486,6.408706727896312
2019-08-15,6.611258986784031,6.611258986784031
2019-09-01,6.634236347797868,6.66151572621953
2019-09-15,6.630440163528916,6.659902196259232
2019-10-01,6.657757522255605,6.656144184987139
2019-10-15,6.70653302317301,6.652579116350448
2019-11-01,6.801022218870693,6.725170132658303
2019-11-15,6.794857506580023,6.743661493188706
2019-12-01,6.927393011309704,6.762529747985074
2019-12-15,6.921320157780837,6.876904962960908
2020-01-01,6.665630447145529,6.514230800690161
2020-01-15,6.659163512691131,6.476015167921182
2020-02-01,6.704573633641416,6.677733056188251
2020-02-15,6.703783813796977,6.702802940741385
