Date,Kasese,Kabale
2016-01-01,5.348347602514579,
2016-01-15,5.266285508327007,
2016-02-01,5.195917505983043,5.203928229729121
2016-02-15,5.185958910135953,5.2333361911469645
2016-03-01,5.221032879357389,5.301558139647146
2016-03-15,5.223111132440883,
2016-04-01,5.136295417425962,
2016-04-15,5.567012749439217,5.482078561514354
2016-05-01,5.567228546636379,5.483369914314137
2016-05-15,5.527192406565706,5.472491270852649
2016-06-01,5.497373022466234,5.516649026125994
2016-06-15,5.490471258621478,5.558939057898939
2016-07-01,5.485513885498625,5.543111377281961
2016-07-15,5.429794741540402,5.461575991408508
2016-08-01,5.3589575269467336,5.424749442858798
2016-08-15,5.397093811872772,5.4244927860608865
2016-09-01,5.4159222635835285,5.4528116922692424
2016-09-15,5.409913386757244,5.5281612144275725
2016-10-01,5.408099538487851,5.518665687972942
2016-10-15,5.500594215194037,5.554161960903257
2016-11-01,5.526585482262797,5.6520196646547
2016-11-15,5.500995865354972,5.824222875226165
2016-12-01,5.546280461722336,5.877637597676779
2016-12-15,5.546067412955479,5.824780815424499
2017-01-01,5.54585440956873,5.728175966362685
2017-01-15,5.556347597857354,5.670435110422965
2017-02-01,,5.72931576756422
2017-02-15,,5.722318971851242
2017-03-01,5.587182265971364,5.7813879192895
2017-03-15,5.628726455502891,5.998561595793225
2017-04-01,5.476937271098081,5.996356259907167
2017-04-15,5.615586711787795,6.037207260118245
2017-05-01,5.785360236914406,6.043960600722122
2017-05-15,5.93045064721963,6.050740776621751
2017-06-01,5.869718158346983,6.061186601181437
2017-06-15,5.797147848052577,5.940703961448439
2017-07-01,5.798202139185474,5.630277136893386
2017-07-15,5.487085169245161,5.431462011765542
2017-08-01,5.4286507073063754,5.425681877812573
2017-08-15,5.423792202869158,5.528757383475383
2017-09-01,5.523922370018485,5.6189089775824845
2017-09-15,5.61415947966159,5.522414366021762
2017-10-01,5.699665123306827,5.411983050855047
2017-10-15,5.504657086429095,5.396779579762114
2017-11-01,5.509969272545783,5.343733853503453
2017-11-15,5.509835631923639,5.218853721469302
2017-12-01,5.399951863554027,5.074221723464717
2017-12-15,4.997954958588023,5.1529607047350146
2018-01-01,5.364153600868913,5.223767763287908
2018-01-15,5.398856937986302,5.101759866599919
2018-02-01,5.340960086732695,5.149232731651864
2018-02-15,5.2955299611516224,5.290636622165547
2018-03-01,,5.27250993287174
2018-03-15,,5.135360252028382
2018-04-01,,5.192037767494425
2018-04-15,,5.189642275170559
2018-05-01,5.031057255317754,5.116156585835759
2018-05-15,4.957573358658255,5.173281931484947
2018-06-01,4.92706805232435,5.176611628362781
2018-06-15,4.736172239430261,5.194083822910968
2018-07-01,4.733992542886342,5.206397133669616
2018-07-15,4.666220668449808,4.774854509452604
2018-08-01,4.4730797295284805,4.670143568059638
2018-08-15,4.502981105981861,4.751633834527906
2018-09-01,4.522474967701403,4.522474967701403
2018-09-15,4.523722180934396,4.514828111541494
2018-10-01,,4.544482826798079
2018-10-15,,4.74422916271955
2018-11-01,4.527454514461543,4.960571153900218
2018-11-15,4.651334710704814,5.037327715400159
2018-12-01,4.652254040203766,5.098210509666667
2018-12-15,4.683771759261495,5.045633229887527
2019-01-01,4.942049894503591,5.132568218501724
2019-01-15,5.057198924889497,5.171312231656918
2019-02-01,5.033716055574165,5.0776791789952815
2019-02-15,5.031486781534874,5.334500164733444
2019-03-01,4.774732600971392,5.344647141107389
2019-03-15,4.711146870071177,5.223509773156054
2019-04-01,4.660042381252621,5.3328222589881324
2019-04-15,5.081759205498516,5.615633954984768
2019-05-01,5.377469152909199,5.689843837951351
2019-05-15,5.427699702518401,5.611264267551952
2019-06-01,5.52419544989949,5.608661216689686
2019-06-15,5.549679171069438,5.6230773360243065
2019-07-01,,5.624465696722833
2019-07-15,,
2019-08-01,,5.627236648829966
2019-08-15,,5.443426667039587
2019-09-01,,5.281682715893047
2019-09-15,,5.39421279650503
2019-10-01,,5.441869527626314
2019-10-15,,5.5342315263643185
2019-11-01,,5.434975517849471
2019-11-15,,5.530609645956863
2019-12-01,,5.614512657485514
2019-12-15,,5.48762048209678
2020-01-01,,5.613902240403721
2020-01-15,,5.384355562059998
2020-02-01,,5.431910892489655
2020-02-15,,5.433429619836223
