Date,Gulu,Lira
2016-01-01,,6.73464196363447
2016-01-15,,6.70138633216929
2016-02-01,,6.66698660706085
2016-02-15,,6.662404368250141
2016-03-01,,6.712946789940466
2016-03-15,,6.722118903507407
2016-04-01,,
2016-04-15,,
2016-05-01,,
2016-05-15,,6.757988539003953
2016-06-01,,6.731512427871016
2016-06-15,,6.728217653680537
2016-07-01,,6.745590529351113
2016-07-15,,6.715923403879571
2016-08-01,,6.680787685980776
2016-08-15,,6.67576964936374
2016-09-01,,6.668386947214642
2016-09-15,,6.697623385329847
2016-10-01,,6.697464455431219
2016-10-15,,6.704187440847737
2016-11-01,,6.684248913678229
2016-11-15,,6.581908576923682
2016-12-01,,6.595790037382715
2016-12-15,,6.61599849037687
2017-01-01,,6.61271799992226
2017-01-15,,6.61245173027075
2017-02-01,,6.6115778845739985
2017-02-15,6.231664210446798,6.606746473179412
2017-03-01,6.636497933128246,6.634427232787701
2017-03-15,6.697273620986578,6.753383267032442
2017-04-01,6.7202750991338664,6.779370668664623
2017-04-15,6.80594940195349,6.859938415739269
2017-05-01,6.849349330140923,6.968891150327122
2017-05-15,6.856444448949938,6.9091968761185525
2017-06-01,6.811288674668854,6.865173763163834
2017-06-15,6.7891845540846925,6.921829028690987
2017-07-01,6.829139819380088,6.8704788795157805
2017-07-15,6.788232086813484,6.870577099759349
2017-08-01,6.783833678144218,6.865286823287116
2017-08-15,6.781011834288804,6.809592370749438
2017-09-01,6.6846235627435355,6.80253046041779
2017-09-15,6.685342731159636,6.800774717041625
2017-10-01,6.6796569722221655,6.797284856062186
2017-10-15,6.757549329050427,6.78584228290417
2017-11-01,6.76041295125006,6.671429464873556
2017-11-15,6.606949343958833,6.67253710449417
2017-12-01,6.199259239942363,6.683936605849349
2017-12-15,6.202526386098552,6.732732116820645
2018-01-01,6.413767803545446,6.806045907371657
2018-01-15,6.460655253531695,6.729409316097957
2018-02-01,6.460625784598636,6.728317712173915
2018-02-15,6.456851928031553,6.72380604951877
2018-03-01,6.45168807858446,6.718761759868983
2018-03-15,6.590647484635223,6.716345244014687
2018-04-01,6.733532677304411,6.789641222281523
2018-04-15,6.731137184980545,6.8136789870258125
2018-05-01,6.722959450631854,6.805475249509322
2018-05-15,6.7222195924777495,6.80437423335443
2018-06-01,6.7011563789895945,6.785056492055889
2018-06-15,6.459625414609938,6.710787310858822
2018-07-01,6.486531298961116,6.710208041436984
2018-07-15,6.490902156944962,6.630692835365181
2018-08-01,6.562373567651328,6.627026971895464
2018-08-15,6.545877777083623,6.61767894313943
2018-09-01,6.529873262589601,6.6880513340868415
2018-09-15,6.4439344973136325,6.707851002024013
2018-10-01,6.349909934754797,6.714846285049665
2018-10-15,6.35216218397423,6.71768342595075
2018-11-01,6.135021518959832,6.722600088969929
2018-11-15,6.145259736017071,6.6462036722139635
2018-12-01,6.287794576540503,6.649929627187033
2018-12-15,6.249048775909825,6.741989664489704
2019-01-01,6.313375585282755,6.7343236347638085
2019-01-15,6.373813365371398,6.736654824225794
2019-02-01,6.421413925696376,6.626156391639695
2019-02-15,6.456353417441004,6.561443626298969
2019-03-01,6.444624617700839,6.55066702905505
2019-03-15,6.475614197011224,6.546800532856457
2019-04-01,6.518102930301916,6.6047997924281265
2019-04-15,6.681731580768336,6.685986906338474
2019-05-01,6.418230746643598,6.710404103204066
2019-05-15,6.5275549994261075,6.709876556220062
2019-06-01,6.492660443927318,6.709348194898656
2019-06-15,6.523096404100963,6.7040999316654295
2019-07-01,,6.703069655055854
2019-07-15,,6.702038315881557
2019-08-01,6.609212033772314,6.546580818191011
2019-08-15,6.608178758212241,6.542038955707696
2019-09-01,6.608290855962463,6.508357248304117
2019-09-15,6.6084772868675135,6.541432784238517
2019-10-01,6.604678125599532,6.470576119550112
2019-10-15,6.4310650862159155,6.466997095441979
2019-11-01,6.426054262706004,6.462761753948969
2019-11-15,6.464681550948579,6.463375215034524
2019-12-01,6.538093822622349,6.497322270736219
2019-12-15,6.690208244650055,6.6022514199205276
2020-01-01,6.685214353074378,6.624948674662949
2020-01-15,6.686768439199186,6.627770098437231
2020-02-01,6.626717729801511,6.626717729801511
2020-02-15,6.533861745221318,6.533861745221318
