Date,Kampala,Nakuru
2016-01-01,5.969865126935269,6.269643121194631
2016-01-15,5.8855170059367845,6.271738240300797
2016-02-01,5.958950814007155,6.1775682141919575
2016-02-15,5.955617794596877,6.065022496009283
2016-03-01,5.9640798968472035,6.163987426248881
2016-03-15,5.916258313000828,6.2555229799993395
2016-04-01,5.984397783085841,6.164652539769697
2016-04-15,6.0087147913069865,6.266657541376189
2016-05-01,5.992603814703873,6.269322468996456
2016-05-15,5.928847986257203,6.260913208783499
2016-06-01,6.000340059619703,6.255232722228788
2016-06-15,5.998142305638953,6.338471865456233
2016-07-01,5.986408941062014,6.33448335957486
2016-07-15,6.059513895246804,6.408322700959061
2016-08-01,6.206733056318419,6.411774645994671
2016-08-15,6.178142286718774,6.346797217954415
2016-09-01,5.931330274039128,6.409113110531074
2016-09-15,5.971917235529052,6.406004268809988
2016-10-01,6.038237994467524,6.402905062039947
2016-10-15,6.135130873309249,6.39935031465575
2016-11-01,6.18503626172917,6.225965838630675
2016-11-15,6.245436340302469,6.220344771712386
2016-12-01,6.303407971945689,6.45054822271013
2016-12-15,6.426360802458954,6.4495104143997155
2017-01-01,6.424294917311788,6.439159412503881
2017-01-15,6.46784330130732,6.491377814802274
2017-02-01,6.438182518753147,6.48015945940407
2017-02-15,6.456406483124705,6.475256959020295
2017-03-01,6.433756537325549,6.492448857128271
2017-03-15,6.444134157483775,6.527492390219751
2017-04-01,6.411815898740327,6.513609846560578
2017-04-15,6.6167693122360465,6.733790312209459
2017-05-01,6.609154152421307,6.827280321601237
2017-05-15,6.651157472929973,6.832367126674707
2017-06-01,6.598349920832463,6.51886252955458
2017-06-15,6.528490626350559,6.523060158669789
2017-07-01,6.122483898456167,6.523459192397635
2017-07-15,6.177429919199405,6.51976849303224
2017-08-01,6.219172051891497,6.449373265838694
2017-08-15,6.221904564035328,6.588682253264534
2017-09-01,6.21706955057843,6.647203635419596
2017-09-15,6.260786644586643,6.649234530454639
2017-10-01,6.25757878317172,6.530095537388278
2017-10-15,6.0959569293486515,6.533480223211691
2017-11-01,6.490122621510149,6.651323114272416
2017-11-15,6.202083936018567,6.6509140830322275
2017-12-01,6.199259239942363,6.616683259191621
2017-12-15,6.20072944042185,6.636010161368536
2018-01-01,6.085991273891787,6.5428810290214185
2018-01-15,6.093007630923488,6.6260861632375025
2018-02-01,6.091974649613189,6.571196457534675
2018-02-15,6.110455785799122,6.5048931310893465
2018-03-01,6.083188164709767,6.47051388598808
2018-03-15,6.079821860869233,6.49820502613868
2018-04-01,6.123893015909692,6.427546572685042
2018-04-15,6.119565155834772,6.430702443773156
2018-05-01,6.085738614760137,6.457837637091864
2018-05-15,6.056185647326365,6.493245287333208
2018-06-01,5.909885772883303,6.491488023834004
2018-06-15,5.899323049235942,6.465465369464242
2018-07-01,5.840267704300021,6.43717092672199
2018-07-15,5.649097005083259,6.436294272020863
2018-08-01,5.467431007872181,6.432990418353861
2018-08-15,5.628345580121404,6.429675613045191
2018-09-01,5.526399935507779,6.417267898358417
2018-09-15,5.689119464595366,6.41855687214752
2018-10-01,5.69957371962666,6.4225499004819016
2018-10-15,5.700318809555521,6.42881924802643
2018-11-01,5.778881477414169,6.424351125843935
2018-11-15,5.824251725093439,6.411615967657628
2018-12-01,5.860350561713563,6.4090365056953
2018-12-15,5.798257397085895,6.431649536576872
2019-01-01,5.789347754890795,
2019-01-15,5.865071969663276,6.475397051066472
2019-02-01,5.870525719778315,6.418251928983971
2019-02-15,5.948900478153654,6.41322660876446
2019-03-01,5.856292101256782,6.407591212060947
2019-03-15,5.783783672336026,6.395011114949591
2019-04-01,5.841175693608735,6.3234286247653015
2019-04-15,5.9040897218658595,6.313983213879818
2019-05-01,6.012072877856533,6.387003774771569
2019-05-15,6.016729375660117,6.383004351875905
2019-06-01,6.017236747212243,6.381673373869312
2019-06-15,6.031614643169441,6.366455302461724
2019-07-01,6.138397671441232,6.351002057865671
2019-07-15,6.033906762562189,6.252205775936364
2019-08-01,5.917209673028302,6.282418809701479
2019-08-15,5.706072661330043,6.319020384118148
2019-09-01,5.706978502181697,6.2794359986692605
2019-09-15,5.780334941770064,6.296659512544104
2019-10-01,5.706477203017882,6.274654045926108
2019-10-15,5.699239051090859,6.273126652807842
2019-11-01,6.04807999073588,6.12692720928323
2019-11-15,5.905718291584433,6.130131227149029
2019-12-01,5.9037179594778175,6.128281615454731
2019-12-15,5.842217143333874,6.1304956853001045
2020-01-01,5.9312467090679695,6.126025836353637
2020-01-15,5.840858504086831,6.127925118388319
2020-02-01,5.614840536866957,6.1264923411749175
2020-02-15,5.617571013347163,6.121759889965547
