Date,Nairobi,Mombasa
2016-01-01,6.512857864329261,6.510348452723836
2016-01-15,6.545626990620242,6.512443571830001
2016-02-01,6.547726508467977,6.5051668940491805
2016-02-15,6.417540831143662,6.486796342159372
2016-03-01,6.411021363623388,6.467850472622874
2016-03-15,6.40400642884305,6.418961449791793
2016-04-01,6.357212667711827,6.434097024671697
2016-04-15,6.418221566890035,6.418221566890035
2016-05-01,6.420900469246774,6.510998268439593
2016-05-15,6.413322570573776,6.459490436330043
2016-06-01,6.406542857860747,6.390116989918731
2016-06-15,6.402596393625772,6.478089829715817
2016-07-01,6.335311516972089,6.474929481231673
2016-07-15,6.395938641759339,6.394379794990048
2016-08-01,6.3939929637184925,6.331220952106643
2016-08-15,6.295718723266971,6.328674810950266
2016-09-01,6.2784216979693825,6.329453177981828
2016-09-15,6.275312856248297,6.3263443362607426
2016-10-01,6.323245129490702,6.323245129490702
2016-10-15,6.266912176759117,6.318860850744129
2016-11-01,6.26162023913377,6.312825964012967
2016-11-15,6.256062854314465,6.308189135005908
2016-12-01,6.250516811271669,6.301897975260787
2016-12-15,6.243770960704435,6.296493690708409
2017-01-01,6.235281530200259,6.285248857542706
2017-01-15,6.214261199743398,6.264838674486926
2017-02-01,6.254633739190674,6.410486547088463
2017-02-15,6.331217588797358,6.4058284525885325
2017-03-01,6.333885107473424,6.405557564197626
2017-03-15,6.303083816598955,6.4523627935944035
2017-04-01,6.352286106567893,6.450679519091376
2017-04-15,6.5331196167473085,6.509884662547683
2017-05-01,6.534979303293161,6.537753230175887
2017-05-15,6.626146000681906,6.5502048474465235
2017-06-01,6.621934714694394,6.551652352377571
2017-06-15,6.637590699059838,6.557713227970057
2017-07-01,6.642446919409011,6.52377822254869
2017-07-15,6.637693422977616,6.51976849303224
2017-08-01,6.572605906262642,6.383011590139608
2017-08-15,6.598762386051933,6.392438244030685
2017-09-01,6.646639778624279,6.396774625959364
2017-09-15,6.557079638370654,6.244333597255657
2017-10-01,6.509476250185543,6.247502534443969
2017-10-15,6.5688019135365545,6.246964084433779
2017-11-01,6.604964871670312,6.244724861567083
2017-11-15,6.603478932620255,6.242903364724629
2017-12-01,6.599925554093286,6.240239006851858
2017-12-15,6.59186826813861,6.23111307372438
2018-01-01,6.58295925258883,6.224582180579566
2018-01-15,6.534844705140171,6.156309008910638
2018-02-01,6.492736968082205,6.16126506241307
2018-02-15,6.509297038804601,6.152532412788772
2018-03-01,6.480579128042395,6.146536176566175
2018-03-15,,6.210731656599062
2018-04-01,,6.204069187283272
2018-04-15,,6.205901891251317
2018-05-01,6.356673279932768,6.201930989131619
2018-05-15,6.348995678488661,6.20224095268945
2018-06-01,6.357777820301539,6.118045356294245
2018-06-15,6.363682675154299,6.0272104385330865
2018-07-01,6.365316822954006,5.9241206079338875
2018-07-15,6.365920415052882,6.1272894301002605
2018-08-01,6.125748708343024,6.125748708343024
2018-08-15,6.205865617187821,6.118854240198191
2018-09-01,6.200813335195003,6.113801958205374
2018-09-15,6.20312242554521,6.115959268939291
2018-10-01,6.207115453879592,6.119952297273673
2018-10-15,6.199633382256258,6.119029349841629
2018-11-01,6.12448203728891,6.016190598314098
2018-11-15,6.08326285547492,6.006829976723273
2018-12-01,6.187249806692381,6.003571397587136
2018-12-15,6.267635538654971,6.005895591360872
2019-01-01,6.2697933143828655,6.007195741208013
2019-01-15,6.141695248152775,6.006149756156551
2019-02-01,6.146401321748871,6.012121706118997
2019-02-15,6.112193203137815,6.008424410856243
2019-03-01,6.097376117095436,6.0008016004478915
2019-03-15,6.084370572941903,5.990880229854564
2019-04-01,6.135376393262362,5.9869563881440895
2019-04-15,6.12474121424129,6.160550666938001
2019-05-01,6.163527500113747,6.163527500113747
2019-05-15,6.21891556334301,6.159860800561695
2019-06-01,6.257708712981658,6.159528657331003
2019-06-15,6.148005921585438,6.1496851831051575
2019-07-01,6.1393837253273755,6.35918506211072
2019-07-15,6.130686539759845,6.532306310935747
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
