Date,Mbale,Eldoret
2016-01-01,6.76639066194905,7.2857998494089715
2016-01-15,6.734175636730581,7.283754175849106
2016-02-01,6.700888158736531,7.268272663216036
2016-02-15,6.696305919925822,7.234668422408563
2016-03-01,6.747314433444672,7.190784742349406
2016-03-15,6.749458388940976,7.3201385438559
2016-04-01,,7.316380423942373
2016-04-15,,7.34732803813147
2016-05-01,,7.308340030983496
2016-05-15,6.757988539003953,7.266137990754371
2016-06-01,6.762637890145943,7.190476283175049
2016-06-15,6.760519296438291,7.220061456829194
2016-07-01,6.746150910424898,7.236925534430312
2016-07-15,6.715923403879571,7.178430922655134
2016-08-01,6.676617289707049,7.1787560885656685
2016-08-15,6.676364356488018,7.17061455885785
2016-09-01,6.6686852320788965,7.176751038369032
2016-09-15,6.697623385329846,7.174175103668285
2016-10-01,6.692853496253145,7.142981126328327
2016-10-15,6.735580153255599,7.092497495215696
2016-11-01,6.717010709988137,7.123941040198397
2016-11-15,6.650901448410633,7.167429200577943
2016-12-01,6.642807243899425,7.149434299939093
2016-12-15,6.648837711772252,7.188697054769562
2017-01-01,6.711791512623095,7.226764956153801
2017-01-15,6.710872678054119,7.194643125527804
2017-02-01,6.709960773684591,7.133786765819096
2017-02-15,6.791406974447403,7.119817206790433
2017-03-01,6.791408202813523,7.135657592303314
2017-03-15,6.867779438137442,7.122766057873517
2017-04-01,6.861353697393771,7.129516404338379
2017-04-15,6.85805959884089,7.107086137384232
2017-05-01,6.899838328598852,7.10337477888063
2017-05-15,6.907855494294352,7.142399046183263
2017-06-01,6.9176373326995755,7.133447387611423
2017-06-15,6.92138527452351,7.143588825164313
2017-07-01,6.787544980142807,7.166051730228648
2017-07-15,6.787724085786558,7.122415109531602
2017-08-01,6.836934715764452,7.073966588601332
2017-08-15,6.836416705240865,7.1278277297889305
2017-09-01,6.774140160250103,7.128627152671136
2017-09-15,6.772632156253379,7.133004424352959
2017-10-01,6.7690856058741335,7.134606645231592
2017-10-15,6.757807827177755,7.104619739457457
2017-11-01,6.733214621992752,7.127817524031642
2017-11-15,6.6702873847601545,7.1366826210159005
2017-12-01,6.669712408417967,7.164484422289458
2017-12-15,6.673427278751277,7.163625857851087
2018-01-01,6.750447961988804,7.125421961298002
2018-01-15,6.813851933094103,7.097292353375164
2018-02-01,6.812846378187989,7.134793783196345
2018-02-15,6.808507341074157,7.098686659062667
2018-03-01,6.803189271207565,7.083402306156786
2018-03-15,6.800368015617292,7.037305883772062
2018-04-01,6.867850748873399,7.052320563833304
2018-04-15,6.864537404259304,7.070113474080583
2018-05-01,6.8575456956748635,7.049110485312021
2018-05-15,6.777732302408008,7.046443940947998
2018-06-01,6.754796997292776,7.039414082395344
2018-06-15,6.738691200772804,7.076632483010425
2018-07-01,6.710208041436984,7.080427337668469
2018-07-15,6.711795988525156,6.987595394574869
2018-08-01,6.657572333049655,6.887283616649819
2018-08-15,6.669982120033642,6.939034472097251
2018-09-01,6.684830719386799,6.9347825102752045
2018-09-15,6.622178441338406,6.954239228574494
2018-10-01,6.62735883092655,6.9570499907613135
2018-10-15,6.630387026869979,7.018760365676765
2018-11-01,6.6356833059358165,7.0449420854537905
2018-11-15,6.551343082166565,7.069501977025853
2018-12-01,6.553497742273509,7.09537167081274
2018-12-15,6.559872376923301,7.196801651993541
2019-01-01,6.708808061526229,7.194447111880922
2019-01-15,6.711231924548906,7.219553753093459
2019-02-01,6.71678028325294,7.213096007448676
2019-02-15,6.716636515704671,7.189065505169519
2019-03-01,6.73196556785697,7.185099005964277
2019-03-15,6.782866365657102,7.190242421622816
2019-04-01,6.772208707220093,7.175409380811987
2019-04-15,6.766029614012011,7.166807646515863
2019-05-01,6.760818003799332,7.17829990127378
2019-05-15,6.761816639324294,7.190075278754165
2019-06-01,,7.20284045084742
2019-06-15,,7.212426845505268
2019-07-01,,
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
