Date,Mulindi,Kigali
2016-01-01,5.641834709213029,6.070382203918308
2016-01-15,5.590070070633579,6.036357173261998
2016-02-01,5.520255181400469,6.056300376498575
2016-02-15,5.661816553147137,6.0050341779078815
2016-03-01,5.628362039010801,5.9455523460825646
2016-03-15,5.595896513624416,5.8929182136723295
2016-04-01,5.538340130238807,5.854389601226159
2016-04-15,5.624959600909211,5.8814509173696505
2016-05-01,5.624882215442379,5.890037364836552
2016-05-15,5.635201908939239,5.853221623253579
2016-06-01,5.550338028338687,5.890362199234257
2016-06-15,5.465173630459656,5.92439075100964
2016-07-01,5.490147941576294,5.902680216907551
2016-07-15,5.631986117942213,5.951651236247045
2016-08-01,5.58416485436128,5.954290596024135
2016-08-15,5.572260830406624,5.9042431617549855
2016-09-01,5.59139861206696,5.913236441169735
2016-09-15,5.776637736633431,5.921032241515324
2016-10-01,5.761590154294152,6.008580251512054
2016-10-15,5.764392901832001,5.9850506073695025
2016-11-01,5.730855800119232,5.928936826906347
2016-11-15,5.746202822475705,5.975777264120205
2016-12-01,5.722576403498153,5.963533037142585
2016-12-15,5.667216476381894,6.015791735174351
2017-01-01,5.516176297940057,5.979062459416928
2017-01-15,5.4520552445734545,5.926263505101222
2017-02-01,5.423777151969351,6.022949139096596
2017-02-15,5.392684330263794,6.034641208351415
2017-03-01,5.294565084698854,6.035377742432729
2017-03-15,5.489476938442125,6.02979299071882
2017-04-01,5.66201197837778,6.027803291878598
2017-04-15,5.676628596003036,6.068591596446832
2017-05-01,5.69840076623483,6.061243699318592
2017-05-15,5.846820261106045,6.043174239652624
2017-06-01,5.831918598444783,6.058110932608352
2017-06-15,5.910030184163604,6.053366294244605
2017-07-01,5.753552369086058,5.998734630366377
2017-07-15,5.602420850616872,5.981490674658081
2017-08-01,5.565212615754572,6.034597241576024
2017-08-15,5.463345642025259,6.034166389744794
2017-09-01,5.451231177126585,6.02454403925959
2017-09-15,5.934226873016353,5.992748444636009
2017-10-01,5.600286241203884,6.008842541881721
2017-10-15,5.632276582630178,6.001054548740154
2017-11-01,5.592870173957543,6.008996363851821
2017-11-15,5.583170796389558,6.023010932408279
2017-12-01,5.568991614788335,6.040777869158783
2017-12-15,5.394439712469995,6.039446517702006
2018-01-01,5.370388466238035,6.087828339367025
2018-01-15,5.347157499748326,6.063056437291688
2018-02-01,5.288709020038852,6.056438143849156
2018-02-15,5.228844529266213,6.026183318279003
2018-03-01,5.232869415317401,5.5909322845309815
2018-03-15,5.197638295334497,5.56188544772143
2018-04-01,5.142107435300787,5.527471364087863
2018-04-15,5.107348798869858,5.481561363473918
2018-05-01,5.123220521966893,5.533698171898602
2018-05-15,5.135125024593336,5.542255412020562
2018-06-01,5.195605581273852,5.299068563155487
2018-06-15,5.14583535102414,5.4004775693977205
2018-07-01,5.203160925402773,5.410059494532649
2018-07-15,5.22391072107835,5.401591898315803
2018-08-01,5.195454600450221,5.294859172355196
2018-08-15,5.193624403653985,5.297555326502216
2018-09-01,4.94081529973908,5.293802470598628
2018-09-15,4.908529306253067,5.011338800119288
2018-10-01,4.929573199735533,5.016584576725163
2018-10-15,4.947811658333048,5.019270622315193
2018-11-01,4.968854076868145,5.358025545490209
2018-11-15,5.054543575634109,5.378568351802099
2018-12-01,5.1367025815830845,5.4321067001287755
2018-12-15,5.260499252312756,5.447376625642572
2019-01-01,5.258215990420927,5.404819464612802
2019-01-15,5.305714382026771,5.5279841892923836
2019-02-01,5.306277101088684,5.528546908354297
2019-02-15,5.297508060137905,5.39301627935272
2019-03-01,5.280119199084031,5.392037115288017
2019-03-15,5.267062842446847,5.491974740817798
2019-04-01,5.262835065505188,5.4842071371710155
2019-04-15,5.301949986189738,5.545228445913004
2019-05-01,5.33928524738669,5.484686965020713
2019-05-15,5.383422906042537,5.465558602968684
2019-06-01,5.383816170331533,5.4659518672576795
2019-06-15,5.380478745406587,5.462922414617662
2019-07-01,5.4044184579211825,5.577731186615705
2019-07-15,,
2019-08-01,,5.7740598272866634
2019-08-15,5.472979775476133,5.704422129605038
2019-09-01,5.4922423319106874,5.600975532047153
2019-09-15,5.505577188486587,5.655936394577584
2019-10-01,5.544204704579903,5.652093666591089
2019-10-15,5.5792437990639705,5.628961640182937
2019-11-01,,5.675344356218087
2019-11-15,,5.9109087142332
2019-12-01,,5.951268432827086
2019-12-15,,5.940914398557166
2020-01-01,,5.872141104413873
2020-01-15,,5.815964772281768
2020-02-01,,5.583922367286838
2020-02-15,,5.514490722865772
