Date,Nairobi,Machakos
2016-01-01,5.727903134516193,5.663050592336632
2016-01-15,5.702948076089333,5.665145711442798
2016-02-01,5.705047593937068,5.672257771114077
2016-02-15,5.691551291576417,5.658435682791919
2016-03-01,5.681257740805567,5.651305418522216
2016-03-15,5.677805050045487,5.644468629777895
2016-04-01,5.676002241356694,5.2372561914830325
2016-04-15,5.694302727663336,5.2546044479129295
2016-05-01,5.691557362555356,5.2568218721470785
2016-05-15,5.689500550827232,5.251565057688284
2016-06-01,5.684271226021658,5.467497122992928
2016-06-15,5.7094492130658265,5.537016488401119
2016-07-01,5.7062888645816825,5.537539385333272
2016-07-15,5.702791461199394,5.533469158949079
2016-08-01,5.702404629927838,5.532418680015416
2016-08-15,5.636358540284409,5.5313670964152335
2016-09-01,5.636305997421883,5.529654802134344
2016-09-15,5.634025999511198,5.562680974575331
2016-10-01,5.631754950138386,5.594651199935008
2016-10-15,5.691548031855556,5.624883450128195
2016-11-01,5.684113305838485,5.619678783453023
2016-11-15,5.678747489279642,5.614208968142071
2016-12-01,5.673393650962927,5.607079950536025
2016-12-15,5.666840644768128,5.601256645229004
2017-01-01,5.6555892258743565,5.592101676982761
2017-01-15,5.637504712496552,5.571691493926981
2017-02-01,5.756644175719524,5.71808494893371
2017-02-15,5.918685313466101,5.84575867635821
2017-03-01,5.965644198304391,5.844499814945302
2017-03-15,5.952268704618338,5.834345209659806
2017-04-01,5.9389513681883095,5.823634251278926
2017-04-15,5.935226184175415,6.04216558817297
2017-05-01,6.037439516238821,6.038454229669367
2017-05-15,6.043448405287259,6.139219946114761
2017-06-01,6.0484778753471,6.135997253363657
2017-06-15,6.147326547331649,6.145474694950575
2017-07-01,6.09409885631993,6.054093521706231
2017-07-15,6.0093684917455406,5.827897636831899
2017-08-01,6.045955241352255,5.821020721157123
2017-08-15,5.951169348546963,5.830917088735715
2017-09-01,5.957432935276257,5.8043098052638795
2017-09-15,5.838868489147492,
2017-10-01,5.789942314452403,
2017-10-15,5.78841996717783,
2017-11-01,5.839259753458919,
2017-11-15,5.837862975246761,
2017-12-01,5.833923919941989,
2017-12-15,5.874681468392518,
2018-01-01,5.818264920736835,
2018-01-15,5.830468460863813,5.526340729972224
2018-02-01,5.722114475353969,5.556322220511225
2018-02-15,5.735793228107389,5.522802048257198
2018-03-01,5.618234964950236,5.488603902297297
2018-03-15,5.6110414513169395,5.519252533139814
2018-04-01,,5.478688512148342
2018-04-15,,5.511094959273008
2018-05-01,5.5891451194912865,5.365619232099011
2018-05-15,5.60878098707073,5.329098957286026
2018-06-01,5.576448073861501,5.246206386990925
2018-06-15,5.593345855903224,5.272187854255054
2018-07-01,5.569670359017267,5.164205250909102
2018-07-15,5.4888778881188385,5.162662151664815
2018-08-01,5.459460796833347,5.15634815115492
2018-08-15,5.436557075662312,5.102240786696167
2018-09-01,5.438673283148107,5.284522603320849
2018-09-15,5.284324379361271,5.201488373782122
2018-10-01,5.214531237636422,5.245575859318381
2018-10-15,5.210916764411365,5.289217614825124
2018-11-01,5.207282627478537,5.362731166021395
2018-11-15,5.303447292269301,5.427156946595323
2018-12-01,5.191622332581704,5.354255934403439
2018-12-15,5.3583460022397995,5.3505638617977445
2019-01-01,5.371993093906342,5.351549122967573
2019-01-15,5.416344927098195,5.352533414353242
2019-02-01,5.4267273868554975,5.360036012356825
2019-02-15,5.37882122126736,5.3523546480791975
2019-03-01,5.301672348210398,5.348555934109249
2019-03-15,5.400289637619711,5.340792538755065
2019-04-01,5.407137892891147,5.0706656562699335
2019-04-15,5.570751928922461,5.469077126936084
2019-05-01,5.57607355855524,5.329452972901233
2019-05-15,5.5830140756979105,5.620864299829009
2019-06-01,5.7321955625862575,5.618866877279254
2019-06-15,5.730706355830271,5.617377670523267
2019-07-01,5.8170807193050305,5.607528757326522
2019-07-15,5.845985095446202,5.597581877372754
2019-08-01,5.752997736003181,5.630953741355395
2019-08-15,5.746629404694002,5.663247795754952
2019-09-01,5.813529536407596,5.72055307994949
2019-09-15,5.813816010033001,5.717611532290115
2019-10-01,5.74005315666646,5.716568792487795
2019-10-15,5.759364169368541,5.71552496424412
2019-11-01,5.7214621011750655,5.723996956778254
2019-11-15,5.722984032857879,
2019-12-01,5.713122016246839,
2019-12-15,5.626878299010426,
2020-01-01,5.645938088041276,
2020-01-15,5.631963517254477,
2020-02-01,5.642436958473532,
2020-02-15,5.6137081930822825,
