Date,Ngozi,Gitega
2016-01-01,6.408598092521518,6.459891386909068
2016-01-15,6.17296067908498,6.459617636121516
2016-02-01,6.319639708521345,6.501887548902307
2016-02-15,6.5390410163793495,6.443872670487751
2016-03-01,6.428206556310445,6.520347161353491
2016-03-15,6.525570279259593,6.5333855943495855
2016-04-01,6.32987460492005,6.523269680833486
2016-04-15,6.338539633279884,6.539287761085563
2016-05-01,6.3075833984752,6.53770778093075
2016-05-15,6.146254130990976,6.3803578082557735
2016-06-01,5.992716020139272,6.0709872481644265
2016-06-15,5.997327721868091,5.966428056179064
2016-07-01,6.056654870952463,5.993141465230137
2016-07-15,6.295020733579091,6.023357310282948
2016-08-01,6.288037203515295,6.289776334388422
2016-08-15,6.286532413014185,6.302063355045061
2016-09-01,6.28546680291197,6.286334858522034
2016-09-15,6.291204488129656,6.341848220948411
2016-10-01,6.342498594337777,6.440990212214313
2016-10-15,6.334582976338297,6.428844231194422
2016-11-01,6.413760208119562,6.413760208119562
2016-11-15,6.486386360958224,6.565924788878522
2016-12-01,6.553580195906542,6.626395225756319
2016-12-15,6.6150971596926045,6.680483654040794
2017-01-01,6.566956417117085,6.672071954821702
2017-01-15,6.4155079536871895,6.564426895605274
2017-02-01,6.458610785564427,6.600496445658807
2017-02-15,6.451861115047146,6.593529768367878
2017-03-01,6.384879124484967,6.517898615383441
2017-03-15,6.278673953042564,6.509152962817491
2017-04-01,6.404985027843036,6.587362343091382
2017-04-15,6.277424726981507,6.5523933461603034
2017-05-01,6.071988659195245,6.361534665085089
2017-05-15,6.081335537032618,6.2371482855202585
2017-06-01,5.824231758316204,5.7518503784391
2017-06-15,5.959354995424768,6.020229898809272
2017-07-01,6.081842310265665,6.181476219488276
2017-07-15,6.074938260020598,6.1302518980046505
2017-08-01,6.06897448271076,6.097567946974433
2017-08-15,6.059859588631684,6.05700108263572
2017-09-01,6.149972230191106,6.098678935803556
2017-09-15,6.1448220034675645,6.235269809955775
2017-10-01,6.230014936380357,6.230014936380357
2017-10-15,6.228869104423331,6.313978779144703
2017-11-01,6.313681937899138,6.313681937899138
2017-11-15,6.23501626285908,6.320648193379105
2017-12-01,6.141727443695866,6.141727443695866
2017-12-15,6.095905008643141,6.196294511578947
2018-01-01,5.9316332312891165,6.153468737943311
2018-01-15,5.800053222391385,6.156977511799556
2018-02-01,5.86990366183599,5.873398132485764
2018-02-15,5.8744416833772455,6.055986842616671
2018-03-01,5.876653583237159,6.058198742476585
2018-03-15,5.9367134348092065,6.058011838653323
2018-04-01,5.869307728576876,6.052017710312596
2018-04-15,5.858775215490107,6.048502769884473
2018-05-01,5.9870418642376055,6.14997223171691
2018-05-15,6.049819425140857,6.154791515856918
2018-06-01,5.936272031350254,6.103914425481159
2018-06-15,6.114310584957968,6.059528238765761
2018-07-01,6.008515448312788,6.0644182258939345
2018-07-15,6.124114584542641,6.069332238350434
2018-08-01,6.016312240858618,5.954787007852328
2018-08-15,6.082340825038057,6.027409392846542
2018-09-01,6.14537874047434,6.092436321204141
2018-09-15,6.197289005113433,6.144883157301278
2018-10-01,6.20511498084665,6.098483257859764
2018-10-15,6.196450250776229,6.19468502525166
2018-11-01,6.192225701277987,6.192225701277987
2018-11-15,6.289454653656934,6.287855932293237
2018-12-01,6.289454653656934,6.288655612463802
2018-12-15,6.282474754276641,6.369819675847595
2019-01-01,6.273903548211585,6.363056253642558
2019-01-15,6.13197866186557,6.3680733655268575
2019-02-01,6.056590331400893,6.1896170558340335
2019-02-15,6.131487411580053,6.182407502007309
2019-03-01,6.165364111776201,6.002792329552534
2019-03-15,6.157192475207375,5.993403166542349
2019-04-01,6.239378814185892,6.239378814185892
2019-04-15,6.403427824330405,6.323733245468043
2019-05-01,6.403968822122032,6.322999759588364
2019-05-15,6.2471359750348245,6.153141801342456
2019-06-01,5.876888951456165,5.653141353007913
2019-06-15,5.806235923633672,5.803648600068721
2019-07-01,5.931384492792854,5.866528944979853
2019-07-15,5.95849633237177,
2019-08-01,5.98489248111995,
2019-08-15,6.0364631851751085,6.034440939794341
2019-09-01,6.133682274353707,6.083157029159058
2019-09-15,6.129166412533912,6.0785464216874034
2019-10-01,6.178143106869191,6.075864257748773
2019-10-15,6.120173182809735,6.118338319909624
2019-11-01,6.1365851441931785,6.057141238932744
2019-11-15,6.101710326020077,6.101710326020077
2019-12-01,6.094202385145508,6.189428464197081
2019-12-15,6.087606205828446,6.184598471815756
2020-01-01,6.0267679500726565,6.078256920030737
2020-01-15,6.020301015618259,6.071789985576339
2020-02-01,6.203185112129038,6.161012678510912
2020-02-15,6.202714364976352,6.158041924924759
