Date,Makueni,Mombasa
2016-01-01,,6.510348452723836
2016-01-15,,6.512443571830001
2016-02-01,,6.5051668940491805
2016-02-15,,6.486796342159372
2016-03-01,,6.467850472622874
2016-03-15,,6.418961449791793
2016-04-01,,6.434097024671697
2016-04-15,,6.418221566890035
2016-05-01,,6.510998268439593
2016-05-15,,6.459490436330043
2016-06-01,,6.390116989918731
2016-06-15,,6.478089829715817
2016-07-01,,6.474929481231673
2016-07-15,,6.394379794990048
2016-08-01,,6.331220952106643
2016-08-15,,6.328674810950266
2016-09-01,,6.329453177981828
2016-09-15,,6.3263443362607426
2016-10-01,,6.323245129490702
2016-10-15,,6.318860850744129
2016-11-01,,6.312825964012967
2016-11-15,,6.308189135005908
2016-12-01,,6.301897975260787
2016-12-15,,6.296493690708409
2017-01-01,,6.285248857542706
2017-01-15,,6.264838674486926
2017-02-01,,6.410486547088463
2017-02-15,,6.4058284525885325
2017-03-01,6.656551736270831,6.405557564197626
2017-03-15,6.645415885178283,6.4523627935944035
2017-04-01,6.634353341135345,6.450679519091376
2017-04-15,6.735312768732915,6.509884662547683
2017-05-01,6.731601410229312,6.537753230175887
2017-05-15,6.736595585847204,6.5502048474465235
2017-06-01,6.734485810897574,6.551652352377571
2017-06-15,6.742384481917004,6.557713227970057
2017-07-01,6.7472407022661764,6.52377822254869
2017-07-15,6.7431674395719465,6.51976849303224
2017-08-01,6.7370553382904745,6.383011590139608
2017-08-15,6.745553560513844,6.392438244030685
2017-09-01,6.677380799888984,6.396774625959364
2017-09-15,6.604218274501613,6.244333597255657
2017-10-01,6.65915264961788,6.247502534443969
2017-10-15,6.626096818197707,6.246964084433779
2017-11-01,6.520860943021803,6.244724861567083
2017-11-15,6.529735458374706,6.242903364724629
2017-12-01,6.461852075765458,6.240239006851858
2017-12-15,6.454597282510799,6.23111307372438
2018-01-01,6.4480663893659855,6.224582180579566
2018-01-15,6.448058883581744,6.156309008910638
2018-02-01,6.455416761446466,6.16126506241307
2018-02-15,6.504262415205933,6.152532412788772
2018-03-01,6.501148061962706,6.146536176566175
2018-03-15,6.617864821807924,6.210731656599062
2018-04-01,6.597779332159993,6.204069187283272
2018-04-15,6.608599214586755,6.205901891251317
2018-05-01,6.425240226801937,6.201930989131619
2018-05-15,6.389127779914979,6.20224095268945
2018-06-01,6.169429555640725,6.118045356294245
2018-06-15,6.2880350568149845,6.0272104385330865
2018-07-01,6.21402737540778,5.9241206079338875
2018-07-15,6.34934345888069,6.1272894301002605
2018-08-01,6.212608833725317,6.125748708343024
2018-08-15,6.207530896506882,6.118854240198191
2018-09-01,6.280856042868541,6.113801958205374
2018-09-15,6.282531112115966,6.115959268939291
2018-10-01,,6.119952297273673
2018-10-15,6.285872856467305,6.119029349841629
2018-11-01,6.353241036743845,6.016190598314098
2018-11-15,6.3811788911074805,6.006829976723273
2018-12-01,6.408357388521492,6.003571397587136
2018-12-15,6.410684338266384,6.005895591360872
2019-01-01,6.380426543535858,6.007195741208013
2019-01-15,6.3492245716654345,6.006149756156551
2019-02-01,6.343018118729653,6.012121706118997
2019-02-15,6.344612596914546,6.008424410856243
2019-03-01,6.406929179597177,6.0008016004478915
2019-03-15,6.397677783196507,5.990880229854564
2019-04-01,6.391087273239116,5.9869563881440895
2019-04-15,6.384698738678216,6.160550666938001
2019-05-01,6.4394939573929655,6.163527500113747
2019-05-15,6.56421417981717,6.159860800561695
2019-06-01,6.564438980404133,6.159528657331003
2019-06-15,6.554031096916307,6.1496851831051575
2019-07-01,6.575448427740122,6.35918506211072
2019-07-15,6.596416658228198,6.532306310935747
2019-08-01,6.621920866600269,
2019-08-15,6.646790754638274,
2019-09-01,6.633762145286237,
2019-09-15,6.634672185926927,
2019-10-01,6.633117094690096,
2019-10-15,6.631559581377472,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
