Date,Ngozi,Kigali
2016-01-01,6.86381684883164,6.846945219870934
2016-01-15,6.797188170491792,6.842570399600188
2016-02-01,6.84643618772067,6.8437122584612915
2016-02-15,6.846212776052781,6.8007769508038365
2016-03-01,6.833407916560032,6.820810357484784
2016-03-15,6.836865783677958,6.82736972891808
2016-04-01,6.836380567541525,6.814019102862512
2016-04-15,6.782985177566352,6.826507321767071
2016-05-01,6.702189999306349,6.84191811374304
2016-05-15,6.692368099492527,6.8202575541329695
2016-06-01,6.685568171931773,6.833728877493803
2016-06-15,6.619871606758764,6.800279744726102
2016-07-01,6.679827536675793,6.793554642890417
2016-07-15,6.684206412398392,6.7719535922922365
2016-08-01,6.682710315384156,6.758000564266977
2016-08-15,6.734557135541145,6.7212658919704715
2016-09-01,6.7082937073360505,6.703479117785936
2016-09-15,6.6789081743070815,6.785334422519099
2016-10-01,6.682205652188828,6.755766141787966
2016-10-15,6.738949183236975,6.7172483028013215
2016-11-01,6.723537991406674,6.664910991817286
2016-11-15,6.710702043271596,6.707201397306945
2016-12-01,6.760664027159924,6.697095349804479
2016-12-15,6.806036926717879,6.733867281623032
2017-01-01,6.797299950721675,6.700814450558537
2017-01-15,6.763044091291506,6.689723586846337
2017-02-01,6.84046930029012,6.6743567134837765
2017-02-15,6.881489888923772,6.665923941155781
2017-03-01,6.898158235476392,6.672779681960333
2017-03-15,6.822056771731066,6.655045597540877
2017-04-01,6.824953573129102,6.71684369048589
2017-04-15,6.820402653013379,6.708700849526039
2017-05-01,6.819595756887571,6.729047404872518
2017-05-15,6.827985957630916,6.740156270879217
2017-06-01,6.715064557494847,6.736950255393017
2017-06-15,6.824576372000877,6.762441001500652
2017-07-01,6.7731000240376895,6.738670896924738
2017-07-15,6.769032858936583,6.740386751634418
2017-08-01,6.764496397229259,6.73126419226331
2017-08-15,6.752768872199904,6.726288454889494
2017-09-01,6.7904640276171575,6.717691219819535
2017-09-15,6.784953236328513,6.710844944243903
2017-10-01,6.776310739594655,6.700960386272553
2017-10-15,6.824876602470307,6.708831039316058
2017-11-01,6.825085429349514,6.711642296569674
2017-11-15,6.832341119888101,6.729792304244028
2017-12-01,6.7834666575443014,6.733138989151593
2017-12-15,6.789052189203087,6.746142628820267
2018-01-01,6.794679448644459,6.793398039925528
2018-01-15,6.798188222500705,6.733451860868217
2018-02-01,6.8007898109193645,6.753683690801384
2018-02-15,6.803916369368824,6.717750303619431
2018-03-01,6.805668604775688,6.735917475924561
2018-03-15,6.802573313056469,6.703561440821989
2018-04-01,6.799027696770069,6.689987454735453
2018-04-15,6.795512756341946,6.665763286031526
2018-05-01,6.738147321560794,6.6779209718187635
2018-05-15,6.74199526031117,6.684282006142507
2018-06-01,6.690879228820682,6.678394254959284
2018-06-15,6.695745420288031,6.693929633217189
2018-07-01,6.758535809247158,6.697714440667791
2018-07-15,6.7639346701980045,6.69238226240041
2018-08-01,6.708430085249448,6.686515476616472
2018-08-15,6.655333355220599,6.683849687622107
2018-09-01,6.6650053011353725,6.679018664498173
2018-09-15,6.6027541132215966,6.687468087052061
2018-10-01,6.611459209890555,6.692713863657936
2018-10-15,6.601327296532839,6.692168888666519
2018-11-01,6.723268116769353,6.6905378374704165
2018-11-15,6.663548882067731,6.69153143983644
2018-12-01,6.664098181724499,6.699595868752542
2018-12-15,6.658418422669185,6.695801192539341
2019-01-01,6.708937864442698,6.693082555814008
2019-01-15,6.714995018022411,6.693099850728996
2019-02-01,6.72055704379279,6.692571462208575
2019-02-15,6.713244325392688,6.680529095912827
2019-03-01,6.6959395101124795,6.667509450724559
2019-03-15,6.686550347102294,6.654462786874487
2019-04-01,6.674019411427988,6.646914586295526
2019-04-15,6.6717737344904435,6.641623438772466
2019-05-01,6.6114345607170115,6.629659486627841
2019-05-15,6.622240862457765,6.630052596320832
2019-06-01,6.571243132766146,6.628206218016323
2019-06-15,6.62886885654007,6.62539853644093
2019-07-01,6.593369313372226,6.638285027847643
2019-07-15,6.59161724615024,
2019-08-01,6.589862103800083,6.663570276675353
2019-08-15,6.608412414978601,6.654302151366751
2019-09-01,6.634789292241042,6.640288078433971
2019-09-15,6.657749342898131,6.632482985797308
2019-10-01,6.657220032320602,6.623647077140293
2019-10-15,6.648804509550161,6.602632666494492
2019-11-01,6.640378009732886,6.577633782360149
2019-11-15,6.632664717216682,6.5815348357162815
2019-12-01,6.624993870421932,6.5973111441995576
2019-12-15,6.619323188625813,6.576537734978925
2020-01-01,6.608228931323102,6.581270989480428
2020-01-15,6.601761996868704,6.569050750613709
2020-02-01,6.707511931543863,6.564022491575047
2020-02-15,6.742250094624773,6.560668443687492
