Date,Busia,Kasese
2016-01-01,5.36207779532648,5.348347602514579
2016-01-15,5.28363414666162,5.266285508327007
2016-02-01,5.405565575822368,5.195917505983043
2016-02-15,5.385648973011552,5.185958910135953
2016-03-01,5.463674226384866,5.221032879357389
2016-03-15,5.477292535162619,5.223111132440883
2016-04-01,5.460621755745066,5.136295417425962
2016-04-15,5.532574725528885,5.567012749439217
2016-05-01,5.50402977358301,5.567228546636379
2016-05-15,5.534768200374164,5.527192406565706
2016-06-01,5.637730380161156,5.497373022466234
2016-06-15,5.616097471738887,5.490471258621478
2016-07-01,5.6194157628448895,5.485513885498625
2016-07-15,5.634434821290053,5.429794741540402
2016-08-01,5.469654946532747,5.3589575269467336
2016-08-15,5.456208999440352,5.397093811872772
2016-09-01,5.4980504777480865,5.4159222635835285
2016-09-15,5.6144753223593185,5.409913386757244
2016-10-01,5.574993019280119,5.408099538487851
2016-10-15,5.571987744855858,5.500594215194037
2016-11-01,5.665746161968274,5.526585482262797
2016-11-15,5.61794312996396,5.500995865354972
2016-12-01,5.6592902186260625,5.546280461722336
2016-12-15,5.657481000326382,5.546067412955479
2017-01-01,5.732630316712065,5.54585440956873
2017-01-15,5.756137415357606,5.556347597857354
2017-02-01,5.714467684831294,
2017-02-15,5.727483129399476,
2017-03-01,5.869151850657754,5.587182265971364
2017-03-15,5.998561595793225,5.628726455502891
2017-04-01,5.959988615736292,5.476937271098081
2017-04-15,6.002421144032829,5.615586711787795
2017-05-01,6.0187784503382575,5.785360236914406
2017-05-15,6.03479995022846,5.93045064721963
2017-06-01,6.074183924777686,5.869718158346983
2017-06-15,5.659705617436055,5.797147848052577
2017-07-01,5.528147641817006,5.798202139185474
2017-07-15,5.460618596056998,5.487085169245161
2017-08-01,5.439461623410591,5.4286507073063754
2017-08-15,5.525192317310887,5.423792202869158
2017-09-01,5.5759271550088,5.523922370018485
2017-09-15,5.540051507507869,5.61415947966159
2017-10-01,5.377670905866268,5.699665123306827
2017-10-15,5.3681477670877875,5.504657086429095
2017-11-01,5.2868257212315735,5.509969272545783
2017-11-15,5.198209393888956,5.509835631923639
2017-12-01,5.28116832756406,5.399951863554027
2017-12-15,5.241253311880692,4.997954958588023
2018-01-01,5.240375499687569,5.364153600868913
2018-01-15,5.223738293486406,5.398856937986302
2018-02-01,5.209250741378117,5.340960086732695
2018-02-15,5.3214082808323,5.2955299611516224
2018-03-01,5.237904403694265,
2018-03-15,5.161002682641719,
2018-04-01,5.157121502388198,
2018-04-15,5.17731166271308,
2018-05-01,5.136990672738601,5.031057255317754
2018-05-15,5.163281848150364,4.957573358658255
2018-06-01,5.123095675022673,4.92706805232435
2018-06-15,5.136495948038006,4.736172239430261
2018-07-01,5.123953464458541,4.733992542886342
2018-07-15,4.710315988315033,4.666220668449808
2018-08-01,4.709989476606838,4.4730797295284805
2018-08-15,4.674075600182032,4.502981105981861
2018-09-01,4.677959870541799,4.522474967701403
2018-09-15,4.630512510540956,4.523722180934396
2018-10-01,4.653049207349539,
2018-10-15,4.897305151417043,
2018-11-01,4.981561429792054,4.527454514461543
2018-11-15,5.031693897681903,4.651334710704814
2018-12-01,5.035434103522495,4.652254040203766
2018-12-15,5.042843827799949,4.683771759261495
2019-01-01,5.111948931298989,4.942049894503591
2019-01-15,5.131306897043219,5.057198924889497
2019-02-01,5.145237330006572,5.033716055574165
2019-02-15,5.326166783174299,5.031486781534874
2019-03-01,5.281200919368427,4.774732600971392
2019-03-15,5.315883093287069,4.711146870071177
2019-04-01,5.49049406921397,4.660042381252621
2019-04-15,5.6431166006786,5.081759205498516
2019-05-01,5.591947821337684,5.377469152909199
2019-05-15,5.533806208512949,5.427699702518401
2019-06-01,5.562437848935936,5.52419544989949
2019-06-15,5.638344808155095,5.549679171069438
2019-07-01,,
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
