Date,Busia,Kisumu
2016-01-01,5.442819559302515,5.663050592336632
2016-01-15,5.368390731264161,5.665145711442798
2016-02-01,5.367908856384362,5.632303455607044
2016-02-15,5.351975757904964,5.658435682791919
2016-03-01,5.328980718580166,5.650460467056651
2016-03-15,5.402413493497336,5.6453157285155475
2016-04-01,5.499568265555266,5.644411917069104
2016-04-15,5.533521247132916,5.661726557228723
2016-05-01,5.554348883772717,5.662286980255242
2016-05-15,5.624919297368462,5.655378637757975
2016-06-01,5.654594186213162,5.650149312952401
2016-06-15,5.655251409158446,5.645324684896288
2016-07-01,5.74055434548759,5.642164336412144
2016-07-15,5.7112072009785875,5.792136561535243
2016-08-01,5.7638030947339844,5.791749730263689
2016-08-15,5.612515317093071,5.700689398665549
2016-09-01,5.566786906099898,5.637962998629512
2016-09-15,5.697072309837952,5.6348541569084265
2016-10-01,5.700987244766897,5.710523285267847
2016-10-15,5.688592229992797,5.624883450128195
2016-11-01,5.697319423884363,5.682552025271533
2016-11-15,5.636170643723225,5.768359647969329
2016-12-01,5.6194313433579515,5.763139938819203
2016-12-15,5.629948896936181,5.756721464185711
2017-01-01,5.714692616025398,5.7460122319439355
2017-01-15,5.80807891460058,5.725842173754239
2017-02-01,5.76549916484374,5.718796031024982
2017-02-15,5.752193689028138,5.846394202277281
2017-03-01,5.76315459508666,6.070165435692222
2017-03-15,5.861196332657981,6.057741573514864
2017-04-01,5.928837110631458,6.045890772185865
2017-04-15,6.079054370053745,6.089215612692157
2017-05-01,6.083893311057493,6.217219775604103
2017-05-15,5.980881500846523,6.2257699620812135
2017-06-01,6.01459182757544,6.230121695754557
2017-06-15,5.688290027834117,6.234106630229812
2017-07-01,5.474777111293995,6.236415078500186
2017-07-15,5.462532472239282,6.050020259012001
2017-08-01,5.416722136441101,5.940367478789689
2017-08-15,5.477651372541887,5.832822456095262
2017-09-01,5.480279080286579,5.838244418011139
2017-09-15,5.433135781583236,5.838868489147492
2017-10-01,5.450898467104721,5.789942314452403
2017-10-15,5.44403246461266,5.791097344948546
2017-11-01,5.411591328899088,5.7086395710418545
2017-11-15,5.281738231253175,5.70524108700508
2017-12-01,5.235077220363793,5.700392527317466
2017-12-15,5.241253311880692,5.690898990958889
2018-01-01,5.357897063254608,5.684368097814075
2018-01-15,5.3907923781495715,5.680491409799482
2018-02-01,5.347322780520523,5.691082366106241
2018-02-15,5.258887923850967,5.684141831656925
2018-03-01,5.254202785427384,5.6772491363872915
2018-03-15,5.186003984847137,5.67054198068604
2018-04-01,5.136607962555095,5.7977690060576865
2018-04-15,5.285397988508652,5.8004367831431525
2018-05-01,5.2114667656400835,5.795637037213054
2018-05-15,5.197853192215453,5.664432241620108
2018-06-01,4.985817556396541,5.663199000270156
2018-06-15,5.09438446268788,5.670535494594354
2018-07-01,5.025513391645289,5.672169642394061
2018-07-15,5.041170232632022,5.5193370956035475
2018-08-01,4.888397134079656,5.339466838321893
2018-08-15,4.916389067603962,5.330396879833921
2018-09-01,4.9122411662664645,5.57220467577263
2018-09-15,4.785862950560118,5.576181823223533
2018-10-01,4.85034721833305,5.512297429154828
2018-10-15,4.9101258398461045,5.513197636284299
2018-11-01,5.09637269505928,5.50906930611186
2018-11-15,5.065030317949494,5.497361205268572
2018-12-01,4.9922619316572865,5.4941026261324355
2018-12-15,5.020243995882708,5.492361773658002
2019-01-01,5.177463538409615,5.497380728947945
2019-01-15,5.228470645496867,5.493305968234323
2019-02-01,5.28346871561634,5.5026258697830075
2019-02-15,5.367156127707497,5.4982612581313735
2019-03-01,5.281200919368427,5.490638447723022
2019-03-15,5.315883093287069,5.480054606088573
2019-04-01,5.353189561812566,5.476130764378098
2019-04-15,5.587374617670365,5.617958333492258
2019-05-01,5.789448942038557,5.627142276829259
2019-05-15,5.629726330391688,5.622291851820194
2019-06-01,5.520799860898352,5.754895150102365
2019-06-15,5.546362418443445,5.611646995814282
2019-07-01,,5.71649165163099
2019-07-15,,5.811379566268726
2019-08-01,,5.812096736701151
2019-08-15,,
2019-09-01,,5.813529536407596
2019-09-15,,5.813621665459461
2019-10-01,,5.810214935358393
2019-10-15,,5.810849444504627
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,5.815279771312942
2020-02-15,,5.809329647824573
