Date,Lira,Masindi
2016-01-01,6.436148975078473,6.465225239159982
2016-01-15,6.457163050239392,6.455271570344619
2016-02-01,6.477744607422322,6.458589092132568
2016-02-15,6.473162368611613,6.494510253296489
2016-03-01,6.523607660487864,6.679165800083002
2016-03-15,6.533219508232758,6.682867262137889
2016-04-01,,6.6772433500105635
2016-04-15,,6.702156046269875
2016-05-01,,6.701163274258705
2016-05-15,6.570768831484161,6.692598276373965
2016-06-01,6.447526166306873,6.689336626453335
2016-06-15,6.497048837167734,6.497768002966438
2016-07-01,6.44208891795444,6.482272895773473
2016-07-15,6.39527238426644,6.506644149537146
2016-08-01,6.434640790059747,6.523013723867226
2016-08-15,6.518242265563295,6.523105074728996
2016-09-01,6.428850818889928,6.592809197100206
2016-09-15,6.510267532685133,6.588568383098891
2016-10-01,6.391014297990599,6.501129119006803
2016-10-15,6.298152694444477,6.47904873424721
2016-11-01,6.223871551232857,6.279218116108922
2016-11-15,6.196020980739118,6.260940526838434
2016-12-01,6.238534386305067,6.420259995524769
2016-12-15,6.340190510855426,6.429318290751434
2017-01-01,6.381477238375431,6.422438596006496
2017-01-15,6.42374508302159,6.502437728059688
2017-02-01,6.4636091347458136,6.576508348170308
2017-02-15,6.4792184918078,6.569405482771316
2017-03-01,6.464056484933999,6.5664279873774465
2017-03-15,6.5211481450910345,6.59449947292605
2017-04-01,6.519273661151749,6.590755438475138
2017-04-15,6.568966093550701,6.586698709388025
2017-05-01,6.645468105605275,6.5783167218983065
2017-05-15,6.4782764651819384,6.5860404154731125
2017-06-01,6.249941284569154,6.591907192610265
2017-06-15,6.228681848131042,6.4118164431456215
2017-07-01,6.2659803117222515,6.41053682201548
2017-07-15,6.292194163201874,6.527440987522891
2017-08-01,6.271137464597169,6.525614734516767
2017-08-15,6.317699905974179,6.592977142183737
2017-09-01,6.357140898896652,6.586298810232551
2017-09-15,6.394318037211166,6.5810939443545005
2017-10-01,6.328273782729202,6.259280911242251
2017-10-15,6.210841089075997,6.247240634735078
2017-11-01,6.199958318290453,6.099256312823137
2017-11-15,6.123052407578428,6.096423615231827
2017-12-01,6.147113632420211,6.0930990441139725
2017-12-15,6.203423649505542,6.201628316886867
2018-01-01,6.286661969353938,6.193168320476011
2018-01-15,6.293222309231491,6.534267070874941
2018-02-01,5.9749443426336715,6.091974649613189
2018-02-15,5.972560340355643,6.240293047883502
2018-03-01,6.083188164709767,6.285141029044338
2018-03-15,6.0788112493633095,6.323362040091088
2018-04-01,6.040385496744466,6.314864314283129
2018-04-15,5.9491645246753775,6.312468821959264
2018-05-01,5.939870241677762,6.3868037865875475
2018-05-15,5.873864090532411,5.938402611669982
2018-06-01,5.714366664007403,5.629724020853323
2018-06-15,5.697583406584886,5.898120403270181
2018-07-01,5.758102304256531,5.892324066256074
2018-07-15,5.649097005083259,5.866086690823091
2018-08-01,5.800758587813922,5.869226387091382
2018-08-15,5.784712081816943,5.857681101683534
2018-09-01,5.841110680347479,5.901735302163914
2018-09-15,5.834065058504329,5.896394331465438
2018-10-01,5.839586949853373,5.902868399800893
2018-10-15,5.703204814444655,5.905969203422213
2018-11-01,5.6229466757934095,6.029452908409985
2018-11-15,5.634743279049029,6.039693056045557
2018-12-01,5.71724971807289,6.042672118507518
2018-12-15,5.721926078892491,6.049863413063866
2019-01-01,5.922879147515317,6.0437438497091085
2019-01-15,5.9865902808093505,6.290943887549103
2019-02-01,5.902844511033482,6.2984456606870545
2019-02-15,6.155978518190804,6.379122069505014
2019-03-01,6.039841405289059,6.285230565550589
2019-03-15,6.14072173954953,6.280563749181227
2019-04-01,6.228322221193214,6.4334900468383385
2019-04-15,6.308781135544713,6.4627106498286615
2019-05-01,6.341989667879001,6.55582244461739
2019-05-15,6.304411448111898,6.559342516862992
2019-06-01,6.262089117465058,6.559849888415118
2019-06-15,6.2361818089107155,6.445902339892784
2019-07-01,6.303076376165733,6.418806060294423
2019-07-15,6.3657752624009465,
2019-08-01,6.281407734633152,6.3623061357761745
2019-08-15,6.032433588346935,6.360449731425417
2019-09-01,6.322884097347818,6.361521890053232
2019-09-15,6.320415923684844,6.362026681404687
2019-10-01,6.134103882928899,6.43741658281623
2019-10-15,6.262470026735534,6.353616121186233
2019-11-01,6.266450263297433,6.349066028814024
2019-11-15,6.267630637908428,6.351457298830538
2019-12-01,6.221756494410192,6.349456966723921
2019-12-15,6.0267611477543905,6.353528086206698
2020-01-01,6.020383092631721,6.348846549642127
2020-01-15,6.022370671925227,6.35071278246319
2020-02-01,6.34820162436381,6.388264206515881
2020-02-15,6.350812651108987,6.389361321226222
