Date,Lira,Kampala
2016-01-01,5.410867959495913,5.470728347419592
2016-01-15,5.263858711370618,5.458969852156509
2016-02-01,5.091450246302431,5.460547710239721
2016-02-15,5.1276900020119776,5.456993749154578
2016-03-01,5.215838062480285,5.428510313927199
2016-03-15,5.2776013385717055,5.430104293642521
2016-04-01,,5.461639567537767
2016-04-15,,5.566097417567529
2016-05-01,,5.567228546636379
2016-05-15,5.492372641406479,5.595170821967687
2016-06-01,5.547932192264347,5.611889148977269
2016-06-15,5.558939057898939,5.612619207362562
2016-07-01,5.654238814326608,5.911840245564505
2016-07-15,5.6504351626364935,5.6792556011719855
2016-08-01,5.5446179850062025,5.54276441635688
2016-08-15,5.540194655513445,5.534623610463989
2016-09-01,5.533937237081611,5.533937237081611
2016-09-15,5.412003251676704,5.584183088392119
2016-10-01,5.460957370352295,5.633328596293082
2016-10-15,5.445999762404194,5.653388594799817
2016-11-01,5.526585482262797,5.7656386678618405
2016-11-15,5.4469286440846965,5.733866391976621
2016-12-01,5.437939317926372,5.728602018516291
2016-12-15,5.447627340142226,5.735801902138559
2017-01-01,5.497376696581344,5.731147736751843
2017-01-15,5.643384932889939,5.7298585308937655
2017-02-01,5.596310607651941,5.730052415847992
2017-02-15,5.635845373847415,5.726010375083201
2017-03-01,5.6341624748955565,5.720502665874353
2017-03-15,5.751701517861699,5.811989948718504
2017-04-01,5.788716895128923,5.790089578940895
2017-04-15,5.894476170595299,5.958899158256917
2017-05-01,6.043431360169944,6.102029828334253
2017-05-15,5.783409002071478,6.109099196459389
2017-06-01,5.797460866115625,6.033060576314948
2017-06-15,5.71903860700354,5.798513035977917
2017-07-01,5.631893952120291,5.676134973936596
2017-07-15,5.720622281086634,5.719883455785202
2017-08-01,5.623736305825427,5.623736305825427
2017-08-15,5.423792202869158,5.528757383475383
2017-09-01,5.41895718941226,5.6189089775824845
2017-09-15,5.417449185415537,5.7011708566512205
2017-10-01,5.411983050855047,5.5896642280924995
2017-10-15,5.342936347741292,5.600378535003355
2017-11-01,5.283441623247333,5.4036072545508675
2017-11-15,5.283993023640264,5.508936755458621
2017-12-01,5.28116832756406,5.400951363887112
2017-12-15,5.2848882477775625,5.405414085303052
2018-01-01,5.068819317163852,5.341019025467256
2018-01-15,4.993391829878138,5.398856937986302
2018-02-01,5.074331423478746,5.398827469053243
2018-02-15,5.146848729373835,5.501201391272896
2018-03-01,5.209331031250209,5.331933353342541
2018-03-15,5.132759470328324,5.3284461754094945
2018-04-01,5.021412250463662,5.320655145316518
2018-04-15,5.123795709372973,5.37278049187107
2018-05-01,5.116156585835759,5.307211822598467
2018-05-15,5.084912781034857,5.245255431110037
2018-06-01,4.939726449196274,5.225047245462376
2018-06-15,4.5130286881160515,4.918493796224216
2018-07-01,4.510848991572132,4.922703897779068
2018-07-15,4.544330850840772,5.235160533260355
2018-08-01,4.661980257420478,5.110232640733851
2018-08-15,4.751633834527906,5.090235997406944
2018-09-01,4.522474967701403,4.840078720018234
2018-09-15,4.514828111541494,4.734190940015797
2018-10-01,4.516574038681002,4.743484072790689
2018-10-15,4.526708868959703,4.837486656206133
2018-11-01,4.642117422781683,4.929799495233464
2018-11-15,4.852756438872189,5.097291180167716
2018-12-01,4.853675768371139,5.098210509666667
2018-12-15,4.730655345160345,4.949208222765956
2019-01-01,4.942049894503591,5.167659538312995
2019-01-15,5.100216309973188,5.267067944995011
2019-02-01,5.109427877309861,5.302970958847781
2019-02-15,5.241055463758015,5.359091567870766
2019-03-01,5.227376269354647,5.344647141107389
2019-03-15,5.161732413459811,5.340780644908796
2019-04-01,5.212721725191387,5.3849382601271465
2019-04-15,5.271703635316351,5.40823271379379
2019-05-01,5.696991831216638,5.864484127981471
2019-05-15,5.691784644209972,5.834407818866163
2019-06-01,5.764146119530081,5.867905353820933
2019-06-15,5.54303462835077,5.700038377160435
2019-07-01,5.497004148961136,5.615845094691474
2019-07-15,5.448752198015116,
2019-08-01,5.283829017302559,5.422650721538611
2019-08-15,5.086228299901257,5.223026601671128
2019-09-01,5.0881396343551275,5.253389207250436
2019-09-15,5.087187761210118,5.285013504540038
2019-10-01,5.086236793266025,5.336103414720988
2019-10-15,5.211616324404532,5.3565503491268665
2019-11-01,5.326761933209239,5.481495533484364
2019-11-15,5.32883091714035,5.510474737547807
2019-12-01,5.4598537184351175,5.528609313850247
2019-12-15,5.330582130612325,5.578517035568579
2020-01-01,5.430360427204537,5.615425469944243
2020-01-15,5.329223491365282,5.432963261125375
2020-02-01,5.212410332453946,5.383303193424278
2020-02-15,5.212105905238999,5.269516812452338
