Date,Lira,Masindi
2016-01-01,5.366612950491872,5.275479556124178
2016-01-15,5.30793631125862,5.112551408384965
2016-02-01,5.24560092612969,5.193232940612374
2016-02-15,5.261221394636499,5.262470614036932
2016-03-01,5.261647598511579,5.291061483717872
2016-03-15,5.310124528397276,5.3013633293406315
2016-04-01,,5.360002190382771
2016-04-15,,5.384874158522637
2016-05-01,,5.385272553728783
2016-05-15,5.483474905986613,5.488427863115462
2016-06-01,5.558112752196465,5.501279277433299
2016-06-15,5.56077560570624,5.500265656213766
2016-07-01,5.544043778281912,5.485513885498625
2016-07-15,5.461575991408508,5.4884566541889885
2016-08-01,5.424749442858798,5.453558019490573
2016-08-15,5.430710422671757,5.35787309871949
2016-09-01,5.446757183360536,5.351244553914868
2016-09-15,5.495092542320812,5.47078410184427
2016-10-01,5.462935610364402,5.462935610364402
2016-10-15,5.498694879390385,5.445999762404194
2016-11-01,5.566337780437899,5.546659148996874
2016-11-15,5.645161305019418,5.552289159742523
2016-12-01,5.666441619783687,5.544493151148241
2016-12-15,5.648656233870946,5.549632479119975
2017-01-01,5.641164589373055,5.54674686835175
2017-01-15,5.687556151203077,5.595701695395968
2017-02-01,5.643174916628158,5.642371381028475
2017-02-15,5.680787899564776,5.635845373847415
2017-03-01,5.773714355301663,5.675177687462979
2017-03-15,5.934618135666965,5.868849431235698
2017-04-01,5.933007506905185,5.897916187093915
2017-04-15,6.026466018286832,5.893859837756065
2017-05-01,6.043960600722122,5.886718728325191
2017-05-15,5.989325119826692,5.959743895809117
2017-06-01,5.995775555775965,6.00134660082542
2017-06-15,5.718299781702108,6.005981854153889
2017-07-01,5.377574783337632,5.535290529329386
2017-07-15,5.319578698236347,5.312198590938724
2017-08-01,5.309136925761163,5.368581761113166
2017-08-15,5.423792202869158,5.368956130992608
2017-09-01,5.437557823581809,5.41895718941226
2017-09-15,5.41348878419944,5.3563303703594904
2017-10-01,5.294200015198664,5.294200015198664
2017-10-15,5.281513535114885,5.280381673081202
2017-11-01,5.254786367486957,5.1520064984226215
2017-11-15,5.154315200331731,5.074272492658195
2017-12-01,5.120237960751424,5.074221723464717
2017-12-15,5.1529607047350146,5.078458177437094
2018-01-01,5.138928883350879,5.068819317163852
2018-01-15,5.149262200584922,5.074360892411804
2018-02-01,5.090860725429956,5.149232731651864
2018-02-15,5.211709363575876,5.146848729373835
2018-03-01,5.172426474314758,5.139302426889725
2018-03-15,5.068220949190753,5.132759470328324
2018-04-01,5.075173427355114,5.126191201696839
2018-04-15,5.058908087167098,5.123795709372973
2018-05-01,5.001985440495777,5.116156585835759
2018-05-15,5.0517605737179565,5.111724038485514
2018-06-01,5.024113841473822,5.093877129023532
2018-06-15,5.03912178401283,5.072644476051474
2018-07-01,4.999311019251264,5.067713746135665
2018-07-15,4.544330850840772,4.544330850840772
2018-08-01,4.549307094916364,4.492688200916857
2018-08-15,4.649584580173736,4.478766847861266
2018-09-01,4.607183514384922,4.464766650080757
2018-09-15,,4.491005807556552
2018-10-01,4.516574038681002,4.516574038681002
2018-10-15,4.705910298417414,4.641371777279842
2018-11-01,4.8450582667783735,4.752465479950549
2018-11-15,4.955410592932272,4.760818943546503
2018-12-01,4.912709299955332,4.853675768371139
2018-12-15,4.86609331605545,4.86609331605545
2019-01-01,5.0220926021771275,4.942049894503591
2019-01-15,5.126191796376449,4.946942438619464
2019-02-01,5.042107713210414,5.033716055574165
2019-02-15,5.300741684808489,5.23877496105929
2019-03-01,5.24564161733194,5.227376269354647
2019-03-15,5.09063649177608,5.223509773156054
2019-04-01,5.369189903159008,5.303592620673194
2019-04-15,5.528341086086172,5.5467516479293515
2019-05-01,5.526565062074832,5.564680694997345
2019-05-15,5.520292489346226,5.520292489346226
2019-06-01,5.500180573695616,5.4791271644977835
2019-06-15,5.572593430592314,5.539695727085255
2019-07-01,5.557937156774589,5.4441263027399
2019-07-15,5.543062877486357,
2019-08-01,5.205586216300784,
2019-08-15,5.086228299901257,5.086228299901257
2019-09-01,4.899548464547578,5.075033286849828
2019-09-15,5.280730842748038,5.223319935534699
2019-10-01,5.387498123844186,5.393261828560937
2019-10-15,5.4181082421263,5.387802892630971
2019-11-01,5.481495533484364,5.481495533484364
2019-11-15,5.482981596967608,5.527281855864189
2019-12-01,5.528609313850247,5.531926066476241
2019-12-15,5.531620811359218,5.534926599493717
2020-01-01,5.6047138143493145,5.613902240403721
2020-01-15,5.128102852138509,5.133041133779092
2020-02-01,5.207854515918085,5.207854515918085
2020-02-15,5.269516812452338,5.269516812452338
