Date,Kasese,Kabale
2016-01-01,6.59185124559715,
2016-01-15,6.6156565153423,
2016-02-01,6.538369229238757,6.072279499314158
2016-02-15,6.3094171973905935,6.067697260503449
2016-03-01,6.343958585768376,6.052711818346197
2016-03-15,6.346395025516676,
2016-04-01,6.339563748316634,
2016-04-15,6.368854314887885,6.006359077614527
2016-05-01,6.364867492656624,6.024352513018453
2016-05-15,6.302427584043952,6.064285957152308
2016-06-01,6.308085776465766,6.066660349312275
2016-06-15,6.304022708317681,6.069029117085975
2016-07-01,6.294245815492255,6.054682991384673
2016-07-15,6.267673380011114,6.057291672110086
2016-08-01,6.290076460134158,6.177661241496442
2016-08-15,6.286970364640864,6.177163334119791
2016-09-01,6.28124928085889,5.9015906574466666
2016-09-15,6.275131015811402,5.897671645539842
2016-10-01,6.269905425364633,6.023680066591198
2016-10-15,6.2491060871399045,6.075009143130266
2016-11-01,6.227078885024721,6.174484605077709
2016-11-15,6.294226504471901,6.243649029728372
2016-12-01,6.288217806451714,6.286515678381184
2016-12-15,6.288004757684856,6.340593980701529
2017-01-01,6.287791754298108,6.337553263857171
2017-01-15,6.285826489962831,6.46359099156879
2017-02-01,,6.441080021685786
2017-02-15,,6.456051432526265
2017-03-01,6.279907416560918,6.4534669048607585
2017-03-15,6.276007303184382,6.485442095386898
2017-04-01,6.218606555244162,6.481520610117915
2017-04-15,6.262058753777611,6.496402150654273
2017-05-01,6.257534701020181,6.507661339637742
2017-05-15,6.310628435613145,6.439371961912164
2017-06-01,6.347297581401177,6.446388484045408
2017-06-15,6.3668608091521115,6.452357644645433
2017-07-01,6.369282154496541,6.450869264021452
2017-07-15,6.369988885086579,6.367671386946217
2017-08-01,6.407006548223583,6.270711842117877
2017-08-15,6.403286631758883,6.221904564035328
2017-09-01,,6.310436724590128
2017-09-15,6.395805026332744,6.262485880339603
2017-10-01,6.432204705577433,6.422139918961293
2017-10-15,6.418592104610791,6.418592104610791
2017-11-01,6.362657981567863,6.201764187855715
2017-11-15,6.252072422680107,6.249502828118477
2017-12-01,6.247963754674888,6.247535397418392
2017-12-15,6.15000395148156,6.249862128999495
2018-01-01,6.310346212392294,6.085991273891787
2018-01-15,6.336602604861716,6.094010137273113
2018-02-01,6.147625904162566,6.094982170677143
2018-02-15,6.090058919852007,6.116338155702188
2018-03-01,,6.09620787791807
2018-03-15,,6.0788112493633095
2018-04-01,,6.174703568313453
2018-04-15,,6.172308075989587
2018-05-01,,6.164398515114918
2018-05-15,5.6507205392182005,6.161546162984192
2018-06-01,6.328376524008624,5.980069829740408
2018-06-15,6.299968870908157,5.884794948673032
2018-07-01,6.3294875493514295,5.774541030599691
2018-07-15,6.3329991274991535,5.649097005083259
2018-08-01,6.263107440216855,5.647919383584474
2018-08-15,6.187961368056826,5.628345580121404
2018-09-01,6.22296592281651,5.435020376845396
2018-09-15,6.301859439573603,5.521269940409946
2018-10-01,6.369328020611899,5.529888746837217
2018-10-15,6.228904854325893,5.530633836766078
2018-11-01,6.057161197187559,5.665766672976337
2018-11-15,6.405194907341884,5.754070716556787
2018-12-01,6.371176185479554,5.7913576902266115
2018-12-15,6.294808393059292,5.8667251963633555
2019-01-01,6.328344255623482,5.859574432826674
2019-01-15,6.287738756600155,5.864459412216863
2019-02-01,6.204561901601647,5.870525719778315
2019-02-15,6.205810891938681,5.934202644317961
2019-03-01,6.143667001228802,5.921674860519634
2019-03-15,6.235529533008196,5.8524256050581895
2019-04-01,6.357432088559859,5.841175693608735
2019-04-15,6.308781135544713,5.933806194194336
2019-05-01,6.341989667879001,6.012072877856533
2019-05-15,6.382780515227405,6.014656836058145
2019-06-01,6.344497805944682,6.017236747212243
2019-06-15,6.368670991956794,6.027516276777158
2019-07-01,,6.029588666448613
2019-07-15,,
2019-08-01,,6.033720605727233
2019-08-15,,6.031416811441848
2019-09-01,,6.033179779515269
2019-09-15,,6.0322279063702595
2019-10-01,,6.029250595280933
2019-10-15,,5.840836417658244
2019-11-01,,5.839218878707314
2019-11-15,,5.839656540906341
2019-12-01,,5.837656208799724
2019-12-15,,5.842217143333874
2020-01-01,,5.869442146111687
2020-01-15,,5.871924323661721
2020-02-01,,5.696518567881224
2020-02-15,,5.696214140666276
