Date,Ruhengeri,Mulindi
2016-01-01,,5.571088988898663
2016-01-15,5.813213621947789,5.543024706943525
2016-02-01,5.809899963020098,5.589509970123071
2016-02-15,5.565998630249903,5.70648899319873
2016-03-01,5.540403243665132,5.6857133354822675
2016-03-15,5.612059180749546,5.685585268384761
2016-04-01,5.678922080859996,5.661559098160208
2016-04-15,5.685380660383976,5.687008000043352
2016-05-01,5.827045976287395,5.6982484395091815
2016-05-15,5.605813449939738,5.6834240526446616
2016-06-01,5.601585196201171,5.653666961434248
2016-06-15,5.494674294856354,5.53549628937661
2016-07-01,5.804549160761584,5.540134773629129
2016-07-15,5.896911203271378,5.517323209622073
2016-08-01,5.886068239536137,5.479961076831278
2016-08-15,5.969562627875629,5.448142437678242
2016-09-01,5.725988766039724,5.482264507025494
2016-09-15,5.793144301235133,5.716619726907178
2016-10-01,5.885365371973309,5.691209357532352
2016-10-15,6.023036726185589,5.689966576622054
2016-11-01,6.019248857314792,5.676788578848956
2016-11-15,6.017624374055705,5.7075990297872945
2016-12-01,6.067536700489121,5.69413846817762
2016-12-15,6.068104917462647,5.5987127220482495
2017-01-01,6.068674618106615,5.4726911860003185
2017-01-15,5.993772259893822,5.415826306276996
2017-02-01,5.912801970203955,5.3546479571231815
2017-02-15,5.903901266889405,5.344578863142679
2017-03-01,5.959418756616188,5.392602716028373
2017-03-15,5.956394825763953,5.5632704748482
2017-04-01,5.952275649165432,5.729132097851222
2017-04-15,6.030813243481567,5.7341933322247485
2017-05-01,6.035900224312573,5.765184965387797
2017-05-15,6.044198305282314,6.037523055848596
2017-06-01,6.160727962320427,6.072717084997715
2017-06-15,6.1591854203209255,5.910030184163604
2017-07-01,5.76177159343919,5.813610441577315
2017-07-15,5.912575778920711,5.852316587402514
2017-08-01,5.909434098622017,5.8047231445329865
2017-08-15,5.905307902819664,5.805500445920443
2017-09-01,5.89071926244637,5.784967433928924
2017-09-15,5.885046007533101,5.938681223365733
2017-10-01,6.059003508184932,5.671958697928087
2017-10-15,6.061307584499176,5.7485363887460394
2017-11-01,6.071677381470038,5.893331973055723
2017-11-15,6.085435287853515,5.91847138671388
2017-12-01,6.159666166554744,5.949232202845484
2017-12-15,6.158045356678502,5.988870920090783
2018-01-01,5.7509560227244725,5.8771073080513725
2018-01-15,5.903780169615618,5.784196953455086
2018-02-01,5.902458565057477,5.717498800713425
2018-02-15,5.891147034475059,5.736393763487657
2018-03-01,5.8858695278639335,5.826298567618601
2018-03-15,5.754875960864952,5.844604730831082
2018-04-01,5.862250120202743,5.804949266365403
2018-04-15,5.857796833267144,5.784991792893838
2018-05-01,5.850939046591927,5.777950686423047
2018-05-15,5.857831007394825,5.828272205153281
2018-06-01,5.993283549476262,5.821366588083714
2018-06-15,5.937696004520118,5.813664723599795
2018-07-01,5.633588328070851,5.645839629851371
2018-07-15,5.528804922411252,5.638592484291439
2018-08-01,5.709600122925881,5.651103916244273
2018-08-15,5.991774893223915,5.825402637837638
2018-09-01,5.878150919984036,5.797707651520045
2018-09-15,5.861096686347354,5.80162312171207
2018-10-01,5.866342462953229,5.82110862112908
2018-10-15,5.866568482702396,5.859151885047347
2018-11-01,5.864323480928714,5.934800399188161
2018-11-15,5.868572647754504,5.840967381662614
2018-12-01,5.900907683408751,5.903311530720146
2018-12-15,5.894875115457288,5.8465085903537135
2019-01-01,5.62558865786655,5.936377299753068
2019-01-15,5.570762311305188,5.8095285835549575
2019-02-01,5.716099514565805,5.836134441152891
2019-02-15,5.6993354778032455,5.797821103514809
2019-03-01,5.750670923712082,5.810489418922992
2019-03-15,5.705888549649205,5.784064048256987
2019-04-01,5.731178024565783,5.791639687040213
2019-04-15,5.726996139497009,5.769036228404077
2019-05-01,5.758209508868859,5.815367922708808
2019-05-15,5.801774790427058,5.860212794972632
2019-06-01,5.800886824560006,5.88682925436073
2019-06-15,5.828561575156329,5.928871070972161
2019-07-01,,5.885381488671111
2019-07-15,,
2019-08-01,5.907267333268679,
2019-08-15,5.763262629627971,5.742264482788198
2019-09-01,5.80823603718836,5.780768642487749
2019-09-15,5.799037238218257,5.7878639376201315
2019-10-01,5.757170050978357,5.794815650594725
2019-10-15,5.771015811669442,5.773488000814831
2019-11-01,5.732502770058035,
2019-11-15,5.785674872420951,
2019-12-01,5.818029138934011,
2019-12-15,5.786700268917317,
2020-01-01,5.75435806875749,
2020-01-15,5.763321038796345,
2020-02-01,5.675781063510792,
2020-02-15,5.614574181422755,
