Date,Kampala,Nakuru
2016-01-01,5.3845506511785395,5.481733555968683
2016-01-15,5.1937148154921715,5.483828675074848
2016-02-01,5.307425308138028,5.489936214320122
2016-02-15,5.356531574440825,5.476114125997964
2016-03-01,5.425347422518691,5.466277500130518
2016-03-15,5.413154735328748,5.466881610066053
2016-04-01,5.448326518888029,5.481495452284838
2016-04-15,5.509585207304187,5.496476984333416
2016-05-01,5.477387842636589,5.5432655543477125
2016-05-15,5.514758004367279,5.538008739888918
2016-06-01,5.606639793091126,5.529055015992362
2016-06-15,5.606502980345127,5.566109449342783
2016-07-01,5.518558680276081,5.600755801257136
2016-07-15,5.4923782278421704,5.59777702618181
2016-08-01,5.457606608016572,5.597390194910255
2016-08-15,5.4244927860608865,5.636358540284409
2016-09-01,5.470758335460079,5.634646246003519
2016-09-15,5.627181973628433,5.632367624338421
2016-10-01,5.554465747867358,5.587754620875948
2016-10-15,5.605005513884532,5.545394299069956
2016-11-01,5.694206580903874,5.541852143168398
2016-11-15,5.758867694182038,5.534443999673209
2016-12-01,5.823641598941343,5.530653883332676
2016-12-15,5.769210964269688,5.5611317577429045
2017-01-01,5.587818608667763,5.661878554781921
2017-01-15,5.7164555007664255,5.681887239771205
2017-02-01,5.687172586241856,5.743950070141367
2017-02-15,5.682328731918932,5.7263850566222505
2017-03-01,5.8162156113416374,5.760239471327563
2017-03-15,5.970263159670798,5.8884789667430075
2017-04-01,5.950101940264485,5.974431808203719
2017-04-15,5.959476692203088,6.016483642540626
2017-05-01,5.967570824954286,6.024153679527171
2017-05-15,6.011498977321014,6.0861772101302805
2017-06-01,6.04907800364661,6.070589328954531
2017-06-15,6.40700251050163,6.048216372222951
2017-07-01,5.343673231661951,5.695959788303839
2017-07-15,5.372561740665815,5.643533178408144
2017-08-01,5.366831366827636,5.604576828017877
2017-08-15,5.423792202869158,5.580056648749709
2017-09-01,5.621333221193991,5.586206400697214
2017-09-15,5.489861762984013,5.586102681801939
2017-10-01,5.340009551229958,5.564456449870527
2017-10-15,5.281513535114885,5.5087486184721275
2017-11-01,5.20226833320351,5.473799979964453
2017-11-15,5.218853721469302,5.433670941785395
2017-12-01,5.1489231087502825,5.339125632083037
2017-12-15,5.222295398136079,5.332551805827794
2018-01-01,5.209309680112678,5.350815571296197
2018-01-15,5.112512658376181,5.426257271415242
2018-02-01,5.117816535418485,5.410063811885231
2018-02-15,5.272618116662868,5.423781289056337
2018-03-01,5.15217261741026,5.4168885937867035
2018-03-15,5.059852699520237,5.393311309781967
2018-04-01,5.1672225983747015,5.289446512509814
2018-04-15,5.123795709372973,5.290854167616759
2018-05-01,5.039616508713424,5.245922320260343
2018-05-15,5.111724038485514,5.246063728676035
2018-06-01,5.112569262035685,5.246206386990925
2018-06-15,5.115661861135165,5.250681649034091
2018-07-01,5.108205107490402,5.2551770291148285
2018-07-15,4.615789814822916,5.253633929870541
2018-08-01,4.549307094916364,5.1110644082748955
2018-08-15,4.653708297357598,4.944734399021936
2018-09-01,4.594578261602748,4.974367675017009
2018-09-15,4.56091921874176,4.770705457689668
2018-10-01,4.615308879366691,4.774698486024049
2018-10-15,4.802639924875964,4.942652777816686
2018-11-01,4.9483758808064,4.943553796049248
2018-11-15,5.037327715400159,4.969441148143281
2018-12-01,5.05496052587285,4.966182569007144
2018-12-15,5.014513321173723,4.964441716532711
2019-01-01,5.096200574330849,4.964400760782645
2019-01-15,5.15898161919944,4.964359803355138
2019-02-01,5.10420593332871,4.977299155326217
2019-02-15,5.326166783174299,5.029581255816146
2019-03-01,5.311310720839797,5.024600454870633
2019-03-15,5.1011077916433765,5.0745894979804085
2019-04-01,5.369189903159008,5.333029920737425
2019-04-15,5.615633954984768,5.650562213585073
2019-05-01,5.607646730880788,5.628563741176636
2019-05-15,5.523688078347364,5.609369920403274
2019-06-01,5.54764711093454,5.633051512271211
2019-06-15,5.629212324591822,5.538790733771096
2019-07-01,5.584291539316778,5.434711325991516
2019-07-15,5.476083391530559,5.687858267239304
2019-08-01,5.35472937439742,5.72207068925438
2019-08-15,5.320824344947255,5.718744201204467
2019-09-01,5.2944760673529565,5.528957886370207
2019-09-15,5.39421279650503,5.500547027052287
2019-10-01,5.459953203059609,5.461518757151466
2019-10-15,5.52756483500613,5.458524012339249
2019-11-01,5.529286197320713,5.4654229684845435
2019-11-15,5.576072020033621,5.4684175691905965
2019-12-01,5.656309786163976,5.468140731362956
2019-12-15,5.667632569042072,5.470192179309306
2020-01-01,5.698624413799216,5.465776359300752
2020-01-15,5.357169421755842,5.469123096032345
2020-02-01,5.383303193424278,5.466027808045331
2020-02-15,5.327866695514615,5.461402532228593
