Date,Nairobi,Makueni
2016-01-01,6.976395953810355,
2016-01-15,6.9644286955730585,
2016-02-01,6.969037625026219,
2016-02-15,6.872958698013008,
2016-03-01,6.891196321007663,
2016-03-15,6.850134914610164,6.744210224043156
2016-04-01,6.849735160492912,6.624184869148137
2016-04-15,6.8645397490665605,6.641520506286292
2016-05-01,6.915992455889184,6.761998774256769
2016-05-15,6.955187404001223,6.754266370581524
2016-06-01,6.948831064537871,6.747107341524484
2016-06-15,6.944306600230055,6.743936973564398
2016-07-01,6.942049186344503,6.846468211755837
2016-07-15,6.946164689344923,6.842101126031313
2016-08-01,6.9462269934952445,6.842212675034215
2016-08-15,6.943163750346061,6.839999063497468
2016-09-01,6.9450421241959,6.840278801747819
2016-09-15,6.941933282474813,6.837169960026733
2016-10-01,6.9386100362728955,6.834070753256692
2016-10-15,6.934382869273539,7.012008031304075
2016-11-01,6.927921658868566,7.005973144572913
2016-11-15,6.92254178779225,7.000503329261961
2016-12-01,6.916948244452567,6.950451100534571
2016-12-15,6.909702542280784,6.900387468677291
2017-01-01,6.912848604823,6.892453608301927
2017-01-15,6.879978348189089,6.868885098307008
2017-02-01,6.813519155821566,6.863398884620713
2017-02-15,6.742404429030368,6.763447032499003
2017-03-01,6.7434696858768275,6.76180013802081
2017-03-15,6.7309748971348045,6.75391752973697
2017-04-01,6.937123713238327,6.740051637576656
2017-04-15,6.723580933077895,6.8170703415862315
2017-05-01,6.862594086080313,6.733627753374544
2017-05-15,6.918917142641159,6.736595585847204
2017-06-01,6.734997450714313,6.9096167871461756
2017-06-15,6.764585191897196,6.837694661721328
2017-07-01,6.839996602265405,6.7472407022661764
2017-07-15,6.847582666910338,6.7431674395719465
2017-08-01,6.7840875178290085,6.737567502194116
2017-08-15,6.826732031130862,6.745553560513844
2017-09-01,6.8919829141380236,6.698553266927505
2017-09-15,6.754143476901811,6.649234530454639
2017-10-01,6.737814618376857,6.738850351250389
2017-10-15,6.736894959332139,6.755414007099377
2017-11-01,6.736492478697291,6.756570373233819
2017-11-15,6.7518580805548085,6.753389083660699
2017-12-01,6.731676530817233,6.749449052697467
2017-12-15,6.73286872857899,6.742619896426794
2018-01-01,6.713360752204424,6.5428810290214185
2018-01-15,6.716442261281928,6.375822792174269
2018-02-01,6.820726764022079,6.383512957599335
2018-02-15,6.8266658924364245,6.375855320215022
2018-03-01,6.795454701147532,6.369679727880385
2018-03-15,,6.607814485954423
2018-04-01,,6.636436823670675
2018-04-15,,6.611919638224058
2018-05-01,6.65984862004232,6.628978686106459
2018-05-15,6.659054816764169,6.568684994934784
2018-06-01,6.360634965102319,6.1162255195772595
2018-06-15,6.365110227145485,6.025208435862414
2018-07-01,6.499832687846701,6.210688474142265
2018-07-15,6.438290944897186,6.169924661744696
2018-08-01,6.436750223139949,6.212608833725317
2018-08-15,6.429675613045191,6.207530896506882
2018-09-01,6.4219548838385405,6.280856042868541
2018-09-15,6.477993233832854,6.20312242554521
2018-10-01,6.493962453213951,6.283612474715751
2018-10-15,6.430157040868091,6.358103723228033
2018-11-01,6.423004324293556,6.35612704163298
2018-11-15,6.389637060938853,6.340585471507749
2018-12-01,6.448309439533206,6.32479854270489
2018-12-15,6.476152738164056,6.342078014909487
2019-01-01,6.4769465579129,6.44337812268831
2019-01-15,6.41964703596198,6.535353843673951
2019-02-01,6.4209079730420875,6.485736571466569
2019-02-15,6.508657350387003,6.5957691844564295
2019-03-01,6.592006318184378,6.644014821801107
2019-03-15,6.553918725067488,6.608225696998227
2019-04-01,6.456960017389824,6.639262124379034
2019-04-15,6.460717296052026,6.669364217590571
2019-05-01,6.6746858472233495,6.6746858472233495
2019-05-15,6.863783054289599,6.763265605620779
2019-06-01,6.8543383486645615,6.669688502111016
2019-06-15,6.921842013395526,6.841993085395108
2019-07-01,6.923450998784079,6.834854370271537
2019-07-15,6.918950045320755,6.827664327259632
2019-08-01,6.9755659902614235,6.8284733274976945
2019-08-15,6.974806897716756,6.829281673783383
2019-09-01,6.921444217738019,6.732620083456497
2019-09-15,6.917661375862936,6.857713115249154
2019-10-01,6.779293171834601,6.876463706498625
2019-10-15,6.779838253727508,6.894869174417017
2019-11-01,6.845138358506392,
2019-11-15,6.8481759593307014,
2019-12-01,6.847103084076553,
2019-12-15,6.850003535551118,
2020-01-01,6.846391191969041,
2020-01-15,6.842472292560199,
2020-02-01,6.844251100331429,
2020-02-15,6.841224378842866,
