Date,Kabale,Ruhengeri
2016-01-01,,
2016-01-15,,5.686382421893085
2016-02-01,5.203928229729121,5.482212555954618
2016-02-15,5.2333361911469645,5.343785744428647
2016-03-01,5.301558139647146,5.317259692350922
2016-03-15,,5.462798568075496
2016-04-01,,5.5898220860739505
2016-04-15,5.482078561514354,5.64041055206493
2016-05-01,5.483369914314137,5.723646630114792
2016-05-15,5.472491270852649,5.633496878688155
2016-06-01,5.516649026125994,5.647826310704707
2016-06-15,5.558939057898939,5.442972920479464
2016-07-01,5.543111377281961,5.637366665183314
2016-07-15,5.461575991408508,5.828100996868503
2016-08-01,5.424749442858798,5.818129277922894
2016-08-15,5.4244927860608865,5.873783954270277
2016-09-01,5.4528116922692424,5.746517346180854
2016-09-15,5.5281612144275725,5.757736228865874
2016-10-01,5.518665687972942,5.820826850835738
2016-10-15,5.554161960903257,5.882635601941433
2016-11-01,5.6520196646547,5.877459274311107
2016-11-15,5.824222875226165,5.87745251160922
2016-12-01,5.877637597676779,5.932549491622618
2016-12-15,5.824780815424499,5.935301379881539
2017-01-01,5.728175966362685,5.783709938631334
2017-01-15,5.670435110422965,5.771307253815568
2017-02-01,5.72931576756422,5.758748808539532
2017-02-15,5.722318971851242,5.749359274202527
2017-03-01,5.7813879192895,5.748888479187723
2017-03-15,5.998561595793225,5.745864548335489
2017-04-01,5.996356259907167,5.742168303048542
2017-04-15,6.037207260118245,5.896988466668348
2017-05-01,6.043960600722122,5.902075447499354
2017-05-15,6.050740776621751,5.90847120073121
2017-06-01,6.061186601181437,5.909609747127564
2017-06-15,5.940703961448439,5.907674470471145
2017-07-01,5.630277136893386,5.352890014635128
2017-07-15,5.431462011765542,5.576571269155546
2017-08-01,5.425681877812573,5.572610923236017
2017-08-15,5.528757383475383,5.657981515716713
2017-09-01,5.6189089775824845,5.8024266553006925
2017-09-15,5.522414366021762,5.79558037972506
2017-10-01,5.411983050855047,5.8770732642505985
2017-10-15,5.396779579762114,5.8797785777764275
2017-11-01,5.343733853503453,5.888558694303065
2017-11-15,5.218853721469302,5.902518315739796
2017-12-01,5.074221723464717,5.571507339385583
2017-12-15,5.1529607047350146,5.570072281113154
2018-01-01,5.223767763287908,5.5703137274502375
2018-01-15,5.101759866599919,5.446643050963132
2018-02-01,5.149232731651864,5.39362695989835
2018-02-15,5.290636622165547,5.226505346913041
2018-03-01,5.27250993287174,5.21888317334266
2018-03-15,5.135360252028382,5.209444807921487
2018-04-01,5.192037767494425,5.169102939642798
2018-04-15,5.189642275170559,5.302409381441243
2018-05-01,5.116156585835759,5.386743758941939
2018-05-15,5.173281931484947,5.393635719744837
2018-06-01,5.176611628362781,5.5153510240897505
2018-06-15,5.194083822910968,5.404346046175641
2018-07-01,5.206397133669616,5.212594957636131
2018-07-15,4.774854509452604,5.141937138118678
2018-08-01,4.670143568059638,5.1392737720522765
2018-08-15,4.751633834527906,5.347775083481243
2018-09-01,4.522474967701403,5.293802470598628
2018-09-15,4.514828111541494,5.299020872571068
2018-10-01,4.544482826798079,5.083275951223835
2018-10-15,4.74422916271955,5.085961996813865
2018-11-01,4.960571153900218,5.251980332784065
2018-11-15,5.037327715400159,5.281033476975662
2018-12-01,5.098210509666667,5.313842779635041
2018-12-15,5.045633229887527,5.322465976061956
2019-01-01,5.132568218501724,5.255925038674372
2019-01-15,5.171312231656918,5.202292790873619
2019-02-01,5.0776791789952815,5.261626827350946
2019-02-15,5.334500164733444,5.295327034191545
2019-03-01,5.344647141107389,5.422927602307355
2019-03-15,5.223509773156054,5.359956589339543
2019-04-01,5.3328222589881324,5.444418887112604
2019-04-15,5.615633954984768,5.478250628743873
2019-05-01,5.689843837951351,5.465165493275693
2019-05-15,5.611264267551952,5.465558602968684
2019-06-01,5.608661216689686,5.504621008416834
2019-06-15,5.6230773360243065,5.548958411605434
2019-07-01,5.624465696722833,
2019-07-15,,5.632138716262267
2019-08-01,5.627236648829966,5.620340833198896
2019-08-15,5.443426667039587,5.593844477669925
2019-09-01,5.281682715893047,5.495615016389327
2019-09-15,5.39421279650503,5.591207921877089
2019-10-01,5.441869527626314,5.550513873773169
2019-10-15,5.5342315263643185,5.568693588168818
2019-11-01,5.434975517849471,5.614719734401652
2019-11-15,5.530609645956863,5.829185556865135
2019-12-01,5.614512657485514,5.773842846645338
2019-12-15,5.48762048209678,5.747925345648429
2020-01-01,5.613902240403721,5.72131821467929
2020-01-15,5.384355562059998,5.710345222818582
2020-02-01,5.431910892489655,5.533089301487605
2020-02-15,5.433429619836223,5.450571205152485
