Date,Kamembe,Ngozi
2016-01-01,,6.86381684883164
2016-01-15,,6.797188170491792
2016-02-01,,6.84643618772067
2016-02-15,,6.846212776052781
2016-03-01,,6.833407916560032
2016-03-15,,6.836865783677958
2016-04-01,,6.836380567541525
2016-04-15,,6.782985177566352
2016-05-01,,6.702189999306349
2016-05-15,,6.692368099492527
2016-06-01,,6.685568171931773
2016-06-15,,6.619871606758764
2016-07-01,,6.679827536675793
2016-07-15,,6.684206412398392
2016-08-01,,6.682710315384156
2016-08-15,,6.734557135541145
2016-09-01,,6.7082937073360505
2016-09-15,,6.6789081743070815
2016-10-01,,6.682205652188828
2016-10-15,,6.738949183236975
2016-11-01,,6.723537991406674
2016-11-15,,6.710702043271596
2016-12-01,,6.760664027159924
2016-12-15,,6.806036926717879
2017-01-01,,6.797299950721675
2017-01-15,,6.763044091291506
2017-02-01,,6.84046930029012
2017-02-15,,6.881489888923772
2017-03-01,,6.898158235476392
2017-03-15,6.668131934783771,6.822056771731066
2017-04-01,6.659685276645941,6.824953573129102
2017-04-15,6.661473185674499,6.820402653013379
2017-05-01,6.664371981824951,6.819595756887571
2017-05-15,6.609791223047029,6.827985957630916
2017-06-01,6.636040277721459,6.715064557494847
2017-06-15,6.6686345813781935,6.824576372000877
2017-07-01,6.638263000048744,6.7731000240376895
2017-07-15,6.613296546511881,6.769032858936583
2017-08-01,6.635936872882846,6.764496397229259
2017-08-15,6.6019454883193776,6.752768872199904
2017-09-01,6.617904918014925,6.7904640276171575
2017-09-15,6.579364834389938,6.784953236328513
2017-10-01,6.571979460215723,6.776310739594655
2017-10-15,6.698403416153799,6.824876602470307
2017-11-01,6.588560319819493,6.825085429349514
2017-11-15,6.5968559726308165,6.832341119888101
2017-12-01,6.66844318172644,6.7834666575443014
2017-12-15,6.667565375484248,6.789052189203087
2018-01-01,6.634503616026713,6.794679448644459
2018-01-15,6.667517666091672,6.798188222500705
2018-02-01,6.6649977390414215,6.8007898109193645
2018-02-15,6.654089976970547,6.803916369368824
2018-03-01,6.64768824314714,6.805668604775688
2018-03-15,6.637124385204231,6.802573313056469
2018-04-01,6.625519477846792,6.799027696770069
2018-04-15,6.619936885314041,6.795512756341946
2018-05-01,6.613240897846361,6.738147321560794
2018-05-15,6.620132858649259,6.74199526031117
2018-06-01,6.621963355424937,6.690879228820682
2018-06-15,6.6291429863140285,6.695745420288031
2018-07-01,6.6329277937646305,6.758535809247158
2018-07-15,6.624569017755475,6.7639346701980045
2018-08-01,6.552219850099193,6.708430085249448
2018-08-15,6.615010084585146,6.655333355220599
2018-09-01,6.61440822419771,6.6650053011353725
2018-09-15,6.623072924813738,6.6027541132215966
2018-10-01,6.6271712543631365,6.611459209890555
2018-10-15,6.627558448366056,6.601327296532839
2018-11-01,6.625638109899444,6.723268116769353
2018-11-15,6.628151667380087,6.663548882067731
2018-12-01,6.635309977675683,6.664098181724499
2018-12-15,6.6318422135796835,6.658418422669185
2019-01-01,6.630685246548976,6.708937864442698
2019-01-15,6.627761300456787,6.714995018022411
2019-02-01,6.627159197022407,6.72055704379279
2019-02-15,6.6167917109748355,6.713244325392688
2019-03-01,6.603043946271333,6.6959395101124795
2019-03-15,6.590587029485908,6.686550347102294
2019-04-01,6.5828194258391255,6.674019411427988
2019-04-15,6.577454808521302,6.6717737344904435
2019-05-01,6.563777781943802,6.6114345607170115
2019-05-15,6.565364921629401,6.622240862457765
2019-06-01,6.563368698521016,6.571243132766146
2019-06-15,6.560334943093867,6.62886885654007
2019-07-01,,6.593369313372226
2019-07-15,,6.59161724615024
2019-08-01,,6.589862103800083
2019-08-15,,6.608412414978601
2019-09-01,,6.634789292241042
2019-09-15,,6.657749342898131
2019-10-01,,6.657220032320602
2019-10-15,,6.648804509550161
2019-11-01,,6.640378009732886
2019-11-15,,6.632664717216682
2019-12-01,,6.624993870421932
2019-12-15,,6.619323188625813
2020-01-01,,6.608228931323102
2020-01-15,,6.601761996868704
2020-02-01,,6.707511931543863
2020-02-15,,6.742250094624773
