Date,Kasese,Tororo
2016-01-01,6.465979102746381,6.191026517045488
2016-01-15,6.3640641162465394,6.270550272921105
2016-02-01,6.455550730509163,6.344213214797799
2016-02-15,6.491592672816966,6.33963097598709
2016-03-01,6.512276094478314,6.3912827831916825
2016-03-15,6.562793188691354,6.3362568312128476
2016-04-01,6.56363709979081,
2016-04-15,6.630871307801319,
2016-05-01,6.664316212353267,
2016-05-15,6.494985536439013,6.079721765282146
2016-06-01,6.4973427750168735,6.134167266475048
2016-06-15,6.4774332427395285,6.290847287159116
2016-07-01,6.483002024496989,6.290276681284751
2016-07-15,6.505223694752854,6.294792179027007
2016-08-01,6.5629303312726694,6.436160547191164
2016-08-15,6.561512514144189,6.518242265563295
2016-09-01,6.555773996162218,6.514882438844119
2016-09-15,6.549849635989781,6.547504969030527
2016-10-01,6.542930340016441,6.541587156469973
2016-10-15,6.5236865490992715,6.441994004612874
2016-11-01,6.533567448084982,6.374409866289913
2016-11-15,6.507800604769959,6.245436340302469
2016-12-01,6.462571193596491,6.238087458923326
2016-12-15,6.462358144829634,6.297315023835952
2017-01-01,6.462145141442885,6.380702644998204
2017-01-15,6.470067619684719,6.423005711453711
2017-02-01,,6.463255465422941
2017-02-15,,6.456406483124705
2017-03-01,6.493465281379583,6.455593811015265
2017-03-15,6.517169360001271,6.558496210449027
2017-04-01,6.441928821597718,6.555653119439313
2017-04-15,6.43695806696297,6.586390305376328
2017-05-01,6.431272514122744,6.645468105605275
2017-05-15,6.515723917055652,6.477932645340147
2017-06-01,6.52673237592274,6.223600867954746
2017-06-15,6.48892797440099,6.124503715111705
2017-07-01,6.491349319745419,6.126432570911583
2017-07-15,6.493243890620956,6.22804477957373
2017-08-01,6.488305752721292,6.270286038406951
2017-08-15,6.483447248284074,6.316891171599328
2017-09-01,6.478612234827176,6.356367204467341
2017-09-15,6.475733428696675,6.396547692538435
2017-10-01,6.510595339523157,6.392812303866773
2017-10-15,6.458426674196753,6.294347746024714
2017-11-01,6.404032818634217,5.978282284313611
2017-11-15,6.343174366847618,5.9514758358243025
2017-12-01,6.337221001813375,6.036528692625579
2017-12-15,6.249862128999495,6.097564753573258
2018-01-01,6.373673346343568,6.139101099205735
2018-01-15,6.3796861909980285,6.199470848312016
2018-02-01,6.199441379378957,5.9749443426336715
2018-02-15,6.201716136854186,5.970300452388205
2018-03-01,,6.025080533902487
2018-03-15,,5.960901815425774
2018-04-01,,5.9515600169992435
2018-04-15,,5.9491645246753775
2018-05-01,6.213012947801603,5.939870241677762
2018-05-15,6.2602176904912215,5.938402611669982
2018-06-01,6.244142036553056,5.636013349760887
2018-06-15,6.216026998630689,5.696111735973429
2018-07-01,5.909090926113141,5.683569252393964
2018-07-15,5.866086690823091,5.601992535895786
2018-08-01,5.933305243775905,5.800758587813922
2018-08-15,5.78338317796689,5.788688230196583
2018-09-01,5.963328313071728,5.9064301464681215
2018-09-15,5.986953908511165,5.896394331465438
2018-10-01,5.965710317425975,5.902868399800893
2018-10-15,6.023490766989252,5.701762853127754
2018-11-01,5.7762040996434525,5.6229466757934095
2018-11-15,5.980227556002278,5.634743279049029
2018-12-01,5.98551370466757,5.6372070103993535
2018-12-15,5.8667251963633555,5.642355403325902
2019-01-01,5.858340626377746,5.863266744713802
2019-01-15,5.988757128894441,5.871785452308936
2019-02-01,5.934151415658526,5.870525719778315
2019-02-15,5.934202644317961,6.050212405285479
2019-03-01,5.713946972747484,6.039841405289059
2019-03-15,5.8524256050581895,6.1388784210552405
2019-04-01,5.846113975249317,6.133180094494065
2019-04-15,6.020066538478743,6.266086904446707
2019-05-01,5.956503026701722,6.378677568257577
2019-05-15,5.898169640935562,6.261581745912932
2019-06-01,6.220726728443676,6.262089117465058
2019-06-15,6.241169350421754,6.242826351629383
2019-07-01,,
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
