Date,Busia,Masindi
2016-01-01,5.442819559302515,
2016-01-15,5.368390731264161,
2016-02-01,5.367908856384362,
2016-02-15,5.351975757904964,
2016-03-01,5.328980718580166,
2016-03-15,5.402413493497336,5.749321675046353
2016-04-01,5.499568265555266,5.744222189877199
2016-04-15,5.533521247132916,5.768514838364622
2016-05-01,5.554348883772717,5.767067917751043
2016-05-15,5.624919297368462,5.7556450336796825
2016-06-01,5.654594186213162,5.76003831041583
2016-06-15,5.655251409158446,5.75827196051943
2016-07-01,5.74055434548759,5.745138005155248
2016-07-15,5.7112072009785875,5.746732172140972
2016-08-01,5.7638030947339844,5.742253776773199
2016-08-15,5.612515317093071,5.742379355806811
2016-09-01,5.566786906099898,6.0443917344748135
2016-09-15,5.697072309837952,6.0388009473109765
2016-10-01,5.700987244766897,6.03042545473073
2016-10-15,5.688592229992797,6.012178564337852
2016-11-01,5.697319423884363,5.9908120879316105
2016-11-15,5.636170643723225,5.957754267850688
2016-12-01,5.6194313433579515,5.9505543844603475
2016-12-15,5.629948896936181,5.959831323878339
2017-01-01,5.714692616025398,5.953697640081862
2017-01-15,5.80807891460058,6.048198643118658
2017-02-01,5.76549916484374,6.134535205606046
2017-02-15,5.752193689028138,6.127784079959406
2017-03-01,5.76315459508666,6.124489577113207
2017-03-15,5.861196332657981,6.121292687066978
2017-04-01,5.928837110631458,6.1151308672858455
2017-04-15,6.079054370053745,6.354883688438217
2017-05-01,6.083893311057493,6.3454359953062385
2017-05-15,5.980881500846523,6.354372984576003
2017-06-01,6.01459182757544,6.226266351540886
2017-06-15,5.688290027834117,6.124503715111705
2017-07-01,5.474777111293995,6.122483898456167
2017-07-15,5.462532472239282,6.322586646191995
2017-08-01,5.416722136441101,6.3185081821123745
2017-08-15,5.477651372541887,6.317699905974179
2017-09-01,5.480279080286579,6.310436724590128
2017-09-15,5.433135781583236,6.3089287205934035
2017-10-01,5.450898467104721,6.159197452685268
2017-10-15,5.44403246461266,6.09294639019578
2017-11-01,5.411591328899088,6.096754435110813
2017-11-15,5.281738231253175,6.096423615231827
2017-12-01,5.235077220363793,6.0930990441139725
2017-12-15,5.241253311880692,5.694091677996334
2018-01-01,5.357897063254608,5.680526165783623
2018-01-15,5.3907923781495715,5.842409381144868
2018-02-01,5.347322780520523,5.839799265618317
2018-02-15,5.258887923850967,5.839995909933781
2018-03-01,5.254202785427384,5.900059830945873
2018-03-15,5.186003984847137,5.896287447650069
2018-04-01,5.136607962555095,5.57770024830641
2018-04-15,5.285397988508652,5.575304755982544
2018-05-01,5.2114667656400835,5.566226000180676
2018-05-15,5.197853192215453,5.563709162228571
2018-06-01,4.985817556396541,5.5458622527665895
2018-06-15,5.09438446268788,5.524629599794531
2018-07-01,5.025513391645289,5.6625158431961315
2018-07-15,5.041170232632022,5.5559317625192515
2018-08-01,4.888397134079656,5.558402786077907
2018-08-15,4.916389067603962,5.5407693909168145
2018-09-01,4.9122411662664645,5.533225900578179
2018-09-15,4.785862950560118,5.832803228683907
2018-10-01,4.85034721833305,5.839586949853373
2018-10-15,4.9101258398461045,5.84284145138766
2018-11-01,5.09637269505928,5.848587107306206
2018-11-15,5.065030317949494,5.8569590430692235
2018-12-01,4.9922619316572865,5.349524937947573
2018-12-15,5.020243995882708,5.356716232503921
2019-01-01,5.177463538409615,5.347515002611756
2019-01-15,5.228470645496867,5.3544504483574284
2019-02-01,5.28346871561634,5.361320841910057
2019-02-15,5.367156127707497,5.560130248617659
2019-03-01,5.281200919368427,5.547922489204874
2019-03-15,5.315883093287069,5.544055993006281
2019-04-01,5.353189561812566,5.533492954450284
2019-04-15,5.587374617670365,5.528341086086172
2019-05-01,5.789448942038557,5.519785375089453
2019-05-15,5.629726330391688,5.688915201782019
2019-06-01,5.520799860898352,5.6922920157620975
2019-06-15,5.546362418443445,5.705720210627866
2019-07-01,,5.658828887316167
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,,5.445595523276932
2019-09-15,,5.446463486848908
2019-10-01,,5.441869527626314
2019-10-15,,5.436593056800403
2019-11-01,,5.434975517849471
2019-11-15,,5.436627487596057
2019-12-01,,5.480981264860992
2019-12-15,,5.48762048209678
2020-01-01,,5.613902240403721
2020-01-15,,5.615892905502677
2020-02-01,,5.435553883768156
2020-02-15,,5.435249456553208
