Date,Lira,Kampala
2016-01-01,6.436148975078473,6.424434666971581
2016-01-15,6.457163050239392,6.548953959601279
2016-02-01,6.477744607422322,6.500184393944528
2016-02-15,6.473162368611613,6.494874353063846
2016-03-01,6.523607660487864,6.618917840292188
2016-03-15,6.533219508232758,6.6108579266410885
2016-04-01,,6.4525903644475
2016-04-15,,6.552406136343881
2016-05-01,,6.565444617365182
2016-05-15,6.570768831484161,6.614492537642149
2016-06-01,6.447526166306873,6.281417529383605
2016-06-15,6.497048837167734,6.477066337580395
2016-07-01,6.44208891795444,6.436759632406356
2016-07-15,6.39527238426644,6.39447873343113
2016-08-01,6.434640790059747,6.448236165626591
2016-08-15,6.518242265563295,6.540622266593799
2016-09-01,6.428850818889928,6.556107830249778
2016-09-15,6.510267532685133,6.60864234057717
2016-10-01,6.391014297990599,6.577396609166684
2016-10-15,6.298152694444477,6.398114045424532
2016-11-01,6.223871551232857,6.274648420418857
2016-11-15,6.196020980739118,6.300161239991715
2016-12-01,6.238534386305067,6.461141600786897
2016-12-15,6.340190510855426,6.506716735358224
2017-01-01,6.381477238375431,6.504280558759954
2017-01-15,6.42374508302159,6.540788747110095
2017-02-01,6.4636091347458136,6.5395087924460205
2017-02-15,6.4792184918078,6.638017812616078
2017-03-01,6.464056484933999,6.6202616339528095
2017-03-15,6.5211481450910345,6.693659996484432
2017-04-01,6.519273661151749,6.743012470263224
2017-04-15,6.568966093550701,6.788462071485471
2017-05-01,6.645468105605275,6.795052188323606
2017-05-15,6.4782764651819384,6.457610625961792
2017-06-01,6.249941284569154,6.29567321599587
2017-06-15,6.228681848131042,6.254304622917901
2017-07-01,6.2659803117222515,6.348590414901033
2017-07-15,6.292194163201874,6.431339459747963
2017-08-01,6.271137464597169,6.42795934562421
2017-08-15,6.317699905974179,6.425462546345036
2017-09-01,6.357140898896652,6.4602948054482185
2017-09-15,6.394318037211166,6.494082567364871
2017-10-01,6.328273782729202,6.483104503385116
2017-10-15,6.210841089075997,6.234672755335146
2017-11-01,6.199958318290453,6.187225085769094
2017-11-15,6.123052407578428,6.097422616313912
2017-12-01,6.147113632420211,6.173064825751855
2017-12-15,6.203423649505542,6.273969872959751
2018-01-01,6.286661969353938,6.263249528729196
2018-01-15,6.293222309231491,6.247874489253032
2018-02-01,5.9749443426336715,6.03517053161397
2018-02-15,5.972560340355643,6.08959064733516
2018-03-01,6.083188164709767,6.089719210280764
2018-03-15,6.0788112493633095,6.078305560351269
2018-04-01,6.040385496744466,6.2691793717656585
2018-04-15,5.9491645246753775,6.065927672431015
2018-05-01,5.939870241677762,6.059447919528419
2018-05-15,5.873864090532411,5.937244533949354
2018-06-01,5.714366664007403,5.746454978558903
2018-06-15,5.697583406584886,5.779434433015206
2018-07-01,5.758102304256531,5.830679903144867
2018-07-15,5.649097005083259,5.831546365570914
2018-08-01,5.800758587813922,5.869226387091382
2018-08-15,5.784712081816943,5.852730596523678
2018-09-01,5.841110680347479,6.023432237141434
2018-09-15,5.834065058504329,6.015229998797965
2018-10-01,5.839586949853373,6.020651435457276
2018-10-15,5.703204814444655,5.874903383847323
2018-11-01,5.6229466757934095,5.85480216770964
2018-11-15,5.634743279049029,5.714904871582719
2018-12-01,5.71724971807289,5.825810236461387
2018-12-15,5.721926078892491,5.8667251963633555
2019-01-01,5.922879147515317,6.040662183171701
2019-01-15,5.9865902808093505,6.046576699783267
2019-02-01,5.902844511033482,6.081429216198022
2019-02-15,6.155978518190804,6.2170324166826445
2019-03-01,6.039841405289059,6.157397194040704
2019-03-15,6.14072173954953,6.18924878044419
2019-04-01,6.228322221193214,6.271091897581063
2019-04-15,6.308781135544713,6.369587856970138
2019-05-01,6.341989667879001,6.422032375552536
2019-05-15,6.304411448111898,6.418737860900371
2019-06-01,6.262089117465058,6.3256648576115895
2019-06-15,6.2361818089107155,6.409434590611459
2019-07-01,6.303076376165733,6.432292617934824
2019-07-15,6.3657752624009465,
2019-08-01,6.281407734633152,6.476498503301829
2019-08-15,6.032433588346935,6.360449731425417
2019-09-01,6.322884097347818,6.51024344817173
2019-09-15,6.320415923684844,6.510547067972552
2019-10-01,6.134103882928899,6.471228222605499
2019-10-15,6.262470026735534,6.465689050781964
2019-11-01,6.266450263297433,6.351998582235302
2019-11-15,6.267630637908428,6.348529039051449
2019-12-01,6.221756494410192,6.125947851523352
2019-12-15,6.0267611477543905,6.1329286031372625
2020-01-01,6.020383092631721,6.248141634158375
2020-01-15,6.022370671925227,6.351441379945331
2020-02-01,6.34820162436381,6.530523181157765
2020-02-15,6.350812651108987,6.598400266358889
