Date,Masindi,Kampala
2016-01-01,6.465225239159982,6.424434666971581
2016-01-15,6.455271570344619,6.548953959601279
2016-02-01,6.458589092132568,6.500184393944528
2016-02-15,6.494510253296489,6.494874353063846
2016-03-01,6.679165800083002,6.618917840292188
2016-03-15,6.682867262137889,6.6108579266410885
2016-04-01,6.6772433500105635,6.4525903644475
2016-04-15,6.702156046269875,6.552406136343881
2016-05-01,6.701163274258705,6.565444617365182
2016-05-15,6.692598276373965,6.614492537642149
2016-06-01,6.689336626453335,6.281417529383605
2016-06-15,6.497768002966438,6.477066337580395
2016-07-01,6.482272895773473,6.436759632406356
2016-07-15,6.506644149537146,6.39447873343113
2016-08-01,6.523013723867226,6.448236165626591
2016-08-15,6.523105074728996,6.540622266593799
2016-09-01,6.592809197100206,6.556107830249778
2016-09-15,6.588568383098891,6.60864234057717
2016-10-01,6.501129119006803,6.577396609166684
2016-10-15,6.47904873424721,6.398114045424532
2016-11-01,6.279218116108922,6.274648420418857
2016-11-15,6.260940526838434,6.300161239991715
2016-12-01,6.420259995524769,6.461141600786897
2016-12-15,6.429318290751434,6.506716735358224
2017-01-01,6.422438596006496,6.504280558759954
2017-01-15,6.502437728059688,6.540788747110095
2017-02-01,6.576508348170308,6.5395087924460205
2017-02-15,6.569405482771316,6.638017812616078
2017-03-01,6.5664279873774465,6.6202616339528095
2017-03-15,6.59449947292605,6.693659996484432
2017-04-01,6.590755438475138,6.743012470263224
2017-04-15,6.586698709388025,6.788462071485471
2017-05-01,6.5783167218983065,6.795052188323606
2017-05-15,6.5860404154731125,6.457610625961792
2017-06-01,6.591907192610265,6.29567321599587
2017-06-15,6.4118164431456215,6.254304622917901
2017-07-01,6.41053682201548,6.348590414901033
2017-07-15,6.527440987522891,6.431339459747963
2017-08-01,6.525614734516767,6.42795934562421
2017-08-15,6.592977142183737,6.425462546345036
2017-09-01,6.586298810232551,6.4602948054482185
2017-09-15,6.5810939443545005,6.494082567364871
2017-10-01,6.259280911242251,6.483104503385116
2017-10-15,6.247240634735078,6.234672755335146
2017-11-01,6.099256312823137,6.187225085769094
2017-11-15,6.096423615231827,6.097422616313912
2017-12-01,6.0930990441139725,6.173064825751855
2017-12-15,6.201628316886867,6.273969872959751
2018-01-01,6.193168320476011,6.263249528729196
2018-01-15,6.534267070874941,6.247874489253032
2018-02-01,6.091974649613189,6.03517053161397
2018-02-15,6.240293047883502,6.08959064733516
2018-03-01,6.285141029044338,6.089719210280764
2018-03-15,6.323362040091088,6.078305560351269
2018-04-01,6.314864314283129,6.2691793717656585
2018-04-15,6.312468821959264,6.065927672431015
2018-05-01,6.3868037865875475,6.059447919528419
2018-05-15,5.938402611669982,5.937244533949354
2018-06-01,5.629724020853323,5.746454978558903
2018-06-15,5.898120403270181,5.779434433015206
2018-07-01,5.892324066256074,5.830679903144867
2018-07-15,5.866086690823091,5.831546365570914
2018-08-01,5.869226387091382,5.869226387091382
2018-08-15,5.857681101683534,5.852730596523678
2018-09-01,5.901735302163914,6.023432237141434
2018-09-15,5.896394331465438,6.015229998797965
2018-10-01,5.902868399800893,6.020651435457276
2018-10-15,5.905969203422213,5.874903383847323
2018-11-01,6.029452908409985,5.85480216770964
2018-11-15,6.039693056045557,5.714904871582719
2018-12-01,6.042672118507518,5.825810236461387
2018-12-15,6.049863413063866,5.8667251963633555
2019-01-01,6.0437438497091085,6.040662183171701
2019-01-15,6.290943887549103,6.046576699783267
2019-02-01,6.2984456606870545,6.081429216198022
2019-02-15,6.379122069505014,6.2170324166826445
2019-03-01,6.285230565550589,6.157397194040704
2019-03-15,6.280563749181227,6.18924878044419
2019-04-01,6.4334900468383385,6.271091897581063
2019-04-15,6.4627106498286615,6.369587856970138
2019-05-01,6.55582244461739,6.422032375552536
2019-05-15,6.559342516862992,6.418737860900371
2019-06-01,6.559849888415118,6.3256648576115895
2019-06-15,6.445902339892784,6.409434590611459
2019-07-01,6.418806060294423,6.432292617934824
2019-07-15,,
2019-08-01,6.3623061357761745,6.476498503301829
2019-08-15,6.360449731425417,6.360449731425417
2019-09-01,6.361521890053232,6.51024344817173
2019-09-15,6.362026681404687,6.510547067972552
2019-10-01,6.43741658281623,6.471228222605499
2019-10-15,6.353616121186233,6.465689050781964
2019-11-01,6.349066028814024,6.351998582235302
2019-11-15,6.351457298830538,6.348529039051449
2019-12-01,6.349456966723921,6.125947851523352
2019-12-15,6.353528086206698,6.1329286031372625
2020-01-01,6.348846549642127,6.248141634158375
2020-01-15,6.35071278246319,6.351441379945331
2020-02-01,6.388264206515881,6.530523181157765
2020-02-15,6.389361321226222,6.598400266358889
