Date,Nairobi,Meru
2016-01-01,6.453865457880394,
2016-01-15,6.453298472352992,
2016-02-01,6.460715131478347,
2016-02-15,6.447810895446418,
2016-03-01,6.429808608959609,
2016-03-15,6.432925990142166,
2016-04-01,6.21768879223459,
2016-04-15,6.1302804606328944,
2016-05-01,6.068851593696824,
2016-05-15,6.061394558328427,
2016-06-01,6.053960160964539,
2016-06-15,6.049685430661399,
2016-07-01,6.047629444520308,
2016-07-15,6.045032517901609,
2016-08-01,6.042985016444914,
2016-08-15,6.040715615038211,
2016-09-01,6.041218161086874,
2016-09-15,6.038109319365788,
2016-10-01,6.035010112595748,
2016-10-15,6.03145536521155,
2016-11-01,6.025698368980438,
2016-11-15,6.019674076250235,
2016-12-01,6.013659264887592,
2016-12-15,6.006442774398269,
2017-01-01,6.019180261511463,
2017-01-15,5.992904959003284,
2017-02-01,6.013006962359227,
2017-02-15,6.284362171515853,
2017-03-01,6.286332567224342,
2017-03-15,6.241073741814742,
2017-04-01,6.2926874606843874,
2017-04-15,6.347440474258508,
2017-05-01,6.3482033961498265,
2017-05-15,6.512817315374903,6.480884268271894
2017-06-01,6.607512774506386,6.493788892002464
2017-06-15,6.570821173612569,6.493399699418907
2017-07-01,6.583520571422768,6.422132224295279
2017-07-15,6.521044817391844,6.386054635303662
2017-08-01,6.490850783161839,6.380819408041386
2017-08-15,6.526603953200421,6.46176946774553
2017-09-01,6.591569359577223,6.466008839308232
2017-09-15,6.397758850863217,6.4678155007977605
2017-10-01,6.342658879927553,6.433061934567777
2017-10-15,6.369631593449638,6.450250769692778
2017-11-01,6.398875541394341,6.467868412881293
2017-11-15,6.368116483939922,6.467235673926983
2017-12-01,6.495651511948429,6.461171108766042
2017-12-15,6.357377924436673,6.45425662503859
2018-01-01,6.317256086855823,6.511412101296781
2018-01-15,6.332725483816878,6.305790419554213
2018-02-01,6.358103242073966,6.303709170008167
2018-02-15,6.47934895804192,6.375855320215022
2018-03-01,6.429551372752986,6.369679727880385
2018-03-15,,6.3644052371806294
2018-04-01,,6.358458331401633
2018-04-15,,6.388776086909848
2018-05-01,6.201102145321219,6.38397634097975
2018-05-15,6.279078734858332,6.385671157047068
2018-06-01,6.2835597947718185,6.388072493507305
2018-06-15,6.15823870093949,6.391853552120995
2018-07-01,6.499832687846701,6.39495907791268
2018-07-15,6.366634955990751,6.367348986724408
2018-08-01,6.474909100240721,6.325759228834837
2018-08-15,6.49853523115064,6.35930175607721
2018-09-01,6.488495407646785,6.31116139236387
2018-09-15,6.489969424879569,6.356079930192133
2018-10-01,6.493962453213951,6.360072958526515
2018-10-15,6.425466915017677,6.317042236430258
2018-11-01,6.480611873555382,6.311937230602609
2018-11-15,6.477342641357958,6.341992074136778
2018-12-01,6.408357388521492,6.339461562014965
2018-12-15,6.475518823721275,6.36924194385031
2019-01-01,6.414344634863005,6.334911703363676
2019-01-15,6.535353843673951,6.299360870087479
2019-02-01,6.452242129212523,6.376847983248057
2019-02-15,6.41322660876446,6.344612596914546
2019-03-01,6.47229517285478,6.294924121220682
2019-03-15,6.459633077198647,6.352741700480596
2019-04-01,6.480432373574967,6.35090481604932
2019-04-15,6.446346539522169,6.345103122593622
2019-05-01,6.37428180874592,6.387003774771569
2019-05-15,6.4462920911118236,6.372280388512929
2019-06-01,6.427890515225002,6.3796727063130145
2019-06-15,6.436527977286944,6.3714855508729
2019-07-01,6.414684047901625,6.3437086148384925
2019-07-15,6.691824166369745,6.315138022811624
2019-08-01,6.619727341583642,6.299618097727204
2019-08-15,6.607407426637899,6.283853502314525
2019-09-01,6.6045325069712995,6.222506821957268
2019-09-15,6.604461555077824,6.157149337034159
2019-10-01,6.601217905922097,5.93730036367709
2019-10-15,6.599281922458123,5.9394364664472175
2019-11-01,6.607869104928533,5.937473681352004
2019-11-15,6.610584272269105,5.9521698986280525
2019-12-01,6.609132242999927,5.940576465577304
2019-12-15,6.606325381795201,5.727947853693069
2020-01-01,6.587843881012934,
2020-01-15,6.566662998538702,
2020-02-01,6.5858497995202985,
2020-02-15,6.582344297294791,
