Date,Ruhengeri,Ngozi
2016-01-01,,6.86381684883164
2016-01-15,6.8135210551647605,6.797188170491792
2016-02-01,6.810748082922316,6.84643618772067
2016-02-15,6.790431092119046,6.846212776052781
2016-03-01,6.765571627177055,6.833407916560032
2016-03-15,6.779237455066693,6.836865783677958
2016-04-01,6.792719043066423,6.836380567541525
2016-04-15,6.798544539692396,6.782985177566352
2016-05-01,6.821736316210255,6.702189999306349
2016-05-15,6.7911934211890586,6.692368099492527
2016-06-01,6.805207369387469,6.685568171931773
2016-06-15,6.792370396876302,6.619871606758764
2016-07-01,6.861092994156332,6.679827536675793
2016-07-15,6.813201935145533,6.684206412398392
2016-08-01,6.802872318444153,6.682710315384156
2016-08-15,6.78904322653777,6.734557135541145
2016-09-01,6.768226647180095,6.7082937073360505
2016-09-15,6.762050781454818,6.6789081743070815
2016-10-01,6.736856110620549,6.682205652188828
2016-10-15,6.792533393429326,6.738949183236975
2016-11-01,6.8110443112941885,6.723537991406674
2016-11-15,6.810413684426482,6.710702043271596
2016-12-01,6.809377056711561,6.760664027159924
2016-12-15,6.810479038787743,6.806036926717879
2017-01-01,6.811583308225624,6.797299950721675
2017-01-15,6.805929147388593,6.763044091291506
2017-02-01,6.800242835141403,6.84046930029012
2017-02-15,6.848428079655556,6.881489888923772
2017-03-01,6.847954797375551,6.898158235476392
2017-03-15,6.845384689993779,6.822056771731066
2017-04-01,6.841007786991967,6.824953573129102
2017-04-15,6.843339265348304,6.820402653013379
2017-05-01,6.846374027923991,6.819595756887571
2017-05-15,6.852737401657419,6.827985957630916
2017-06-01,6.853417162565521,6.715064557494847
2017-06-15,6.854164942208932,6.824576372000877
2017-07-01,6.858107532387714,6.7731000240376895
2017-07-15,6.8576869493303585,6.769032858936583
2017-08-01,6.853863218306122,6.764496397229259
2017-08-15,6.848732973604506,6.752768872199904
2017-09-01,6.836158484034943,6.7904640276171575
2017-09-15,6.828856108109329,6.784953236328513
2017-10-01,6.820229900963154,6.776310739594655
2017-10-15,6.8233815623447205,6.824876602470307
2017-11-01,6.833153202340072,6.825085429349514
2017-11-15,6.847343831622957,6.832341119888101
2017-12-01,6.852580761929317,6.7834666575443014
2017-12-15,6.851658411926584,6.789052189203087
2018-01-01,6.805668132517342,6.794679448644459
2018-01-15,6.805091157745374,6.798188222500705
2018-02-01,6.804516756600616,6.8007898109193645
2018-02-15,6.8359432593471405,6.803916369368824
2018-03-01,6.829728545544641,6.805668604775688
2018-03-15,6.817473276852353,6.802573313056469
2018-04-01,6.807652905583659,6.799027696770069
2018-04-15,6.710613852196878,6.795512756341946
2018-05-01,6.703079531454919,6.738147321560794
2018-05-15,6.730464012647935,6.74199526031117
2018-06-01,6.7737533357147415,6.690879228820682
2018-06-15,6.815897885274675,6.695745420288031
2018-07-01,6.820153170268654,6.758535809247158
2018-07-15,6.814656500500298,6.7639346701980045
2018-08-01,6.809158933198022,6.708430085249448
2018-08-15,6.806864602037824,6.655333355220599
2018-09-01,6.796921553933091,6.6650053011353725
2018-09-15,6.827230029427219,6.6027541132215966
2018-10-01,6.813598416771321,6.611459209890555
2018-10-15,6.810071778101436,6.601327296532839
2018-11-01,6.807959666693398,6.723268116769353
2018-11-15,6.812208833519188,6.663548882067731
2018-12-01,6.817439060212475,6.664098181724499
2018-12-15,6.8355631349145005,6.658418422669185
2019-01-01,6.830828488019258,6.708937864442698
2019-01-15,6.809306459696213,6.714995018022411
2019-02-01,6.787285990253007,6.72055704379279
2019-02-15,6.776335923355868,6.713244325392688
2019-03-01,6.763516390622766,6.6959395101124795
2019-03-15,6.8760581790826185,6.686550347102294
2019-04-01,6.870501498290906,6.674019411427988
2019-04-15,6.862767211617765,6.6717737344904435
2019-05-01,6.852355510523528,6.6114345607170115
2019-05-15,6.851404835019904,6.622240862457765
2019-06-01,6.851349769330533,6.571243132766146
2019-06-15,6.849216775737552,6.62886885654007
2019-07-01,6.782376834188294,6.593369313372226
2019-07-15,,6.59161724615024
2019-08-01,6.633588287510623,6.589862103800083
2019-08-15,6.593910587099939,6.608412414978601
2019-09-01,6.579529471221743,6.634789292241042
2019-09-15,6.5716571634839,6.657749342898131
2019-10-01,6.563257642718898,6.657220032320602
2019-10-15,6.544967024644683,6.648804509550161
2019-11-01,6.52531244516117,6.640378009732886
2019-11-15,6.520605123980702,6.632664717216682
2019-12-01,6.5365525369873305,6.624993870421932
2019-12-15,6.528800562976612,6.619323188625813
2020-01-01,6.520988026077239,6.608228931323102
2020-01-15,6.50794577195153,6.601761996868704
2020-02-01,6.5031243093684505,6.707511931543863
2020-02-15,6.50014577425938,6.742250094624773
