Date,Eldoret,Meru
2016-01-01,5.40235996842717,
2016-01-15,5.485834693801714,
2016-02-01,5.562256875899748,
2016-02-15,5.563125502987594,
2016-03-01,5.5472578543800175,
2016-03-15,5.540989582219774,
2016-04-01,5.537548771526743,
2016-04-15,5.591431987433599,
2016-05-01,5.594001072389111,
2016-05-15,5.5852044312251925,
2016-06-01,5.614821837749787,
2016-06-15,5.6116514697897,
2016-07-01,5.736872287953763,
2016-07-15,5.702791461199394,
2016-08-01,5.669684032815304,
2016-08-15,5.5313670964152335,
2016-09-01,5.565890650588389,
2016-09-15,5.562781808867302,
2016-10-01,5.559682602097261,
2016-10-15,5.556127854713065,
2016-11-01,5.618013504133962,
2016-11-15,5.58030741646639,
2016-12-01,5.573927743219124,
2016-12-15,5.570668024203145,
2017-01-01,5.641291921173533,
2017-01-15,5.635911086661275,
2017-02-01,5.827643908543224,
2017-02-15,5.819348123600469,
2017-03-01,5.769808922343714,
2017-03-15,5.807437756739882,
2017-04-01,5.983108652229409,
2017-04-15,5.959753612171627,
2017-05-01,5.998624812023313,
2017-05-15,5.959846070158149,5.90073795790374
2017-06-01,5.9888055438607015,6.018563318775577
2017-06-15,5.996869315839742,5.945009930296401
2017-07-01,5.85614021922058,5.937330373950593
2017-07-15,5.8020564056480115,5.634288120264093
2017-08-01,5.772486606150529,5.533765360894449
2017-08-15,5.783397572767739,5.5816893021735945
2017-09-01,5.718719359584662,5.586206400697214
2017-09-15,5.763783859039392,5.5885506634405795
2017-10-01,5.649511699367608,5.552661873377691
2017-10-15,5.553816903873834,5.553816903873834
2017-11-01,5.554973270008276,5.551577681007138
2017-11-15,5.521318248844151,5.517815618292949
2017-12-01,5.459230470500578,5.475790186539596
2017-12-15,5.469216360284354,5.4320373570426
2018-01-01,5.46268546713954,5.498531598912676
2018-01-15,5.481115631967288,5.491735200794748
2018-02-01,5.49897092403976,5.423259102304064
2018-02-15,5.49549659756693,5.385897971154036
2018-03-01,5.52262078757555,5.164511466149675
2018-03-15,5.481896746596045,5.160193797845806
2018-04-01,5.478688512148342,5.155915119885291
2018-04-15,5.482449361196043,5.158209693010464
2018-05-01,5.475938750862315,5.197347650111786
2018-05-15,5.473526941134762,5.201808719671995
2018-06-01,5.246206386990925,5.178765106195391
2018-06-15,5.206229886463256,5.206229886463256
2018-07-01,5.206169450008134,5.210725266543995
2018-07-15,5.162662151664815,5.209182167299708
2018-08-01,4.949812336240371,5.112331265738146
2018-08-15,4.822899046160605,5.001892812861884
2018-09-01,4.879057495212685,4.9968405308690675
2018-09-15,4.8184961215260165,5.103675063759679
2018-10-01,4.883897777989041,5.105158680488635
2018-10-15,4.820050455724354,5.201825792710114
2018-11-01,4.8108673548902905,5.2582349546524645
2018-11-15,4.86663165427706,5.311644059473479
2018-12-01,4.983277002366445,5.308385480337343
2018-12-15,5.088590146056171,5.3505638617977445
2019-01-01,5.040090552975195,5.29159019089933
2019-01-15,5.184068892220713,5.2289194583860645
2019-02-01,5.191413299921033,5.098820513093208
2019-02-15,4.98633127202233,5.040107668803134
2019-03-01,5.037706802375934,5.032484858394782
2019-03-15,5.077086378178995,5.023296203592858
2019-04-01,5.210427598645093,5.33110499232784
2019-04-15,5.431594033681344,5.399845335366764
2019-05-01,5.438255832750031,5.472042830327415
2019-05-15,5.649035176795705,5.46671362000175
2019-06-01,5.754895150102365,5.468043987544671
2019-06-15,5.743380796726998,5.456538002545213
2019-07-01,5.589840001006751,5.4817455174944145
2019-07-15,5.5438376013660635,5.506333205907609
2019-08-01,5.587806427414205,5.6224229125033105
2019-08-15,5.5870473348695375,5.726426697376483
2019-09-01,5.586288818109315,5.696791260962384
2019-09-15,5.525745210656986,5.666250672617582
2019-10-01,5.522532862906612,5.664594745414867
2019-10-15,5.521094538642053,5.665645859122193
2019-11-01,5.7214621011750655,5.664005046150279
2019-11-15,5.42003448827531,5.705149165221846
2019-12-01,5.329027928900238,5.635194816026122
2019-12-15,5.33365604618303,5.621338118634811
2020-01-01,5.468477821559049,
2020-01-15,5.58726333833657,
2020-02-01,5.587021119331962,
2020-02-15,5.526948610126464,
