Date,Nairobi,Eldoret
2016-01-01,6.253532300921933,5.791017958218954
2016-01-15,6.253304538611959,5.8041062257760805
2016-02-01,6.260044436016196,5.834943353391172
2016-02-15,6.246970290885226,5.850807575439375
2016-03-01,6.237589453539799,5.873096704586412
2016-03-15,6.23413676277972,5.962614146993543
2016-04-01,6.09877443370307,5.979918436570358
2016-04-15,6.131316193506427,6.022037267856343
2016-05-01,6.134762798646367,5.872809972160406
2016-05-15,6.127446251224562,5.83770019455193
2016-06-01,6.120152942198136,5.77287877254411
2016-06-15,6.113878588300459,5.740032636437907
2016-07-01,6.109681433087875,5.76654805609988
2016-07-15,6.107217608175139,5.76249940864602
2016-08-01,6.107350392399816,5.748074666761027
2016-08-15,6.28882214420791,5.761130752819049
2016-09-01,6.295723167605135,5.732670950171132
2016-09-15,6.292614325884049,5.7592378765961625
2016-10-01,6.289515119114008,5.784959108361613
2016-10-15,6.266912176759117,5.8066511437122
2016-11-01,6.26162023913377,5.801029264357392
2016-11-15,6.273454597026335,5.796530524936025
2016-12-01,6.2679388547183335,5.844172582227764
2016-12-15,6.261223410655661,5.86522888560173
2017-01-01,6.251057492794427,5.774423233776715
2017-01-15,6.230233145309451,5.757408639722073
2017-02-01,6.224367702249815,5.8534185312318385
2017-02-15,6.28477209158718,5.845122746289084
2017-03-01,6.317891007993051,5.858293137077639
2017-03-15,6.2991202759365,5.887280644250899
2017-04-01,6.308411055063845,5.928171121944518
2017-04-15,6.375445252063623,5.91008200237439
2017-05-01,6.376084879394346,5.933769618058902
2017-05-15,6.532308658621877,5.9740928864708565
2017-06-01,6.591699853506847,5.989883711081047
2017-06-15,6.582862258287834,6.009690004268804
2017-07-01,6.549287399780526,6.073295728690168
2017-07-15,6.568680282110603,6.029379691364929
2017-08-01,6.541947465824144,6.023203484368838
2017-08-15,6.575182723224684,6.06556446453141
2017-09-01,6.60223928890192,6.059360599142846
2017-09-15,6.452818628046244,6.060996296341867
2017-10-01,6.457360249046529,6.079294115126479
2017-10-15,6.4264567850272565,6.042708817639776
2017-11-01,6.507873747494992,6.022856007684874
2017-11-15,6.455627486220984,5.981218563507332
2017-12-01,6.477722744858338,5.974129419654204
2017-12-15,6.44157001565702,5.997049812150177
2018-01-01,6.458906603918851,5.9807838502346105
2018-01-15,6.391696141330559,5.959756232188734
2018-02-01,6.314520086112383,6.06155848236434
2018-02-15,6.402750076415144,6.080973792620386
2018-03-01,6.337001217492534,5.993877811595779
2018-03-15,,5.946696547966754
2018-04-01,,5.982593693069759
2018-04-15,,5.963080083016065
2018-05-01,6.019775118693772,5.978165869373074
2018-05-15,6.020252119239107,6.0242361882539806
2018-06-01,5.99124450939855,5.958729846514008
2018-06-15,6.1207007816204255,5.996751231048378
2018-07-01,5.968766018839951,5.958059278445527
2018-07-15,5.821907780549079,5.927021960450024
2018-08-01,5.826505813490167,5.947411942186758
2018-08-15,5.853941276007686,5.908133208882538
2018-09-01,5.847703457420768,5.8906584068911645
2018-09-15,5.824017987128114,5.869317746357778
2018-10-01,5.84972477568628,5.896353268839313
2018-10-15,5.853008774171027,5.885798596994018
2018-11-01,5.795069292380656,5.890149877418732
2018-11-15,5.79683785421319,5.734641646343284
2018-12-01,5.856860725024573,5.755162258973262
2018-12-15,5.857475586242599,5.85511987255014
2019-01-01,5.839130022670002,5.836734811944047
2019-01-15,5.8445791434676355,5.854013175700994
2019-02-01,5.8616236951378795,5.910303368174112
2019-02-15,5.890392835370073,5.925561294842738
2019-03-01,5.8703894503921665,5.8983086283895005
2019-03-15,5.869841901477508,5.949016025755864
2019-04-01,5.887136052861878,5.946134393623834
2019-04-15,5.90094640924076,5.975209480270325
2019-05-01,5.876399905081218,5.98253617298053
2019-05-15,5.884326862045562,6.016759956921022
2019-06-01,5.85675828522802,5.979533842487524
2019-06-15,5.743380796726998,6.0074873905482375
2019-07-01,6.138752389225789,6.127858506551461
2019-07-15,6.421349240349763,6.0466557909083525
2019-08-01,6.351704464092,6.127535797362545
2019-08-15,6.411891381764412,6.125921638498144
2019-09-01,6.306914227860388,6.124307323654025
2019-09-15,6.306206124427684,6.122648649807538
2019-10-01,6.3021720748200005,6.120992722604823
2019-10-15,6.3020303989901905,6.1197088421962365
2019-11-01,6.308966718409259,6.12692720928323
2019-11-15,6.30824225140664,6.130131227149029
2019-12-01,6.224201737333471,6.128281615454731
2019-12-15,6.103421273535147,6.1321637424008015
2020-01-01,6.094600745182812,6.130046676134569
2020-01-15,6.094080940705022,6.127925118388319
2020-02-01,6.092705343597534,6.1264923411749175
2020-02-15,6.089580991601313,6.123425169284609
