Date,Kampala,Busia
2016-01-01,5.969865126935269,5.764507999739491
2016-01-15,5.8855170059367845,5.815850960408928
2016-02-01,5.958950814007155,5.8160903260941135
2016-02-15,5.955617794596877,5.806448445119823
2016-03-01,5.9640798968472035,5.827639603586277
2016-03-15,5.916258313000828,5.839762280010722
2016-04-01,5.984397783085841,5.852416110960883
2016-04-15,6.0087147913069865,5.891519818002157
2016-05-01,5.992603814703873,5.8954400662502255
2016-05-15,5.928847986257203,5.895209627108374
2016-06-01,6.000340059619703,5.890366685699979
2016-06-15,5.998142305638953,5.976584584563974
2016-07-01,5.986408941062014,6.07626059202922
2016-07-15,6.059513895246804,6.249023760571426
2016-08-01,6.206733056318419,6.131375313739207
2016-08-15,6.178142286718774,5.972457956776333
2016-09-01,5.931330274039128,5.994738168728259
2016-09-15,5.971917235529052,6.10306056731719
2016-10-01,6.038237994467524,6.127008061224102
2016-10-15,6.135130873309249,6.155051850803804
2016-11-01,6.18503626172917,6.174484605077709
2016-11-15,6.245436340302469,6.326028347632771
2016-12-01,6.303407971945689,6.329039800971969
2016-12-15,6.426360802458954,6.38362410428713
2017-01-01,6.424294917311788,6.375653110089442
2017-01-15,6.46784330130732,6.4748905468227225
2017-02-01,6.438182518753147,6.400107322621503
2017-02-15,6.456406483124705,6.373163772720497
2017-03-01,6.433756537325549,6.428312865744372
2017-03-15,6.444134157483775,6.48612773134108
2017-04-01,6.411815898740327,6.538927094258442
2017-04-15,6.6167693122360465,6.637498511692277
2017-05-01,6.609154152421307,6.56646380708577
2017-05-15,6.651157472929973,6.499702212524387
2017-06-01,6.598349920832463,6.5204710274061055
2017-06-15,6.528490626350559,6.45342128594408
2017-07-01,6.122483898456167,6.147875887665223
2017-07-15,6.177429919199405,6.134422813773812
2017-08-01,6.219172051891497,6.132119925935866
2017-08-15,6.221904564035328,6.190270656514652
2017-09-01,6.21706955057843,6.1470593850057815
2017-09-15,6.260786644586643,6.102659816379745
2017-10-01,6.25757878317172,6.017577582422973
2017-10-15,6.0959569293486515,6.117761559315504
2017-11-01,6.490122621510149,6.161731236942874
2017-11-15,6.202083936018567,6.141852672078576
2017-12-01,6.199259239942363,6.099578010211682
2017-12-15,6.20072944042185,6.064110037108751
2018-01-01,6.085991273891787,6.0960416097452885
2018-01-15,6.093007630923488,6.127510807003157
2018-02-01,6.091974649613189,6.113822589139058
2018-02-15,6.110455785799122,6.097590690002236
2018-03-01,6.083188164709767,6.058697144701472
2018-03-15,6.079821860869233,6.0552807519531155
2018-04-01,6.123893015909692,6.014879331904102
2018-04-15,6.119565155834772,6.024254976030447
2018-05-01,6.085738614760137,5.993815904569477
2018-05-15,6.056185647326365,5.922066192350289
2018-06-01,5.909885772883303,5.812308424277783
2018-06-15,5.899323049235942,5.79556381494509
2018-07-01,5.840267704300021,5.766355446013251
2018-07-15,5.649097005083259,5.521681839476173
2018-08-01,5.467431007872181,5.584806960274418
2018-08-15,5.628345580121404,5.547526173379695
2018-09-01,5.526399935507779,5.60538834682641
2018-09-15,5.689119464595366,5.545121156232126
2018-10-01,5.69957371962666,5.576720046521316
2018-10-15,5.700318809555521,5.659015003414285
2018-11-01,5.778881477414169,5.671736839962841
2018-11-15,5.824251725093439,5.68742664239159
2018-12-01,5.860350561713563,5.682463601987474
2018-12-15,5.798257397085895,5.672569181922398
2019-01-01,5.789347754890795,5.689264296333812
2019-01-15,5.865071969663276,5.7503461054494425
2019-02-01,5.870525719778315,5.7572943533366505
2019-02-15,5.948900478153654,5.731631891282464
2019-03-01,5.856292101256782,5.702550838016614
2019-03-15,5.783783672336026,5.695814899390069
2019-04-01,5.841175693608735,5.731405027473356
2019-04-15,5.9040897218658595,5.906407220006222
2019-05-01,6.012072877856533,5.976090159977027
2019-05-15,6.016729375660117,5.916645917103135
2019-06-01,6.017236747212243,5.855813308055905
2019-06-15,6.031614643169441,5.867530673925267
2019-07-01,6.138397671441232,
2019-07-15,6.033906762562189,
2019-08-01,5.917209673028302,
2019-08-15,5.706072661330043,
2019-09-01,5.706978502181697,
2019-09-15,5.780334941770064,
2019-10-01,5.706477203017882,
2019-10-15,5.699239051090859,
2019-11-01,6.04807999073588,
2019-11-15,5.905718291584433,
2019-12-01,5.9037179594778175,
2019-12-15,5.842217143333874,
2020-01-01,5.9312467090679695,
2020-01-15,5.840858504086831,
2020-02-01,5.614840536866957,
2020-02-15,5.617571013347163,
