Date,Masindi,Tororo
2016-01-01,,5.380096300829159
2016-01-15,,5.440210694952086
2016-02-01,,5.496915354410596
2016-02-15,,5.4923331155998865
2016-03-01,,5.745240071819211
2016-03-15,5.749321675046353,5.709080380694847
2016-04-01,5.744222189877199,
2016-04-15,5.768514838364622,
2016-05-01,5.767067917751043,
2016-05-15,5.7556450336796825,5.549749753989781
2016-06-01,5.76003831041583,5.558112752196465
2016-06-15,5.75827196051943,5.558939057898939
2016-07-01,5.745138005155248,5.831958815207664
2016-07-15,5.746732172140972,5.832478206686689
2016-08-01,5.742253776773199,5.423705056340891
2016-08-15,5.742379355806811,5.422411619857062
2016-09-01,6.0443917344748135,5.4159222635835285
2016-09-15,6.0388009473109765,5.494131465841262
2016-10-01,6.03042545473073,5.519599830964739
2016-10-15,6.012178564337852,5.552361780399109
2016-11-01,5.9908120879316105,5.580410132276577
2016-11-15,5.957754267850688,5.5540732815360245
2016-12-01,5.9505543844603475,5.544493151148241
2016-12-15,5.959831323878339,5.554071012816001
2017-01-01,5.953697640081862,5.72891973731553
2017-01-15,6.048198643118658,5.726895565763109
2017-02-01,6.134535205606046,5.72931576756422
2017-02-15,6.127784079959406,5.722318971851242
2017-03-01,6.124489577113207,5.719024469005042
2017-03-15,6.121292687066978,5.790922231014981
2017-04-01,6.1151308672858455,5.863462419105324
2017-04-15,6.354883688438217,5.910368925640306
2017-05-01,6.3454359953062385,5.952030943892073
2017-05-15,6.354372984576003,5.9926827055215375
2017-06-01,6.226266351540886,5.939471197107332
2017-06-15,6.124503715111705,5.801237833304102
2017-07-01,6.122483898456167,5.251160858481973
2017-07-15,6.322586646191995,5.429487677461824
2017-08-01,6.3185081821123745,5.425681877812573
2017-08-15,6.317699905974179,5.423792202869158
2017-09-01,6.310436724590128,5.414996788196163
2017-09-15,6.3089287205934035,5.442816399293959
2017-10-01,6.159197452685268,5.411983050855047
2017-10-15,6.09294639019578,5.398793679133816
2017-11-01,6.096754435110813,5.283441623247333
2017-11-15,6.096423615231827,5.286242743374279
2017-12-01,6.0930990441139725,5.28116832756406
2017-12-15,5.694091677996334,5.287132917631387
2018-01-01,5.680526165783623,5.277331206209998
2018-01-15,5.842409381144868,5.378572266814796
2018-02-01,5.839799265618317,5.402835490450782
2018-02-15,5.839995909933781,5.396443466775215
2018-03-01,5.900059830945873,5.390040984149822
2018-03-15,5.896287447650069,5.2688916446529035
2018-04-01,5.57770024830641,5.050067506224038
2018-04-15,5.575304755982544,5.123795709372973
2018-05-01,5.566226000180676,5.116156585835759
2018-05-15,5.563709162228571,5.114366047948352
2018-06-01,5.5458622527665895,5.093877129023532
2018-06-15,5.524629599794531,4.736172239430261
2018-07-01,5.6625158431961315,4.726270496792432
2018-07-15,5.5559317625192515,4.767474402154981
2018-08-01,5.558402786077907,4.770614098423273
2018-08-15,5.5407693909168145,4.751633834527906
2018-09-01,5.533225900578179,4.743747611079802
2018-09-15,5.832803228683907,4.514828111541494
2018-10-01,5.839586949853373,4.530625792136653
2018-10-15,5.84284145138766,4.74422916271955
2018-11-01,5.848587107306206,4.8450582667783735
2018-11-15,5.8569590430692235,4.943140500340458
2018-12-01,5.349524937947573,4.944059829839408
2018-12-15,5.356716232503921,4.7681129076952455
2019-01-01,5.347515002611756,5.019239533194721
2019-01-15,5.3544504483574284,5.131306897043219
2019-02-01,5.361320841910057,5.145237330006572
2019-02-15,5.560130248617659,5.300741684808489
2019-03-01,5.547922489204874,5.289896626335981
2019-03-15,5.544055993006281,5.223509773156054
2019-04-01,5.533492954450284,5.273482819201824
2019-04-15,5.528341086086172,5.271703635316351
2019-05-01,5.519785375089453,5.760461405165304
2019-05-15,5.688915201782019,5.691784644209972
2019-06-01,5.6922920157620975,5.866702707855173
2019-06-15,5.705720210627866,5.45602325136114
2019-07-01,5.658828887316167,
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,5.445595523276932,
2019-09-15,5.446463486848908,
2019-10-01,5.441869527626314,
2019-10-15,5.436593056800403,
2019-11-01,5.434975517849471,
2019-11-15,5.436627487596057,
2019-12-01,5.480981264860992,
2019-12-15,5.48762048209678,
2020-01-01,5.613902240403721,
2020-01-15,5.615892905502677,
2020-02-01,5.435553883768156,
2020-02-15,5.435249456553208,
