Date,Lira,Soroti
2016-01-01,,
2016-01-15,,
2016-02-01,6.435184993003526,
2016-02-15,6.473162368611613,
2016-03-01,6.454225628986916,
2016-03-15,,
2016-04-01,,
2016-04-15,,
2016-05-01,,
2016-05-15,,
2016-06-01,,
2016-06-15,,
2016-07-01,,
2016-07-15,6.265417570347102,
2016-08-01,6.220154974812969,
2016-08-15,6.172746149023526,
2016-09-01,6.169816863283081,
2016-09-15,6.104106045718742,
2016-10-01,6.095489048077792,
2016-10-15,6.075009143130266,
2016-11-01,6.0029055264222935,
2016-11-15,5.957754267850688,
2016-12-01,5.9505543844603475,
2016-12-15,6.0232993194333195,
2017-01-01,6.093666108686586,
2017-01-15,6.336532113449884,
2017-02-01,6.240288764405416,
2017-02-15,6.232552704507913,6.327378349052819
2017-03-01,6.324083846206619,6.325698051561161
2017-03-15,6.409221520778494,6.365728184444379
2017-04-01,6.440140232317468,6.3588734794701285
2017-04-15,6.355660991236779,6.354883688438217
2017-05-01,6.234034308922701,6.612455971419808
2017-05-15,,6.052847149175166
2017-06-01,5.934731851743436,6.00134660082542
2017-06-15,5.719776886845121,6.005981854153889
2017-07-01,5.872652050135484,6.0039587477378955
2017-07-15,6.0053457714986695,5.979458000546542
2017-08-01,6.000612331064097,5.971756014871413
2017-08-15,5.998538568053312,5.949525909723434
2017-09-01,6.083029640271961,5.962062496977297
2017-09-15,6.107131873522337,5.921930616610154
2017-10-01,6.105130231414992,5.8882911697383244
2017-10-15,6.03501913224545,5.874815380705114
2017-11-01,5.9743263594033085,5.917234561158096
2017-11-15,5.915600186058894,5.914401863566786
2017-12-01,5.943438269559567,5.97544100064574
2017-12-15,6.041168467866345,5.979158393082132
2018-01-01,5.902456860672624,6.191351789549613
2018-01-15,5.97497381156673,6.196762043043929
2018-02-01,6.091974649613189,6.291549454554702
2018-02-15,6.243741327162418,6.290808838020404
2018-03-01,6.285141029044338,6.329449525139282
2018-03-15,6.325734520444718,6.3241534924474
2018-04-01,6.397480079799721,6.2691793717656585
2018-04-15,6.503524058721973,6.395084587475855
2018-05-01,6.499815899317644,6.3868037865875475
2018-05-15,6.281795291135769,6.386170099468836
2018-06-01,5.778905185144974,6.375110420512689
2018-06-15,5.894503762799993,6.139261158330617
2018-07-01,5.8389946296532225,5.830037436049206
2018-07-15,5.866086690823091,5.930625211960662
2018-08-01,5.933305243775905,5.869226387091382
2018-08-15,5.915250953505012,5.78338317796689
2018-09-01,5.841110680347479,5.77390193065403
2018-09-15,5.835325298116617,5.764892023067697
2018-10-01,5.773371982388549,6.075711212640304
2018-10-15,5.772773888770943,5.9372398463100335
2018-11-01,5.846090227107619,5.778881477414169
2018-11-15,6.039693056045557,5.790438360727661
2018-12-01,6.042672118507518,6.042672118507518
2018-12-15,6.315362476336729,6.0478205114340655
2019-01-01,6.370646635314171,6.042717682353797
2019-01-15,6.412807475305944,6.333236799739355
2019-02-01,6.338093294226169,6.2063025460794305
2019-02-15,6.297009093784002,6.379851730245158
2019-03-01,6.407094153307429,6.368100043372883
2019-03-15,6.545572785618135,6.364233547174291
2019-04-01,6.504169835997992,6.351506145292312
2019-04-15,6.463373999770067,6.425531646586908
2019-05-01,6.6778210842283645,6.420997000136489
2019-05-15,6.7067661338056705,6.5275549994261075
2019-06-01,6.686286376193127,6.526819362738636
2019-06-15,6.550384091171892,6.537520207809981
2019-07-01,6.5491179400412545,
2019-07-15,,
2019-08-01,6.546580818191011,
2019-08-15,6.3978103983867545,
2019-09-01,6.273184428795545,
2019-09-15,5.850715738531863,
2019-10-01,5.8473346357344775,
2019-10-15,5.843278421313797,
2019-11-01,5.839218878707314,
2019-11-15,5.837214537250789,
2019-12-01,5.837656208799724,
2019-12-15,6.025751556553039,
2020-01-01,6.020383092631721,
2020-01-15,6.075585196490672,
2020-02-01,6.126881227611116,
2020-02-15,6.350812651108987,
