Date,Meru,Nakuru
2016-01-01,,6.867023396662568
2016-01-15,,6.869118515768734
2016-02-01,,6.876230575440013
2016-02-15,,6.757608981292415
2016-03-01,,6.878404018641677
2016-03-15,,6.748433797828377
2016-04-01,,6.751992875719974
2016-04-15,,6.9135430041200605
2016-05-01,,6.962469649556401
2016-05-15,,6.9554126545934585
2016-06-01,,6.852798928200067
2016-06-15,,6.79765558057282
2016-07-01,,6.843982503292263
2016-07-15,,6.737072891486363
2016-08-01,,6.632309433456915
2016-08-15,,6.631208641538073
2016-09-01,,6.9351365952064965
2016-09-15,,6.731809444368906
2016-10-01,,6.929380933061017
2016-10-15,,6.925373799331172
2016-11-01,,6.822985808792981
2016-11-15,,6.818181772468007
2016-12-01,,6.905146019395939
2016-12-15,,6.901984002258514
2017-01-01,,6.794897318135682
2017-01-15,,6.776429311677961
2017-02-01,,6.763327620516473
2017-02-15,,6.762430772248937
2017-03-01,,6.7638162677359945
2017-03-15,,6.75038306506277
2017-04-01,,6.737261527967021
2017-04-15,,6.8747218840778626
2017-05-01,,6.873213654907773
2017-05-15,6.618749096401022,6.897971730635504
2017-06-01,6.616766744535951,6.88174041761792
2017-06-15,6.253426844787594,6.7449322539958025
2017-07-01,6.2183965729975075,6.7464751031475
2017-07-15,6.286355275080574,6.692089164268168
2017-08-01,6.332102394085951,6.7370553382904745
2017-08-15,6.344155565281938,6.75114158623081
2017-09-01,6.347042671594628,6.666740957945367
2017-09-15,6.348678368793648,6.754143476901811
2017-10-01,6.353370535522481,6.703019331723461
2017-10-15,6.39990337707474,6.78107579261386
2017-11-01,6.398875541394341,6.851787878926591
2017-11-15,6.397660730246647,6.755935558171465
2017-12-01,6.348822869095615,6.753271200298693
2017-12-15,6.385507092158509,6.838022931052672
2018-01-01,6.333428946101424,6.572187155606918
2018-01-15,6.269249420091233,6.826550927891677
2018-02-01,6.303709170008167,6.7347249782338015
2018-02-15,6.333358082991144,6.732817167039096
2018-03-01,6.397253054784485,6.820686856435466
2018-03-15,6.38003055508371,6.770585908825588
2018-04-01,6.38666894688887,6.664216387777751
2018-04-15,6.388776086909848,6.718715587242694
2018-05-01,6.411225983427125,6.738438894635541
2018-05-15,6.20224095268945,6.765889482420448
2018-06-01,6.0247331791525935,6.609410112539349
2018-06-15,6.0489719303145995,6.498463287179254
2018-07-01,6.031705818613825,6.501709447859561
2018-07-15,6.079904811264352,6.469062603563939
2018-08-01,6.125748708343024,6.449563012649042
2018-08-15,6.171964065512139,6.429675613045191
2018-09-01,6.084279518939052,6.482225794633189
2018-09-15,6.160490223749327,6.482422219244187
2018-10-01,6.02445995151566,6.4225499004819016
2018-10-15,6.080902928243835,6.42881924802643
2018-11-01,6.13262319487261,6.488216472940602
2018-11-15,6.188812032580339,6.4760695667111605
2018-12-01,6.296332201117933,6.5915843324302585
2018-12-15,6.342078014909487,6.593231399627761
2019-01-01,6.268066001924324,6.593135685400743
2019-01-15,6.188135234977254,6.593039962011633
2019-02-01,6.377540743926958,6.600684295241168
2019-02-15,6.344612596914546,6.5957691844564295
2019-03-01,6.366383085202827,6.589250736391131
2019-03-15,6.354133489153418,6.578111184822959
2019-04-01,6.37629211432237,6.573631324193517
2019-04-15,6.386036531519875,6.670873651839425
2019-05-01,6.512519092407855,7.0113006456810005
2019-05-15,6.5081674948299115,7.007158660948899
2019-06-01,6.566656276212781,7.005875269132802
2019-06-15,6.661181722696382,6.917706503642626
2019-07-01,6.575586864175662,6.821005687111406
2019-07-15,6.481973862166198,6.906071818556762
2019-08-01,6.56667362328174,6.923733134447132
2019-08-15,6.644756165940486,6.925668942474727
2019-09-01,6.71564269559263,6.949593661004507
2019-09-15,6.781835231128974,6.920171271958031
2019-10-01,6.779293171834601,6.526457830712988
2019-10-15,6.734763699625318,6.9151348718765995
2019-11-01,,6.8368533069722845
2019-11-15,6.6392747647320345,6.839945460194186
2019-12-01,6.632204273852051,6.838892857333431
2019-12-15,,6.841020216665926
2020-01-01,,6.836579175390533
2020-01-15,,6.309969321138061
2020-02-01,,6.308260034758923
2020-02-15,,
