Date,Ruhengeri,Rubavu
2016-01-01,,
2016-01-15,6.283217251193524,
2016-02-01,6.279903592265833,
2016-02-15,6.260076476302802,
2016-03-01,6.234497842581117,
2016-03-15,6.294194544742304,
2016-04-01,6.3505274176451865,
2016-04-15,6.356295554316818,
2016-05-01,6.380077795136465,
2016-05-15,6.349003142985581,
2016-06-01,6.3633161666305815,
2016-06-15,6.289103919590747,
2016-07-01,6.350349206799406,
2016-07-15,6.302376311379542,
2016-08-01,6.291961155137457,
2016-08-15,6.279249062378441,
2016-09-01,6.257052652046707,
2016-09-15,6.2517427560440675,
2016-10-01,6.226291958943903,6.34489770135175
2016-10-15,6.215248861663603,6.3421679313198736
2016-11-01,6.27304775892336,6.395630933104224
2016-11-15,6.2909486980697835,
2016-12-01,6.38580526356713,
2016-12-15,6.386651314105039,
2017-01-01,6.38749933791425,6.584792336454371
2017-01-15,6.37628657758218,6.547854591864949
2017-02-01,6.364946664171547,6.5318861881747186
2017-02-15,6.355993085751263,6.518960010477914
2017-03-01,6.355643362824861,6.519349852768001
2017-03-15,6.353732811193225,6.51727125048782
2017-04-01,6.348489997501445,6.515200872002222
2017-04-15,6.257646079570573,6.5183723420338255
2017-05-01,6.2586330136575645,6.522197493044409
2017-05-15,6.264677101509373,6.5992709623728505
2017-06-01,6.265813714959627,6.615622602227117
2017-06-15,6.263995578232334,6.624132729899538
2017-07-01,6.164504459410481,6.6035974839484
2017-07-15,6.164539768770413,6.6039670327783915
2017-08-01,6.160488584088879,6.597598123626217
2017-08-15,6.256489932812973,6.4491489048398485
2017-09-01,6.248098183886897,6.430693375926778
2017-09-15,6.2412519083112645,6.5508593413920115
2017-10-01,6.23363083040881,6.580728422408959
2017-10-15,6.2355023862255505,6.508189158560936
2017-11-01,6.244994375170911,6.554423188437402
2017-11-15,6.259788674998292,6.5968559726308165
2017-12-01,6.360040835118575,6.526889926736144
2017-12-15,6.359139583551838,6.572479134769426
2018-01-01,6.3578554765800845,6.529946765123225
2018-01-15,6.358377966301426,6.5229116076737395
2018-02-01,6.3550967145094175,5.9840661462496
2018-02-15,6.342913076171015,5.768230362298932
2018-03-01,6.337635569559889,5.795127212715662
2018-03-15,6.328197204138714,5.814299381335753
2018-04-01,6.315005363352365,5.835254615860732
2018-04-15,6.311321603195794,5.857796833267144
2018-05-01,6.303806393594676,5.850939046591927
2018-05-15,6.3091539525461995,5.857831007394825
2018-06-01,6.312222270177028,5.775992635245796
2018-06-15,6.1185064163344025,5.847694472186107
2018-07-01,6.008281777512261,5.80584398493009
2018-07-15,5.996031662122927,5.86722552789042
2018-08-01,5.994437243245431,5.9485275419413535
2018-08-15,6.107053903247108,5.887961352349519
2018-09-01,6.104732686814956,5.910850307619926
2018-09-15,6.117584713642469,5.8781494747300735
2018-10-01,6.222280034362545,5.866342462953229
2018-10-15,6.221517800673659,5.866568482702396
2018-11-01,6.220750869475664,5.907913917003576
2018-11-15,6.226731638465731,6.0016398237362605
2018-12-01,6.268354724329394,6.093008781271864
2018-12-15,6.266689120611705,5.870364084442938
2019-01-01,6.281604857851449,5.916435289921294
2019-01-15,6.31453254494073,5.870928940419215
2019-02-01,6.228662758230336,6.115750652808549
2019-02-15,6.210744022017104,6.1494635907990896
2019-03-01,6.229199753781177,6.096880335611153
2019-03-15,6.224954026826148,6.0897233984486645
2019-04-01,6.237561664348352,6.0488759929578295
2019-04-15,6.211437970741141,6.171397809303818
2019-05-01,6.196981814994793,6.064435159032809
2019-05-15,6.224587488212667,6.033841281759462
2019-06-01,6.197768188976779,6.055330255536053
2019-06-15,6.156069595177607,6.116633031392125
2019-07-01,,
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
