Date,Rubavu,Ruhengeri
2016-01-01,,
2016-01-15,,6.283217251193524
2016-02-01,,6.279903592265833
2016-02-15,,6.260076476302802
2016-03-01,,6.234497842581117
2016-03-15,,6.294194544742304
2016-04-01,,6.3505274176451865
2016-04-15,,6.356295554316818
2016-05-01,,6.380077795136465
2016-05-15,,6.349003142985581
2016-06-01,,6.3633161666305815
2016-06-15,,6.289103919590747
2016-07-01,,6.350349206799406
2016-07-15,,6.302376311379542
2016-08-01,,6.291961155137457
2016-08-15,,6.279249062378441
2016-09-01,,6.257052652046707
2016-09-15,,6.2517427560440675
2016-10-01,6.34489770135175,6.226291958943903
2016-10-15,6.3421679313198736,6.215248861663603
2016-11-01,6.395630933104224,6.27304775892336
2016-11-15,,6.2909486980697835
2016-12-01,,6.38580526356713
2016-12-15,,6.386651314105039
2017-01-01,6.584792336454371,6.38749933791425
2017-01-15,6.547854591864949,6.37628657758218
2017-02-01,6.5318861881747186,6.364946664171547
2017-02-15,6.518960010477914,6.355993085751263
2017-03-01,6.519349852768001,6.355643362824861
2017-03-15,6.51727125048782,6.353732811193225
2017-04-01,6.515200872002222,6.348489997501445
2017-04-15,6.5183723420338255,6.257646079570573
2017-05-01,6.522197493044409,6.2586330136575645
2017-05-15,6.5992709623728505,6.264677101509373
2017-06-01,6.615622602227117,6.265813714959627
2017-06-15,6.624132729899538,6.263995578232334
2017-07-01,6.6035974839484,6.164504459410481
2017-07-15,6.6039670327783915,6.164539768770413
2017-08-01,6.597598123626217,6.160488584088879
2017-08-15,6.4491489048398485,6.256489932812973
2017-09-01,6.430693375926778,6.248098183886897
2017-09-15,6.5508593413920115,6.2412519083112645
2017-10-01,6.580728422408959,6.23363083040881
2017-10-15,6.508189158560936,6.2355023862255505
2017-11-01,6.554423188437402,6.244994375170911
2017-11-15,6.5968559726308165,6.259788674998292
2017-12-01,6.526889926736144,6.360040835118575
2017-12-15,6.572479134769426,6.359139583551838
2018-01-01,6.529946765123225,6.3578554765800845
2018-01-15,6.5229116076737395,6.358377966301426
2018-02-01,5.9840661462496,6.3550967145094175
2018-02-15,5.768230362298932,6.342913076171015
2018-03-01,5.795127212715662,6.337635569559889
2018-03-15,5.814299381335753,6.328197204138714
2018-04-01,5.835254615860732,6.315005363352365
2018-04-15,5.857796833267144,6.311321603195794
2018-05-01,5.850939046591927,6.303806393594676
2018-05-15,5.857831007394825,6.3091539525461995
2018-06-01,5.775992635245796,6.312222270177028
2018-06-15,5.847694472186107,6.1185064163344025
2018-07-01,5.80584398493009,6.008281777512261
2018-07-15,5.86722552789042,5.996031662122927
2018-08-01,5.9485275419413535,5.994437243245431
2018-08-15,5.887961352349519,6.107053903247108
2018-09-01,5.910850307619926,6.104732686814956
2018-09-15,5.8781494747300735,6.117584713642469
2018-10-01,5.866342462953229,6.222280034362545
2018-10-15,5.866568482702396,6.221517800673659
2018-11-01,5.907913917003576,6.220750869475664
2018-11-15,6.0016398237362605,6.226731638465731
2018-12-01,6.093008781271864,6.268354724329394
2018-12-15,5.870364084442938,6.266689120611705
2019-01-01,5.916435289921294,6.281604857851449
2019-01-15,5.870928940419215,6.31453254494073
2019-02-01,6.115750652808549,6.228662758230336
2019-02-15,6.1494635907990896,6.210744022017104
2019-03-01,6.096880335611153,6.229199753781177
2019-03-15,6.0897233984486645,6.224954026826148
2019-04-01,6.0488759929578295,6.237561664348352
2019-04-15,6.171397809303818,6.211437970741141
2019-05-01,6.064435159032809,6.196981814994793
2019-05-15,6.033841281759462,6.224587488212667
2019-06-01,6.055330255536053,6.197768188976779
2019-06-15,6.116633031392125,6.156069595177607
2019-07-01,,
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
