Date,Lira,Mbale
2016-01-01,6.73464196363447,6.76639066194905
2016-01-15,6.70138633216929,6.734175636730581
2016-02-01,6.66698660706085,6.700888158736531
2016-02-15,6.662404368250141,6.696305919925822
2016-03-01,6.712946789940466,6.747314433444672
2016-03-15,6.722118903507407,6.749458388940976
2016-04-01,,
2016-04-15,,
2016-05-01,,
2016-05-15,6.757988539003953,6.757988539003953
2016-06-01,6.731512427871016,6.762637890145943
2016-06-15,6.728217653680537,6.760519296438291
2016-07-01,6.745590529351113,6.746150910424898
2016-07-15,6.715923403879571,6.715923403879571
2016-08-01,6.680787685980776,6.676617289707049
2016-08-15,6.67576964936374,6.676364356488018
2016-09-01,6.668386947214642,6.6686852320788965
2016-09-15,6.697623385329846,6.697623385329846
2016-10-01,6.697464455431219,6.692853496253145
2016-10-15,6.704187440847737,6.735580153255599
2016-11-01,6.684248913678229,6.717010709988137
2016-11-15,6.581908576923682,6.650901448410633
2016-12-01,6.595790037382714,6.642807243899425
2016-12-15,6.61599849037687,6.648837711772252
2017-01-01,6.61271799992226,6.711791512623095
2017-01-15,6.61245173027075,6.710872678054119
2017-02-01,6.6115778845739985,6.709960773684591
2017-02-15,6.606746473179412,6.791406974447403
2017-03-01,6.634427232787701,6.791408202813523
2017-03-15,6.753383267032442,6.867779438137442
2017-04-01,6.779370668664623,6.861353697393771
2017-04-15,6.859938415739269,6.85805959884089
2017-05-01,6.968891150327122,6.899838328598852
2017-05-15,6.9091968761185525,6.907855494294352
2017-06-01,6.865173763163835,6.9176373326995755
2017-06-15,6.921829028690987,6.92138527452351
2017-07-01,6.8704788795157805,6.787544980142807
2017-07-15,6.87057709975935,6.787724085786558
2017-08-01,6.865286823287116,6.836934715764452
2017-08-15,6.809592370749438,6.836416705240865
2017-09-01,6.80253046041779,6.774140160250103
2017-09-15,6.800774717041625,6.772632156253379
2017-10-01,6.797284856062186,6.7690856058741335
2017-10-15,6.78584228290417,6.757807827177755
2017-11-01,6.671429464873556,6.733214621992752
2017-11-15,6.67253710449417,6.6702873847601545
2017-12-01,6.683936605849349,6.669712408417967
2017-12-15,6.732732116820645,6.673427278751277
2018-01-01,6.806045907371657,6.750447961988804
2018-01-15,6.729409316097958,6.813851933094103
2018-02-01,6.728317712173915,6.812846378187989
2018-02-15,6.72380604951877,6.808507341074157
2018-03-01,6.718761759868983,6.803189271207565
2018-03-15,6.716345244014686,6.800368015617292
2018-04-01,6.789641222281523,6.867850748873399
2018-04-15,6.8136789870258125,6.864537404259304
2018-05-01,6.805475249509322,6.8575456956748635
2018-05-15,6.80437423335443,6.777732302408008
2018-06-01,6.7850564920558885,6.754796997292776
2018-06-15,6.710787310858822,6.738691200772804
2018-07-01,6.710208041436984,6.710208041436984
2018-07-15,6.630692835365181,6.711795988525156
2018-08-01,6.627026971895464,6.657572333049655
2018-08-15,6.61767894313943,6.669982120033642
2018-09-01,6.6880513340868415,6.684830719386799
2018-09-15,6.707851002024013,6.622178441338406
2018-10-01,6.714846285049665,6.62735883092655
2018-10-15,6.71768342595075,6.630387026869979
2018-11-01,6.722600088969929,6.6356833059358165
2018-11-15,6.6462036722139635,6.551343082166565
2018-12-01,6.649929627187033,6.553497742273509
2018-12-15,6.741989664489704,6.559872376923301
2019-01-01,6.7343236347638085,6.708808061526229
2019-01-15,6.736654824225794,6.711231924548906
2019-02-01,6.626156391639695,6.71678028325294
2019-02-15,6.561443626298969,6.716636515704671
2019-03-01,6.55066702905505,6.73196556785697
2019-03-15,6.546800532856458,6.782866365657102
2019-04-01,6.6047997924281265,6.772208707220093
2019-04-15,6.685986906338474,6.766029614012011
2019-05-01,6.710404103204066,6.760818003799332
2019-05-15,6.709876556220062,6.761816639324294
2019-06-01,6.709348194898657,
2019-06-15,6.7040999316654295,
2019-07-01,6.703069655055854,
2019-07-15,6.702038315881557,
2019-08-01,6.5465808181910115,
2019-08-15,6.542038955707696,
2019-09-01,6.508357248304117,
2019-09-15,6.541432784238517,
2019-10-01,6.470576119550112,
2019-10-15,6.466997095441979,
2019-11-01,6.462761753948969,
2019-11-15,6.463375215034524,
2019-12-01,6.497322270736219,
2019-12-15,6.6022514199205276,
2020-01-01,6.624948674662949,
2020-01-15,6.627770098437231,
2020-02-01,6.626717729801511,
2020-02-15,6.533861745221318,
