Date,Mulindi,Kabale
2016-01-01,5.641834709213029,
2016-01-15,5.590070070633579,
2016-02-01,5.520255181400469,5.203928229729121
2016-02-15,5.661816553147137,5.2333361911469645
2016-03-01,5.628362039010801,5.301558139647146
2016-03-15,5.595896513624416,
2016-04-01,5.538340130238807,
2016-04-15,5.624959600909211,5.482078561514354
2016-05-01,5.624882215442379,5.483369914314137
2016-05-15,5.635201908939239,5.472491270852649
2016-06-01,5.550338028338687,5.516649026125994
2016-06-15,5.465173630459656,5.558939057898939
2016-07-01,5.490147941576294,5.543111377281961
2016-07-15,5.631986117942213,5.461575991408508
2016-08-01,5.58416485436128,5.424749442858798
2016-08-15,5.572260830406624,5.4244927860608865
2016-09-01,5.59139861206696,5.4528116922692424
2016-09-15,5.776637736633431,5.5281612144275725
2016-10-01,5.761590154294152,5.518665687972942
2016-10-15,5.764392901832001,5.554161960903257
2016-11-01,5.730855800119232,5.6520196646547
2016-11-15,5.746202822475705,5.824222875226165
2016-12-01,5.722576403498153,5.877637597676779
2016-12-15,5.667216476381894,5.824780815424499
2017-01-01,5.516176297940057,5.728175966362685
2017-01-15,5.4520552445734545,5.670435110422965
2017-02-01,5.423777151969351,5.72931576756422
2017-02-15,5.392684330263794,5.722318971851242
2017-03-01,5.294565084698854,5.7813879192895
2017-03-15,5.489476938442125,5.998561595793225
2017-04-01,5.66201197837778,5.996356259907167
2017-04-15,5.676628596003036,6.037207260118245
2017-05-01,5.69840076623483,6.043960600722122
2017-05-15,5.846820261106045,6.050740776621751
2017-06-01,5.831918598444783,6.061186601181437
2017-06-15,5.910030184163604,5.940703961448439
2017-07-01,5.753552369086058,5.630277136893386
2017-07-15,5.602420850616872,5.431462011765542
2017-08-01,5.565212615754572,5.425681877812573
2017-08-15,5.463345642025259,5.528757383475383
2017-09-01,5.451231177126585,5.6189089775824845
2017-09-15,5.934226873016353,5.522414366021762
2017-10-01,5.600286241203884,5.411983050855047
2017-10-15,5.632276582630178,5.396779579762114
2017-11-01,5.592870173957543,5.343733853503453
2017-11-15,5.583170796389558,5.218853721469302
2017-12-01,5.568991614788335,5.074221723464717
2017-12-15,5.394439712469995,5.1529607047350146
2018-01-01,5.370388466238035,5.223767763287908
2018-01-15,5.347157499748326,5.101759866599919
2018-02-01,5.288709020038852,5.149232731651864
2018-02-15,5.228844529266213,5.290636622165547
2018-03-01,5.232869415317401,5.27250993287174
2018-03-15,5.197638295334497,5.135360252028382
2018-04-01,5.142107435300787,5.192037767494425
2018-04-15,5.107348798869858,5.189642275170559
2018-05-01,5.123220521966893,5.116156585835759
2018-05-15,5.135125024593336,5.173281931484947
2018-06-01,5.195605581273852,5.176611628362781
2018-06-15,5.14583535102414,5.194083822910968
2018-07-01,5.203160925402773,5.206397133669616
2018-07-15,5.22391072107835,4.774854509452604
2018-08-01,5.195454600450221,4.670143568059638
2018-08-15,5.193624403653985,4.751633834527906
2018-09-01,4.94081529973908,4.522474967701403
2018-09-15,4.908529306253067,4.514828111541494
2018-10-01,4.929573199735533,4.544482826798079
2018-10-15,4.947811658333048,4.74422916271955
2018-11-01,4.968854076868145,4.960571153900218
2018-11-15,5.054543575634109,5.037327715400159
2018-12-01,5.1367025815830845,5.098210509666667
2018-12-15,5.260499252312756,5.045633229887527
2019-01-01,5.258215990420927,5.132568218501724
2019-01-15,5.305714382026771,5.171312231656918
2019-02-01,5.306277101088684,5.0776791789952815
2019-02-15,5.297508060137905,5.334500164733444
2019-03-01,5.280119199084031,5.344647141107389
2019-03-15,5.267062842446847,5.223509773156054
2019-04-01,5.262835065505188,5.3328222589881324
2019-04-15,5.301949986189738,5.615633954984768
2019-05-01,5.33928524738669,5.689843837951351
2019-05-15,5.383422906042537,5.611264267551952
2019-06-01,5.383816170331533,5.608661216689686
2019-06-15,5.380478745406587,5.6230773360243065
2019-07-01,5.4044184579211825,5.624465696722833
2019-07-15,,
2019-08-01,,5.627236648829966
2019-08-15,5.472979775476133,5.443426667039587
2019-09-01,5.4922423319106874,5.281682715893047
2019-09-15,5.505577188486587,5.39421279650503
2019-10-01,5.544204704579903,5.441869527626314
2019-10-15,5.5792437990639705,5.5342315263643185
2019-11-01,,5.434975517849471
2019-11-15,,5.530609645956863
2019-12-01,,5.614512657485514
2019-12-15,,5.48762048209678
2020-01-01,,5.613902240403721
2020-01-15,,5.384355562059998
2020-02-01,,5.431910892489655
2020-02-15,,5.433429619836223
