Date,Masindi,Kasese
2016-01-01,6.465225239159982,6.465979102746381
2016-01-15,6.455271570344619,6.364481043498774
2016-02-01,6.458589092132568,6.455550730509163
2016-02-15,6.492322866350689,6.491592672816966
2016-03-01,6.679165800083002,6.500814650959307
2016-03-15,6.679861549024396,6.5661715702829815
2016-04-01,6.676941645377108,6.56363709979081
2016-04-15,6.702156046269875,6.628025456078266
2016-05-01,6.7014573486616476,6.737551926612268
2016-05-15,6.696148575961132,6.493901525492754
2016-06-01,6.689633670863659,6.536175751715301
2016-06-15,6.497408484717015,6.5393086464576164
2016-07-01,6.482272895773473,6.5230073591106885
2016-07-15,6.506644149537146,6.525625387246635
2016-08-01,6.523361731526907,6.5629303312726694
2016-08-15,6.523105074728996,6.561512514144189
2016-09-01,6.593452490785948,6.555773996162218
2016-09-15,6.588568383098891,6.549849635989781
2016-10-01,6.501129119006803,6.542930340016441
2016-10-15,6.47904873424721,6.5236865490992715
2016-11-01,6.279218116108922,6.533567448084982
2016-11-15,6.300161239991715,6.468579891616678
2016-12-01,6.420259995524769,6.462571193596491
2016-12-15,6.429318290751434,6.462358144829634
2017-01-01,6.422438596006496,6.462145141442885
2017-01-15,6.502437728059688,6.494460786202137
2017-02-01,6.576508348170308,
2017-02-15,6.569405482771316,
2017-03-01,6.5664279873774465,6.58557784270099
2017-03-15,6.597569785439308,6.598182718342347
2017-04-01,6.590755438475138,6.4811770265378295
2017-04-15,6.586698709388025,6.438389706434408
2017-05-01,6.578006596294953,6.431272514122744
2017-05-15,6.5860404154731125,6.515723917055652
2017-06-01,6.591907192610265,6.52673237592274
2017-06-15,6.451292870809253,6.48892797440099
2017-07-01,6.41053682201548,6.491349319745419
2017-07-15,6.527440987522891,6.493243890620956
2017-08-01,6.525614734516767,6.486934950587513
2017-08-15,6.592977142183737,6.483668770360596
2017-09-01,6.586298810232551,
2017-09-15,6.5810939443545005,6.477104230830453
2017-10-01,6.259280911242251,6.580822017459036
2017-10-15,6.247240634735078,6.552848923455012
2017-11-01,6.100754440444159,6.465480717573219
2017-11-15,6.096423615231827,6.3859779967870125
2017-12-01,6.0930990441139725,6.37978061623217
2017-12-15,6.201628316886867,6.2735519001219
2018-01-01,6.191351789549613,6.373673346343568
2018-01-15,6.534912024138188,6.381191082177448
2018-02-01,6.534237601941882,6.3819132104237015
2018-02-15,6.530562443900234,6.3827299692105095
2018-03-01,6.487981003885049,
2018-03-15,6.519704661279193,
2018-04-01,6.511175804934666,
2018-04-15,6.510090070492864,
2018-05-01,6.536089306104479,6.3868037865875475
2018-05-15,5.804871219045459,6.366752013611734
2018-06-01,5.787024309583478,6.24072322980427
2018-06-15,6.012823423100325,6.128219253039601
2018-07-01,6.010643726556405,5.964532374597
2018-07-15,5.866086690823091,5.935244157816957
2018-08-01,6.050321702162092,5.9935241037689595
2018-08-15,6.0338106882295675,5.825055874367457
2018-09-01,6.022390027562991,5.965538258722532
2018-09-15,6.014703821464067,6.041704423282574
2018-10-01,6.020651435457276,6.048560223574353
2018-10-15,6.023490766989252,6.2689769936693915
2018-11-01,6.27462060814678,6.272174622418519
2018-11-15,6.094844876120637,6.120845377845783
2018-12-01,6.042672118507518,6.147106279305214
2018-12-15,6.049863413063866,6.0478205114340655
2019-01-01,6.194812862998959,6.040662183171701
2019-01-15,6.373813365371398,6.047597628917374
2019-02-01,6.382810133007966,5.996118139407725
2019-02-15,6.456353417441004,5.993888865368435
2019-03-01,6.368100043372883,5.981960969757094
2019-03-15,6.364233547174291,6.187492853741926
2019-04-01,6.469124069085033,6.183641249773915
2019-04-15,6.530685529327375,6.387632373995921
2019-05-01,6.558233536804122,6.341989667879001
2019-05-15,6.790396932878082,6.343990434392556
2019-06-01,6.5634534959184165,6.3825697538940895
2019-06-15,6.511285099155636,6.408733574108865
2019-07-01,6.5223567013969665,
2019-07-15,,
2019-08-01,6.544138814535459,
2019-08-15,6.473830705681163,
2019-09-01,6.624670775981141,
2019-09-15,6.639834839297474,
2019-10-01,6.6941109837239425,
2019-10-15,6.536425601873741,
2019-11-01,6.532366059267259,
2019-11-15,6.531583465061057,
2019-12-01,6.626113569163994,
2019-12-15,6.690208244650055,
2020-01-01,6.685214353074378,
2020-01-15,6.686768439199186,
2020-02-01,6.714465483849453,
2020-02-15,6.715172690509349,
