Date,Kampala,Lira
2016-01-01,5.470728347419592,5.410867959495913
2016-01-15,5.458969852156509,5.263858711370618
2016-02-01,5.460547710239721,5.091450246302431
2016-02-15,5.456993749154578,5.1276900020119776
2016-03-01,5.428510313927199,5.215838062480285
2016-03-15,5.430104293642521,5.2776013385717055
2016-04-01,5.461639567537767,
2016-04-15,5.566097417567529,
2016-05-01,5.567228546636379,
2016-05-15,5.595170821967687,5.492372641406479
2016-06-01,5.611889148977269,5.547932192264347
2016-06-15,5.612619207362562,5.558939057898939
2016-07-01,5.911840245564505,5.654238814326608
2016-07-15,5.6792556011719855,5.6504351626364935
2016-08-01,5.54276441635688,5.5446179850062025
2016-08-15,5.534623610463989,5.540194655513445
2016-09-01,5.533937237081611,5.533937237081611
2016-09-15,5.584183088392119,5.412003251676704
2016-10-01,5.633328596293082,5.460957370352295
2016-10-15,5.653388594799817,5.445999762404194
2016-11-01,5.7656386678618405,5.526585482262797
2016-11-15,5.733866391976621,5.4469286440846965
2016-12-01,5.728602018516291,5.437939317926372
2016-12-15,5.735801902138559,5.447627340142226
2017-01-01,5.731147736751843,5.497376696581344
2017-01-15,5.7298585308937655,5.643384932889939
2017-02-01,5.730052415847992,5.596310607651941
2017-02-15,5.726010375083201,5.635845373847415
2017-03-01,5.720502665874353,5.6341624748955565
2017-03-15,5.811989948718504,5.751701517861699
2017-04-01,5.790089578940895,5.788716895128923
2017-04-15,5.958899158256917,5.894476170595299
2017-05-01,6.102029828334253,6.043431360169944
2017-05-15,6.109099196459389,5.783409002071478
2017-06-01,6.033060576314948,5.797460866115625
2017-06-15,5.798513035977917,5.71903860700354
2017-07-01,5.676134973936596,5.631893952120291
2017-07-15,5.719883455785202,5.720622281086634
2017-08-01,5.623736305825427,5.623736305825427
2017-08-15,5.528757383475383,5.423792202869158
2017-09-01,5.6189089775824845,5.41895718941226
2017-09-15,5.7011708566512205,5.417449185415537
2017-10-01,5.5896642280924995,5.411983050855047
2017-10-15,5.600378535003355,5.342936347741292
2017-11-01,5.4036072545508675,5.283441623247333
2017-11-15,5.508936755458621,5.283993023640264
2017-12-01,5.400951363887112,5.28116832756406
2017-12-15,5.405414085303052,5.2848882477775625
2018-01-01,5.341019025467256,5.068819317163852
2018-01-15,5.398856937986302,4.993391829878138
2018-02-01,5.398827469053243,5.074331423478746
2018-02-15,5.501201391272896,5.146848729373835
2018-03-01,5.331933353342541,5.209331031250209
2018-03-15,5.3284461754094945,5.132759470328324
2018-04-01,5.320655145316518,5.021412250463662
2018-04-15,5.37278049187107,5.123795709372973
2018-05-01,5.307211822598467,5.116156585835759
2018-05-15,5.245255431110037,5.084912781034857
2018-06-01,5.225047245462376,4.939726449196274
2018-06-15,4.918493796224216,4.5130286881160515
2018-07-01,4.922703897779068,4.510848991572132
2018-07-15,5.235160533260355,4.544330850840772
2018-08-01,5.110232640733851,4.661980257420478
2018-08-15,5.090235997406944,4.751633834527906
2018-09-01,4.840078720018234,4.522474967701403
2018-09-15,4.734190940015797,4.514828111541494
2018-10-01,4.743484072790689,4.516574038681002
2018-10-15,4.837486656206133,4.526708868959703
2018-11-01,4.929799495233464,4.642117422781683
2018-11-15,5.097291180167716,4.852756438872189
2018-12-01,5.098210509666667,4.853675768371139
2018-12-15,4.949208222765956,4.730655345160345
2019-01-01,5.167659538312995,4.942049894503591
2019-01-15,5.267067944995011,5.100216309973188
2019-02-01,5.302970958847781,5.109427877309861
2019-02-15,5.359091567870766,5.241055463758015
2019-03-01,5.344647141107389,5.227376269354647
2019-03-15,5.340780644908796,5.161732413459811
2019-04-01,5.3849382601271465,5.212721725191387
2019-04-15,5.40823271379379,5.271703635316351
2019-05-01,5.864484127981471,5.696991831216638
2019-05-15,5.834407818866163,5.691784644209972
2019-06-01,5.867905353820933,5.764146119530081
2019-06-15,5.700038377160435,5.54303462835077
2019-07-01,5.615845094691474,5.497004148961136
2019-07-15,,5.448752198015116
2019-08-01,5.422650721538611,5.283829017302559
2019-08-15,5.223026601671128,5.086228299901257
2019-09-01,5.253389207250436,5.0881396343551275
2019-09-15,5.285013504540038,5.087187761210118
2019-10-01,5.336103414720988,5.086236793266025
2019-10-15,5.3565503491268665,5.211616324404532
2019-11-01,5.481495533484364,5.326761933209239
2019-11-15,5.510474737547807,5.32883091714035
2019-12-01,5.528609313850247,5.4598537184351175
2019-12-15,5.578517035568579,5.330582130612325
2020-01-01,5.615425469944243,5.430360427204537
2020-01-15,5.432963261125375,5.329223491365282
2020-02-01,5.383303193424278,5.212410332453946
2020-02-15,5.269516812452338,5.212105905238999
