Date,Kisumu,Nakuru
2016-01-01,6.962333576466893,
2016-01-15,6.9644286955730585,
2016-02-01,6.925020739609445,6.398194774497013
2016-02-15,6.916714914225894,6.384698472136362
2016-03-01,6.903102669897625,6.438302868526916
2016-03-15,6.944983520439066,6.432925990142166
2016-04-01,6.944078734159975,6.3716014051639265
2016-04-15,6.959804721936134,6.386648304973945
2016-05-01,6.962469649556401,6.451718963030507
2016-05-15,6.955863003621561,6.4487076584972955
2016-06-01,6.802132625838909,6.436726620121427
2016-06-15,6.797132431201746,6.4436668044931
2016-07-01,6.792663010662613,6.446450009909804
2016-07-15,6.738179698461554,6.485283742095189
2016-08-01,6.790578410452024,6.554696674159666
2016-08-15,6.734416965742569,6.547987259052753
2016-09-01,6.78819965270293,6.483603857809086
2016-09-15,6.732362083233483,6.536468174366648
2016-10-01,6.6109272019424825,6.533368967596608
2016-10-15,6.606750370556886,6.528469230097079
2016-11-01,6.661817556307076,6.509328249937939
2016-11-15,6.713376658101881,6.517076679684085
2016-12-01,6.707919411616958,6.506506876358174
2016-12-15,6.700426658395675,6.506947462931485
2017-01-01,6.690153584577086,6.494855823139383
2017-01-15,6.7756642982529165,6.475317329493039
2017-02-01,6.768181378927941,6.412670748903304
2017-02-15,6.8574173798129365,6.422393469463228
2017-03-01,6.945844058659234,6.433268040607714
2017-03-15,6.846520602884505,6.422974334594903
2017-04-01,6.833333419119588,6.450679519091376
2017-04-15,6.827298231769488,6.432644039765539
2017-05-01,6.828201556120558,6.8491590429770435
2017-05-15,6.831905765651529,6.482521733841636
2017-06-01,6.833093794382744,6.414559655454889
2017-06-15,6.840011086199327,6.4437583877859055
2017-07-01,6.842086952579462,6.444824767251019
2017-07-15,6.743678034426032,6.441427189427153
2017-08-01,6.737567502194116,6.43631017186397
2017-08-15,6.749620673390103,6.450885006547106
2017-09-01,6.8468489001110076,6.453087884300771
2017-09-15,6.848159397488767,6.454191311858216
2017-10-01,6.853176764038861,6.451858171892545
2017-10-15,6.849704299002957,6.453013202388689
2017-11-01,6.851787878926591,6.416217016430829
2017-11-15,6.938172336872028,6.532283230453505
2017-12-01,6.933386187411803,6.520031071425579
2017-12-15,6.9242602542843255,6.503776627459613
2018-01-01,6.830563101473199,6.434348753137186
2018-01-15,6.826550927891677,6.380900786401212
2018-02-01,6.839075902690276,6.536741553451624
2018-02-15,6.909096409377089,6.529801019002309
2018-03-01,6.907241508137412,6.5278163090448675
2018-03-15,6.903043764041586,6.521109153343616
2018-04-01,6.8972163678432175,7.183436604386768
2018-04-15,6.8990490718112625,7.1907652847224615
2018-05-01,6.895078169691565,7.183174406572542
2018-05-15,6.809435037407744,7.187014165146625
2018-06-01,6.81028303247135,7.120013242144894
2018-06-15,6.7213571194261155,7.123612710625074
2018-07-01,6.724852999173771,
2018-07-15,6.818620079733808,7.130773010700321
2018-08-01,6.819802918443612,7.126805802875904
2018-08-15,6.812001420758136,7.1228227936051365
2018-09-01,6.806494489973673,7.116770678167922
2018-09-15,6.662215329684782,7.161237632979397
2018-10-01,6.717607132075606,
2018-10-15,6.718006211657632,7.244645979701413
2018-11-01,6.800221540532602,7.243769219687977
2018-11-15,6.793248600397694,7.035867321711047
2018-12-01,6.792769087431823,7.072326129377245
2018-12-15,6.792414877194827,
2019-01-01,6.794825477266455,
2019-01-15,6.794423815264695,
2019-02-01,6.709252955693816,7.206165137455979
2019-02-15,6.7010744499692105,7.171202387748887
2019-03-01,6.787359453208324,7.166682279178047
2019-03-15,6.687521299668765,7.153405844266326
2019-04-01,6.775413748508359,7.148856416048117
2019-04-15,6.768512121403341,7.141065800267546
2019-05-01,6.7725331795303925,7.144564718188092
2019-05-15,6.767813135058409,7.1406900535734215
2019-06-01,6.764907859518475,7.13931743579251
2019-06-15,6.755210672344658,7.131948006281767
2019-07-01,6.746615574853573,
2019-07-15,6.737945960721086,7.117044192988508
2019-08-01,,7.1096462805303196
2019-08-15,,7.116222574090482
2019-09-01,,7.111005451218045
2019-09-15,,7.105188767222894
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
