Date,Nairobi,Kisumu
2016-01-01,6.976395953810355,6.869532808267993
2016-01-15,6.9644286955730585,7.0948717242901775
2016-02-01,6.969037625026219,6.971540755244337
2016-02-15,6.872958698013008,6.985564269076629
2016-03-01,6.891196321007663,6.948897785174569
2016-03-15,6.850134914610164,7.052557650725206
2016-04-01,6.849735160492912,7.029015660711088
2016-04-15,6.8645397490665605,7.127171735792931
2016-05-01,6.915992455889184,7.12976581891581
2016-05-15,6.955187404001223,7.1224147628539
2016-06-01,6.948831064537871,6.948605509106668
2016-06-15,6.944306600230055,7.029962044808549
2016-07-01,6.942049186344503,6.942049186344503
2016-07-15,6.946164689344923,7.02330041822715
2016-08-01,6.9462269934952445,7.024368132666589
2016-08-15,6.943163750346061,6.930038420484859
2016-09-01,6.9450421241959,6.935362813960995
2016-09-15,6.941933282474813,6.97714818876588
2016-10-01,6.9386100362728955,7.015977630384741
2016-10-15,6.934382869273539,6.925373799331172
2016-11-01,6.927921658868566,7.0049326700226935
2016-11-15,6.92254178779225,6.9139463944523865
2016-12-01,6.916948244452567,6.907881999214814
2016-12-15,6.909702542280784,6.901072009491244
2017-01-01,6.912848604823,6.977555348687858
2017-01-15,6.879978348189089,6.951801807191196
2017-02-01,6.813519155821566,6.864325239480843
2017-02-15,6.742404429030368,6.944582851879534
2017-03-01,6.7434696858768275,6.946053900229619
2017-03-15,6.7309748971348045,6.933799958360894
2017-04-01,6.937123713238327,6.920344796109218
2017-04-15,6.723580933077895,6.91492613158999
2017-05-01,6.862594086080313,6.989626425105552
2017-05-15,6.918917142641159,6.919551459186373
2017-06-01,6.734997450714313,6.624794310580699
2017-06-15,6.764585191897196,6.521788702681593
2017-07-01,6.839996602265405,6.613417721944589
2017-07-15,6.847582666910338,6.51976849303224
2017-08-01,6.7840875178290085,6.448348150423448
2017-08-15,6.826732031130862,6.525969636655208
2017-09-01,6.8919829141380236,6.531391598571084
2017-09-15,6.754143476901811,6.533283900695433
2017-10-01,6.737814618376857,6.53518460689575
2017-10-15,6.736894959332139,6.535069795951418
2017-11-01,6.736492478697291,6.533681631450865
2017-11-15,6.7518580805548085,6.529735458374706
2017-12-01,6.731676530817233,6.527071100501934
2017-12-15,6.73286872857899,6.5179429944415945
2018-01-01,6.713360752204424,6.628342258436647
2018-01-15,6.716442261281928,6.513527283479417
2018-02-01,6.820726764022079,6.520622171571741
2018-02-15,6.8266658924364245,6.509924588244713
2018-03-01,6.795454701147532,6.50303189297508
2018-03-15,,6.499456590757622
2018-04-01,,6.492168534934097
2018-04-15,,6.5545011970797775
2018-05-01,6.65984862004232,6.607672225917502
2018-05-15,6.659054816764169,6.490754626020756
2018-06-01,6.360634965102319,6.357777820301539
2018-06-15,6.365110227145485,6.364396705887956
2018-07-01,6.499832687846701,6.365316822954006
2018-07-15,6.438290944897186,6.367348986724408
2018-08-01,6.436750223139949,6.21427134449893
2018-08-15,6.429675613045191,6.205865617187821
2018-09-01,6.4219548838385405,6.42328999752151
2018-09-15,6.477993233832854,6.4912217731960355
2018-10-01,6.493962453213951,6.360072958526515
2018-10-15,6.430157040868091,6.360973165655985
2018-11-01,6.423004324293556,6.479338798908584
2018-11-15,6.389637060938853,6.475432421101839
2018-12-01,6.448309439533206,6.474084062221822
2018-12-15,6.476152738164056,6.473614665735585
2019-01-01,6.4769465579129,6.4769465579129
2019-01-15,6.41964703596198,6.342045789938428
2019-02-01,6.4209079730420875,6.485114874213098
2019-02-15,6.508657350387003,6.47743350993547
2019-03-01,6.592006318184378,6.47229517285478
2019-03-15,6.553918725067488,6.462133078500731
2019-04-01,6.456960017389824,6.456960017389824
2019-04-15,6.460717296052026,6.668356660830271
2019-05-01,6.6746858472233495,6.724805798822783
2019-05-15,6.863783054289599,6.672684426990359
2019-06-01,6.8543383486645615,6.669688502111016
2019-06-15,6.921842013395526,6.555150291213322
2019-07-01,6.923450998784079,6.600419154865418
2019-07-15,6.918950045320755,6.643727192545296
2019-08-01,6.9755659902614235,6.698282486866792
2019-08-15,6.974806897716756,6.750014843419091
2019-09-01,6.921444217738019,6.740048158465007
2019-09-15,6.917661375862936,6.740237913980303
2019-10-01,6.779293171834601,6.73904356075301
2019-10-15,6.779838253727508,6.739406991651777
2019-11-01,6.845138358506392,
2019-11-15,6.8481759593307014,
2019-12-01,6.847103084076553,
2019-12-15,6.850003535551118,
2020-01-01,6.846391191969041,
2020-01-15,6.842472292560199,
2020-02-01,6.844251100331429,6.7419473163533254
2020-02-15,6.841224378842866,6.73514210205663
