Date,Owino,Mbale
2016-01-01,6.798784380987672,6.76639066194905
2016-01-15,6.780863139737147,6.734175636730581
2016-02-01,6.785863734730093,6.700888158736531
2016-02-15,6.782920392762594,6.696305919925822
2016-03-01,6.812433444848947,6.747314433444672
2016-03-15,6.81666122532976,6.749458388940976
2016-04-01,6.781698478553577,
2016-04-15,6.804630896958932,
2016-05-01,6.865181079880216,
2016-05-15,6.854761481672814,6.757988539003953
2016-06-01,6.731512427871016,6.762637890145943
2016-06-15,6.693065159941576,6.760519296438291
2016-07-01,6.711959545676619,6.746150910424898
2016-07-15,6.681962294716007,6.715923403879571
2016-08-01,6.676617289707049,6.676617289707049
2016-08-15,6.676958710145931,6.676364356488018
2016-09-01,6.669579553199765,6.6686852320788965
2016-09-15,6.73250569688453,6.697623385329846
2016-10-01,6.72413270251338,6.692853496253145
2016-10-15,6.767621992926765,6.735580153255599
2016-11-01,6.747918247451214,6.717010709988137
2016-11-15,6.616691967556228,6.650901448410633
2016-12-01,6.643105439816351,6.642807243899425
2016-12-15,6.71367257311054,6.648837711772252
2017-01-01,6.709005219374411,6.711791512623095
2017-01-15,6.675305847059376,6.710872678054119
2017-02-01,6.677944559785632,6.709960773684591
2017-02-15,6.688526311269359,6.791406974447403
2017-03-01,6.789634928124658,6.791408202813523
2017-03-15,6.836408044213878,6.867779438137442
2017-04-01,6.820345673666395,6.861353697393771
2017-04-15,6.830895669900067,6.85805959884089
2017-05-01,6.848876293235224,6.899838328598852
2017-05-15,6.854794478039374,6.907855494294352
2017-06-01,6.798353170916925,6.9176373326995755
2017-06-15,6.7891845540846925,6.92138527452351
2017-07-01,6.816866714907912,6.787544980142807
2017-07-15,6.844035257349273,6.787724085786558
2017-08-01,6.841756325876922,6.836934715764452
2017-08-15,6.836897821439705,6.836416705240865
2017-09-01,6.829654908914267,6.774140160250103
2017-09-15,6.853850366589606,6.772632156253379
2017-10-01,6.849756700969181,6.7690856058741335
2017-10-15,6.757807827177755,6.757807827177755
2017-11-01,6.76015492002685,6.733214621992752
2017-11-15,6.791068923412794,6.6702873847601545
2017-12-01,6.786246224673918,6.669712408417967
2017-12-15,6.79121031440766,6.673427278751277
2018-01-01,6.779138454451733,6.750447961988804
2018-01-15,6.7576686534123604,6.813851933094103
2018-02-01,6.757639184479301,6.812846378187989
2018-02-15,6.754222657587084,6.808507341074157
2018-03-01,6.747703532595385,6.803189271207565
2018-03-15,6.743758663329377,6.800368015617292
2018-04-01,6.86693289658317,6.867850748873399
2018-04-15,6.864996435711017,6.864537404259304
2018-05-01,6.8575456956748635,6.8575456956748635
2018-05-15,6.880288890733101,6.777732302408008
2018-06-01,6.836374624684397,6.754796997292776
2018-06-15,6.749535613786933,6.738691200772804
2018-07-01,6.7365115042288854,6.710208041436984
2018-07-15,6.713384551210295,6.711795988525156
2018-08-01,6.716524247478587,6.657572333049655
2018-08-15,6.703920200722496,6.669982120033642
2018-09-01,6.716058448687252,6.684830719386799
2018-09-15,6.709428704165631,6.622178441338406
2018-10-01,6.768858393200249,6.62735883092655
2018-10-15,6.797002457317225,6.630387026869979
2018-11-01,6.800158323315804,6.6356833059358165
2018-11-15,6.787015970707526,6.551343082166565
2018-12-01,6.789886520337739,6.553497742273509
2018-12-15,6.795680491078833,6.559872376923301
2019-01-01,6.788850769199765,6.708808061526229
2019-01-15,6.790506319036384,6.711231924548906
2019-02-01,6.56367290033826,6.71678028325294
2019-02-15,6.594939580727151,6.716636515704671
2019-03-01,6.6302377046216385,6.73196556785697
2019-03-15,6.641552832590525,6.782866365657102
2019-04-01,6.692003384699462,6.772208707220093
2019-04-15,6.765539538040429,6.766029614012011
2019-05-01,6.762291843417632,6.760818003799332
2019-05-15,6.76328975523027,6.761816639324294
2019-06-01,6.763797126782395,
2019-06-15,6.7349348514424365,
2019-07-01,,
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
