Date,Busia,Owino
2016-01-01,6.318462984402514,6.425219904546283
2016-01-15,6.337440950762077,6.55895576741423
2016-02-01,6.316188099802063,6.502364627366297
2016-02-15,6.312043019468261,6.494874353063846
2016-03-01,6.3872553915217,6.618277430407989
2016-03-15,6.358921285335857,6.605846195190644
2016-04-01,6.336599528487916,6.4525903644475
2016-04-15,6.403138777787544,6.552406136343881
2016-05-01,6.135943578426915,6.583306706487137
2016-05-15,6.318066477928407,6.615933575438553
2016-06-01,6.292744691025658,6.254477586647204
2016-06-15,6.364133904030523,6.477066337580395
2016-07-01,6.233923744733619,6.436759632406356
2016-07-15,6.283766709015299,6.394081671682812
2016-08-01,6.2642628327982495,6.457941355652555
2016-08-15,6.279482992071245,6.541643195727906
2016-09-01,6.318338482369976,6.556107830249778
2016-09-15,6.419610623769823,6.589533478879123
2016-10-01,6.4160879355427145,6.5743119407576085
2016-10-15,6.319295131018286,6.398114045424532
2016-11-01,6.168196797178696,6.273557312836522
2016-11-15,6.188487988431572,6.300161239991715
2016-12-01,6.261066817385763,6.461141600786897
2016-12-15,6.318982538170334,6.506716735358224
2017-01-01,6.34400489913866,6.503766816133705
2017-01-15,6.426697114685671,6.540788747110095
2017-02-01,6.4436084680391446,6.538853054717605
2017-02-15,6.5005031950970995,6.638017812616077
2017-03-01,6.536507788619762,6.6359067418606585
2017-03-15,6.542105035181455,6.751808050114444
2017-04-01,6.573984859087074,6.750390632850896
2017-04-15,6.566451950177369,6.798991123381322
2017-05-01,6.626442213394548,6.795426603304579
2017-05-15,6.320739745217466,6.477932645340147
2017-06-01,6.2572799749626205,6.275183266455148
2017-06-15,6.1697472348898375,6.277598763045304
2017-07-01,6.304228302247334,6.37044067943786
2017-07-15,6.324607257103773,6.451455080544969
2017-08-01,6.366576585153397,6.447769105613445
2017-08-15,6.384156553993323,6.4454039239282785
2017-09-01,6.391725383085202,6.479296931875494
2017-09-15,6.376299531708487,6.513422950125465
2017-10-01,6.340108240376205,6.491903206511004
2017-10-15,6.173066404506129,6.246809878751679
2017-11-01,6.055848936770209,6.200410091507986
2017-11-15,6.0010634591662155,6.097921742852849
2017-12-01,5.998788364642731,6.222810650635631
2017-12-15,6.138586130010234,6.341429322524985
2018-01-01,6.13140875358258,6.286661969353938
2018-01-15,6.139071629404233,6.293222309231491
2018-02-01,5.902397921938062,5.9749443426336715
2018-02-15,5.972560340355643,6.08959064733516
2018-03-01,5.971310039734474,6.09620787791807
2018-03-15,5.929703444569913,6.077799615488465
2018-04-01,5.982053627561884,6.2691793717656585
2018-04-15,5.944566815426748,6.065927672431015
2018-05-01,6.015461771344169,6.00311230054583
2018-05-15,5.970295975445936,5.93608511352962
2018-06-01,5.730182953450687,5.737290303909339
2018-06-15,5.732268964572776,5.7954405532111
2018-07-01,5.701268829493364,5.85039437311795
2018-07-15,5.735724872959848,5.864851360215098
2018-08-01,5.732889943539251,5.869226387091382
2018-08-15,5.756427367978361,5.852730596523678
2018-09-01,5.752279466640863,6.023432237141434
2018-09-15,5.835325298116617,6.014703821464067
2018-10-01,5.843348709775264,6.020651435457276
2018-10-15,5.717511210095894,5.84284145138766
2018-11-01,5.6865081572831535,5.847339446508051
2018-11-15,5.760906013162644,5.713477319591533
2018-12-01,5.856639982317028,5.85911523110557
2018-12-15,5.844419438849058,5.8667251963633555
2019-01-01,5.912407847648022,6.040662183171701
2019-01-15,5.9005644168589795,6.047597628917374
2019-02-01,5.95560904299699,6.054468022470003
2019-02-15,6.019313963734245,6.251620427969974
2019-03-01,6.039841405289059,6.170044155741471
2019-03-15,6.08777932027933,6.235529533008196
2019-04-01,6.103159078239208,6.274307334435037
2019-04-15,6.345259344147123,6.389061966805516
2019-05-01,6.316250169677425,6.456945258824288
2019-05-15,6.258334989814062,6.452777907140362
2019-06-01,6.12786287825786,6.344497805944682
2019-06-15,6.065788822982034,6.3903324887379735
2019-07-01,,
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
