Date,Busia,Masindi
2016-01-01,5.979717423378281,
2016-01-15,6.008222853056385,
2016-02-01,6.030108008323483,
2016-02-15,6.02202722367026,
2016-03-01,6.076439888493851,
2016-03-15,6.091773815325784,6.123251474202466
2016-04-01,6.091806862453398,6.060442530899319
2016-04-15,6.173231723467434,6.07692304133352
2016-05-01,6.200579144544911,6.077322641474356
2016-05-15,6.128824478289879,6.064285957152308
2016-06-01,6.145411064028589,6.070042738305509
2016-06-15,6.16172701769957,6.068293011053473
2016-07-01,6.029193081171234,6.054682991384673
2016-07-15,6.038767426445918,6.056735343862079
2016-08-01,6.047635426324382,6.052104707506678
2016-08-15,6.064265506029456,6.052130773563463
2016-09-01,6.143944773457486,6.1069795792240145
2016-09-15,6.202546118531996,6.10306056731719
2016-10-01,6.180486149306463,6.095489048077792
2016-10-15,6.1277195972409695,6.077143615658899
2016-11-01,6.072012873325774,6.173519819667611
2016-11-15,6.053064447655013,6.142057985848633
2016-12-01,6.040541068613632,6.133074570711704
2016-12-15,6.04250429926937,6.141759257364711
2017-01-01,6.039025098096,6.136612844860007
2017-01-15,6.06590802390268,6.135574564806038
2017-02-01,6.063785790544317,6.134535205606046
2017-02-15,6.100676423779259,6.127784079959406
2017-03-01,6.1362544186927925,6.124489577113207
2017-03-15,6.164756795236539,6.121292687066978
2017-04-01,6.2114316365718665,6.113643140753075
2017-04-15,6.197920491212758,6.161144161349006
2017-05-01,,6.202184605937016
2017-05-15,6.170337898271727,6.354372984576003
2017-06-01,6.01459182757544,6.361349334856827
2017-06-15,5.852293004104387,6.124503715111705
2017-07-01,5.850179194283425,6.122483898456167
2017-07-15,5.909813344777106,6.123622512423043
2017-08-01,5.9126371474713375,6.118333395413176
2017-08-15,5.93184719355464,6.116939383429103
2017-09-01,5.877032247792721,6.1101261299601
2017-09-15,5.797562702326286,6.108122953880963
2017-10-01,5.822725216064055,6.104634076604516
2017-10-15,5.758281564449163,6.09294639019578
2017-11-01,5.730587114417018,6.096754435110813
2017-11-15,5.67509115495089,6.096423615231827
2017-12-01,5.719617573288181,6.093598919155624
2017-12-15,,5.913047367970069
2018-01-01,,5.902456860672624
2018-01-15,5.842409381144868,5.842409381144868
2018-02-01,5.844953916206982,5.839799265618317
2018-02-15,5.891374481824263,5.839995909933781
2018-03-01,5.935735433566636,5.902478211810154
2018-03-15,5.9540524735802,5.828507432588327
2018-04-01,6.074426947692899,5.8876329296930106
2018-04-15,6.072031455369033,5.8852374373691445
2018-05-01,6.065576641469793,5.91239643131641
2018-05-15,6.110252868596641,
2018-06-01,6.04469993356747,
2018-06-15,5.97454647047353,
2018-07-01,5.925581288012556,
2018-07-15,5.922490361754386,
2018-08-01,5.914221256944892,
2018-08-15,5.9058832035014115,
2018-09-01,5.969943552190448,
2018-09-15,6.0168068716608465,
2018-10-01,6.020651435457276,
2018-10-15,6.084361482076278,
2018-11-01,6.094901525170407,
2018-11-15,6.113211752990712,
2018-12-01,6.102570260088587,
2018-12-15,6.118856284550818,
2019-01-01,6.17522185352179,
2019-01-15,6.250121893028848,6.287738756600155
2019-02-01,6.289684155018482,6.253849702009266
2019-02-15,6.309607685620324,6.379122069505014
2019-03-01,6.3144009428503685,6.305033192846769
2019-03-15,6.289332239001173,6.343399460271448
2019-04-01,6.450456860365343,6.350019156170734
2019-04-15,6.446663549166113,6.386200734524484
2019-05-01,6.442855793948987,
2019-05-15,,
2019-06-01,,
2019-06-15,,
2019-07-01,,
2019-07-15,,
2019-08-01,,
2019-08-15,,
2019-09-01,,
2019-09-15,,
2019-10-01,,
2019-10-15,,
