Date,Nakuru,Kisumu
2016-01-01,,6.962333576466893
2016-01-15,,6.9644286955730585
2016-02-01,6.398194774497013,6.925020739609445
2016-02-15,6.384698472136362,6.916714914225894
2016-03-01,6.438302868526916,6.903102669897625
2016-03-15,6.432925990142166,6.944983520439066
2016-04-01,6.3716014051639265,6.944078734159975
2016-04-15,6.386648304973945,6.959804721936134
2016-05-01,6.451718963030507,6.962469649556401
2016-05-15,6.4487076584972955,6.955863003621561
2016-06-01,6.436726620121427,6.802132625838909
2016-06-15,6.4436668044931,6.797132431201746
2016-07-01,6.446450009909804,6.792663010662613
2016-07-15,6.485283742095189,6.738179698461554
2016-08-01,6.554696674159666,6.790578410452024
2016-08-15,6.547987259052753,6.734416965742569
2016-09-01,6.483603857809086,6.78819965270293
2016-09-15,6.536468174366648,6.732362083233483
2016-10-01,6.533368967596608,6.6109272019424825
2016-10-15,6.528469230097079,6.606750370556886
2016-11-01,6.509328249937939,6.661817556307076
2016-11-15,6.517076679684085,6.713376658101881
2016-12-01,6.506506876358174,6.707919411616958
2016-12-15,6.506947462931485,6.700426658395675
2017-01-01,6.494855823139383,6.690153584577086
2017-01-15,6.475317329493039,6.7756642982529165
2017-02-01,6.412670748903304,6.768181378927941
2017-02-15,6.422393469463228,6.8574173798129365
2017-03-01,6.433268040607714,6.945844058659234
2017-03-15,6.422974334594903,6.846520602884505
2017-04-01,6.450679519091376,6.833333419119588
2017-04-15,6.432644039765539,6.827298231769488
2017-05-01,6.8491590429770435,6.828201556120558
2017-05-15,6.482521733841636,6.831905765651529
2017-06-01,6.414559655454889,6.833093794382744
2017-06-15,6.4437583877859055,6.840011086199327
2017-07-01,6.444824767251019,6.842086952579462
2017-07-15,6.441427189427153,6.743678034426032
2017-08-01,6.43631017186397,6.737567502194116
2017-08-15,6.450885006547106,6.749620673390103
2017-09-01,6.453087884300771,6.8468489001110076
2017-09-15,6.454191311858216,6.848159397488767
2017-10-01,6.451858171892545,6.853176764038861
2017-10-15,6.453013202388689,6.849704299002957
2017-11-01,6.416217016430829,6.851787878926591
2017-11-15,6.532283230453505,6.938172336872028
2017-12-01,6.520031071425579,6.933386187411803
2017-12-15,6.503776627459613,6.9242602542843255
2018-01-01,6.434348753137186,6.830563101473199
2018-01-15,6.380900786401212,6.826550927891677
2018-02-01,6.536741553451624,6.839075902690276
2018-02-15,6.529801019002309,6.909096409377089
2018-03-01,6.5278163090448675,6.907241508137412
2018-03-15,6.521109153343616,6.903043764041586
2018-04-01,7.183436604386768,6.8972163678432175
2018-04-15,7.1907652847224615,6.8990490718112625
2018-05-01,7.183174406572542,6.895078169691565
2018-05-15,7.187014165146625,6.809435037407744
2018-06-01,7.120013242144894,6.81028303247135
2018-06-15,7.123612710625074,6.7213571194261155
2018-07-01,,6.724852999173771
2018-07-15,7.130773010700321,6.818620079733808
2018-08-01,7.126805802875904,6.819802918443612
2018-08-15,7.1228227936051365,6.812001420758136
2018-09-01,7.116770678167922,6.806494489973673
2018-09-15,7.161237632979397,6.662215329684782
2018-10-01,,6.717607132075606
2018-10-15,7.244645979701413,6.718006211657632
2018-11-01,7.243769219687977,6.800221540532602
2018-11-15,7.035867321711047,6.793248600397694
2018-12-01,7.072326129377245,6.792769087431823
2018-12-15,,6.792414877194827
2019-01-01,,6.794825477266455
2019-01-15,,6.794423815264695
2019-02-01,7.206165137455979,6.709252955693816
2019-02-15,7.171202387748887,6.7010744499692105
2019-03-01,7.166682279178047,6.787359453208324
2019-03-15,7.153405844266326,6.687521299668765
2019-04-01,7.148856416048117,6.775413748508359
2019-04-15,7.141065800267546,6.768512121403341
2019-05-01,7.144564718188092,6.7725331795303925
2019-05-15,7.1406900535734215,6.767813135058409
2019-06-01,7.13931743579251,6.764907859518475
2019-06-15,7.131948006281767,6.755210672344658
2019-07-01,,6.746615574853573
2019-07-15,7.117044192988508,6.737945960721086
2019-08-01,7.1096462805303196,
2019-08-15,7.116222574090482,
2019-09-01,7.111005451218045,
2019-09-15,7.105188767222894,
2019-10-01,,
2019-10-15,,
2019-11-01,,
2019-11-15,,
2019-12-01,,
2019-12-15,,
2020-01-01,,
2020-01-15,,
2020-02-01,,
2020-02-15,,
